;index;variable;value
10;2;1;"Nas últimas décadas a sociedade brasileira vem lutando contra o abuso e violência contra a mulher. É sabido que este é um processo em construção e que requer o engajamento da sociedade como um todo para que a violência chegue ao fim. Para tanto, muitas ações são pensadas e divulgadas incentivando a denúncia. As imagens abaixo representam esse processo em construção. https://pcdob.org.br/noticias/deputados-reafirmamnecessidade-de-combater-violencia-contra-amulher/ https://www.cnj.jus.br/sinal-vermelho-se-tornaprograma-nacional-de-combate-a-violencia-contraa-mulher/

https://pcdob.org.br/noticias/deputados-reafirmam-necessidadede-combater-violencia-contra-a-mulher/

https://www.cnj.jus.br/sinal-vermelho-se-torna-programa-nacional-decombate-a-violencia-contra-a-mulher/
Em 2006, a sociedade brasileira ganha um importe instrumento de luta contra a violência contra a mulher, a Lei nº 11.340, mais conhecida como Lei Maria da Penha, que tornou mais rigorosa a punição para agressões contra a mulher.
Considerando o contexto e as imagens acima, analise as alternativas e coloque V para verdadeiro e F para falso:
I. De acordo com a Lei 11.340/2006, configura-se como violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial. II.A assistência à mulher em situação de violência doméstica e familiar será prestada de forma articulada e conforme os princípios e as diretrizes previstos na Lei Orgânica da Assistência Social, no Sistema Único de Saúde, no Sistema Único de Segurança Pública, após a denúncia formal e determinação judicial para o atendimento. III.A Lei Maria da Penha prevê que os tipos de violência contra a mulher são: física, psicológica, moral, sexual e patrimonial. IV. Em todos os casos de violência doméstica e familiar contra a mulher, após o registro, a autoridade policial deverá adotar, de imediato, procedimentos tais como, ouvir a ofendida, lavrar o boletim de ocorrência, remeter, no prazo de 48 horas, expediente ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência. V. São obrigatórias, nos serviços do SUS, próprios, contratados e conveniados, a oferta e a realização de cirurgia plástica reparadora de sequelas de lesões causadas por atos de violência contra a mulher.
As alternativas I, II, III, IV e V, são respectivamente: - Alternativas
A
V, V, V, V, V.
B
F, F, V, F, V.
C
V, F, F, V, V.
D
V, F, V, V, V."
17;2;2;"Nas últimas décadas a sociedade brasileira vem lutando contra o abuso e violência contra a mulher. É sabido que este é um processo em construção e que requer o engajamento da sociedade como um todo para que a violência chegue ao fim. Para tanto, muitas ações são pensadas e divulgadas incentivando a denúncia. As imagens abaixo representam esse processo em construção.

https://pcdob.org.br/noticias/deputados-reafirmamnecessidade-de-combater-violencia-contra-a-mulher/

https://www.cnj.jus.br/sinal-vermelho-se-torna-programa-nacional-de-combate-a-violencia-contra-a-mulher/







Em 2006, a sociedade brasileira ganha um importe instrumento de luta contra a violência contra a mulher, a Lei nº 11.340, mais conhecida como Lei Maria da Penha, que tornou mais rigorosa a punição para agressões contra a mulher. Considerando o contexto e as imagens acima, analise as alternativas e coloque V para verdadeiro e F para falso:




I.De acordo com a Lei 11.340/2006, configura-se como violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou patrimonial.

II.A assistência à mulher em situação de violência doméstica e familiar será prestada de forma articulada e conforme os princípios e as diretrizes previstos na Lei Orgânica da Assistência Social, no Sistema Único de Saúde, no Sistema Único de Segurança Pública, após a denúncia formal e determinação judicial para o atendimento.

III.A Lei Maria da Penha prevê que os tipos de violência contra a mulher são: física, psicológica, moral, sexual e patrimonial.

IV.Em todos os casos de violência doméstica e familiar contra a mulher, após o registro, a autoridade policial deverá adotar, de imediato, procedimentos tais como, ouvir a ofendida, lavrar o boletim de ocorrência, remeter, no prazo de 48 horas, expediente ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência.

V.São obrigatórias, nos serviços do SUS, próprios, contratados e conveniados, a oferta e a realização de cirurgia plástica reparadora de sequelas de lesões causadas por atos de violência contra a mulher.




As alternativas I, II, III, IV e V, são respectivamente:
 - Alternativas
A
V, V, V, V, V.
B
F, F, V, F, V.
C
V, F, F, V, V.
D
V, F, V, V, V."
4;3;0;"A Lei Maria da Penha prevê a criação de Juizados de Violência Doméstica e Familiar contra a Mulher e a possibilidade da constituição de uma equipe composta por profissionais especializados nas áreas psicossocial, jurídica e de saúde. Compete a essa equipe multidisciplinar:




I. fornecer subsídios, por escrito, ao juiz, ao Ministério Público e à Defensoria Pública, mediante laudos ou verbalmente em audiência.

II. desenvolver trabalhos de orientação, encaminhamento, prevenção e outras medidas, voltados para a ofendida, o agressor e os familiares, com especial atenção às crianças e aos adolescentes.

III. aplicar, de imediato, medida protetiva e de afastamento do agressor e, posteriormente, se a situação exigir, encaminhar o caso para o juiz.




Está correto o que consta em - Alternativas
A
I e II, apenas.
B
I, II e III.
C
I, apenas.
D
II, apenas.
E
III, apenas."
11;3;1;"Em sua criação, os Juizados de Violência Doméstica e Familiar contra a Mulher poderão contar com uma equipe de atendimento multidisciplinar. Identifique o que a Lei Maria da Penha prevê em relação à equipe multidisciplinar:
 - Alternativas
A
objetiva fornecer subsídios por escrito ao Conselho Municipal dos Direitos da Mulher, ao Ministério Público e à Defensoria Pública, mediante laudos ou verbalmente em audiência

B
será dotada com recursos para a criação e manutenção previstos na proposta orçamentária do Poder Judiciário 

C
desenvolverá trabalhos de orientação, encaminhamento, prevenção e outras medidas, voltados para os adolescentes, o agressor e os familiares, com especial atenção à ofendida

D
será integrada por profissionais especializados nas áreas psicossocial, religiosa e de saúde"
18;3;2;"Em relação à equipe de atendimento multidisciplinar de que trata a Lei Maria da Penha, assinale a afirmativa INCORRETA. - Alternativas
A
Os Juizados de Violência Doméstica e Familiar contra a Mulher que vierem a ser criados poderão contar com uma equipe de atendimento multidisciplinar.
B
O Poder Judiciário, na elaboração de sua proposta orçamentária, poderá prever recursos para a criação e manutenção da equipe de atendimento multidisciplinar, nos termos da Lei de Diretrizes Orçamentárias.
C
Quando a complexidade do caso exigir avaliação mais aprofundada, o juiz poderá determinar a manifestação de profissional especializado, mediante a indicação da equipe de atendimento multidisciplinar.
D
A equipe de atendimento multidisciplinar tem como únicas atribuições fornecer subsídios por escrito ao juiz, ao Ministério Público e à Defensoria Pública, mediante laudos ou verbalmente em audiência, e desenvolver trabalhos de orientação, encaminhamento e prevenção, voltados para a ofendida, o agressor e os familiares, com especial atenção às crianças e aos adolescentes.
E
A equipe multidisciplinar será integrada por profissionais especializados nas áreas psicossocial, jurídica e de saúde."
5;4;0;"Maria Luíza é assistente social de um Núcleo de Atendimento à Mulher, órgão municipal que atende e orienta mulheres vítimas de violência doméstica.
Com base nesse caso hipotético, assinale a alternativa que apresenta uma prática profissional compatível com os princípios e as diretrizes previstos na Lei Maria da Penha. - Alternativas
A
Ao explicar sobre o que é a Lei Maria da Penha para a usuária, Maria Luíza informa que é uma Lei que possui como objetivo principal a responsabilização e a punição do autor de violência doméstica contra a mulher.
B
Maria Luíza informa para a usuária que, na Lei Maria da Penha, estão previstas as medidas protetivas de urgência que deverão ser aplicadas ao autor da violência doméstica e as medidas protetivas de urgência que serão aplicadas às mulheres que sofreram a violência, cada qual com suas especificidades.

C
No atendimento prestado à usuária, Maria Luíza informa que a Lei Maria da Penha trata de toda e qualquer violência contra a mulher.
D
No atendimento a uma mulher que sofreu violência física e injúria por parte do companheiro, a usuária manifestou o interesse em retirar a queixa que teria sido realizada na delegacia há uma semana. Maria Luíza informou que, para retirar a queixa, bastava a mulher se dirigir à delegacia onde realizou a ocorrência e prestar declaração, manifestando seu desejo de que a representação seja retirada.
E
Ao exemplificar as formas de responsabilização do autor de violência doméstica aplicadas pela justiça, Maria Luíza elencou o pagamento de cestas básicas e a prestação pecuniária."
12;4;1;"“Ela veio do planeta fome, do universo do machismo, do país do preconceito. Foi julgada por ser mulher, por ser pobre, por ser negra, por amar, depois lembrada pejorativamente como a que fez muitas plásticas — quanta injustiça com quem foi considerada a cantora do milênio! Elza Soares viu a morte de todas as formas, inclusive a pior face dela, a que leva embora filhos queridos. Viu a morte dos próprios medos para renascer em coragem. Aos 80 anos, embora ainda residente nesse mesmo mundo de miséria e intolerância, o grito de resistência em voz potente, rouca e malemolente da carioca ainda reverbera (...)”. (Macário, 2017). “Reverberando”, recentemente, em show apresentado, em agosto, em Santa Catarina, Elza Soares cantou “Maria da Vila Matilde”, a letra diz: Cadê meu celular? Eu vou ligar pro 180. Vou entregar teu nome. E explicar meu endereço. Aqui você não entra mais. (...) Cê vai se arrepender de levantar a mão pra mim. E quando o samango chegar. Eu mostro o roxo no meu braço. (...) E pra cima de mim? Pra cima de moi? Jamais, mané! Cê vai se arrepender de levantar a mão pra mim. Pertinente a este tema, leia as afirmativas abaixo:

I. O número cantado, por Elza Soares, na primeira estrofe refere-se à Central de Atendimento à Mulher – Disque 180. II. Os autores da violência, na maioria dos casos, são aqueles com quem a mulher possui uma relação íntima, como maridos ou ex-companheiros, independentemente de, ao tempo do crime, viverem na mesma casa. III. A Lei Maria da Penha surgiu como condenação do Estado brasileiro por omissão e negligência no enfrentamento à violência conjugal. IV. Ainda que tenha apresentado avanços, um dos principais retrocessos trazidos pela Lei Maria da Penha foi a permissão de penas pecuniárias aos agressores. V. A prevalência de mulheres negras nos dados de violência doméstica, ratificando as clivagens sociais impostas pela discriminação racial, demonstra que o Estado não tem conseguido coibir a violência doméstica e familiar, especialmente, no que diz respeito às mulheres negras e erra ao manter o racismo como a abordagem periférica.

Está correto o que se afirma em:  - Alternativas
A
Somente I.
B
Somente II e IV.
C
Somente I, II, III e V.
D
Somente I, III e V.
E
Todas as afirmativas."
19;4;2;"O Congresso aprovou o novo diploma legal, que foi batizado de Lei Maria da Penha, em homenagem (I) à farmacêutica cearense Maria da Penha Maia Fernandes, que em 1983 recebeu um tiro do marido, enquanto dormia. Da agressão resultou a perda dos movimentos das pernas e viver numa cadeira de rodas - paraplégica. Ele não parou por aí - mais uma vez atentou contra a vida da mulher, por eletrocussão. Maria da Penha buscou ajuda e saiu de casa juntamente com as filhas. Num périplo em busca de justiça, (II) Maria da Penha conseguiu ver o marido punido 19 ano depois com uma condenação de 10 anos de prisão. Ele ficou preso apenas por dois anos em regime fechado. Maria da Penha tornou-se símbolo de luta. (III) Uma em cada cinco mulheres já sofreu algum tipo de violência física ou emocional. E pior, na maioria das vezes dentro da sua própria casa, demonstram os estudos. A Lei é uma grande conquista que a Câmara dos Deputados votou, pois (IV) possibilita que agressores sejam presos em flagrante ou tenham a sua prisão preventiva decretada. Também não poderão pagar seus crimes com penas alternativas. O tempo máximo de detenção passou de um para três anos. (V) A Lei também prevê o afastamento do agressor do domicílio e a proibição de se aproximar da mulher, não o excluindo de ter contato com os. filhos. É o fim da impunidade (Deputada Federal Solange Amaral Procuradora Especial da Mulher na Câmara dos Deputados.




No texto acima existem cinco tópicos, em negrito e sublinhado. De acordo com os mesmos podemos afirmar que:  - Alternativas
A
Os grifos (I, II, III, IV, V) estão corretos.
B
Somente os grifos (II, III) estão corretos.
C
Os grifos (IV, V) estão incorretos.
D
Somente o grifo (V) está incorreto."
6;5;0;"A Lei Maria da Penha prevê, como uma das estratégias de enfrentamento à violência doméstica e familiar contra a mulher, que “a assistência à mulher em situação de violência doméstica e familiar será prestada de forma articulada e conforme os princípios e as diretrizes previstos na Lei Orgânica da Assistência Social, no Sistema Único de Saúde, no Sistema Único de Segurança Pública, entre outras normas e políticas públicas de proteção, e emergencialmente quando for o caso” (Art. 9º ).

Assinale a alternativa correta em relação ao assunto. - Alternativas
A
No âmbito da assistência, os serviços devem trabalhar a partir de uma perspectiva setorial que deve atender às demandas das mulheres em situação de violência.
B
A rede de atendimento à mulher em situação de violência está dividida em três áreas especiais: saúde, justiça e assistência social.
C
O conceito de rede de enfrentamento à violência contra as mulheres diz respeito à atuação articulada apenas entre serviços governamentais, não governamentais, visando ao desenvolvimento de estratégias efetivas de prevenção à violência praticada contra mulheres.
D
A rede de enfrentamento tem por objetivos efetivar exclusivamente dois eixos previstos na Política Nacional de Enfrentamento à Violência contra as Mulheres – combate e prevenção.
E
A rede de atendimento faz referência ao conjunto de ações e serviços de diferentes setores, que visam à ampliação e à melhoria da qualidade do atendimento, à identificação e ao encaminhamento adequados das mulheres em situação de violência."
13;5;1;"O Art. 12-C da Lei nº 13.827, de 13 de maio de 2019 estabelece que:  - Alternativas
A
Em todos os casos de violência doméstica e familiar contra a mulher, feito o registro da ocorrência, deverá a autoridade policial adotar, de imediato, todos os procedimentos cabíveis ao caso, sem prejuízo daqueles previstos no Código de Processo Penal.
B
A assistência à mulher em situação de violência doméstica e familiar será prestada de forma articulada e conforme os princípios e as diretrizes previstos na Lei Orgânica da Assistência Social, no Sistema Único de Saúde, no Sistema Único de Segurança Pública, entre outras normas e políticas públicas de proteção, e emergencialmente quando for o caso.
C
Na hipótese da iminência ou da prática de violência doméstica e familiar contra a mulher, a autoridade policial que tomar conhecimento da ocorrência adotará, de imediato, as providências legais cabíveis.
D
Verificada a existência de risco atual ou iminente j vida ou j integridade física da mulher em situação de violência doméstica e familiar, ou de seus dependentes, o agressor será imediatamente afastado do lar, domicílio ou local de convivência com a ofendida. "
20;5;2;"Sobre a “Lei Maria da Penha”, assinale a alternativa INCORRETA. - Alternativas
A
A assistência à mulher em situação de violência doméstica e familiar será prestada de forma articulada e conforme os princípios e as diretrizes previstos na Lei Orgânica da Assistência Social, no Sistema Único de Saúde, no Sistema Único de Segurança Pública, entre outras normas e políticas públicas de proteção e emergencialmente quando for o caso.
B
O juiz determinará, por prazo indeterminado, a inclusão da mulher em situação de violência doméstica e familiar no cadastro de programas assistenciais do governo federal, estadual e municipal.
C
O juiz assegurará à mulher em situação de violência doméstica e familiar, para preservar sua integridade física e psicológica, a manutenção do vínculo trabalhista, e, quando necessário, o afastamento do local de trabalho, por até 6 meses.
D
A assistência à mulher em situação de violência doméstica e familiar compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, incluindo os serviços de contracepção de emergência, a profilaxia das Doenças Sexualmente Transmissíveis (DST) e da Síndrome da Imunodeficiência Adquirida (AIDS) e outros procedimentos médicos necessários e cabíveis nos casos de violência sexual.
E
A política pública que visa coibir a violência doméstica e familiar contra a mulher far-se-á por meio de um conjunto articulado de ações da União, dos Estados, do Distrito Federal e dos Municípios e de ações não governamentais, tendo por diretrizes, dentre outras, o respeito, nos meios de comunicação social, aos valores éticos e sociais da pessoa e da família, de forma a coibir os papéis estereotipados, que legitimem ou exacerbem a violência doméstica e familiar."
