;index;variable;value
56;2;1;"São diretrizes da Política de Assistência Social, conforme a Lei Orgânica da Assistência Social (LOAS): - Alternativas
A
I - supremacia do atendimento às necessidades sociais sobre as exigências de rentabilidade econômica; II - universalização dos direitos sociais, a fim de tornar o destinatário da ação assistencial alcançável pelas demais políticas públicas.
B
I - respeito à dignidade do cidadão, à sua autonomia e ao seu direito a benefícios e serviços de qualidade, bem como à convivência familiar e comunitária, vedando-se qualquer comprovação vexatória de necessidade; II - igualdade de direitos no acesso ao atendimento, sem discriminação de qualquer natureza, garantindo-se equivalência às populações urbanas e rurais; III - divulgação ampla dos benefícios, serviços, programas e projetos assistenciais, bem como dos recursos oferecidos pelo Poder Público e dos critérios para sua concessão
C
I - descentralização político-administrativa para os Estados, o Distrito Federal e os Municípios, e comando único das ações em cada esfera de governo; II - participação da população, por meio de organizações representativas, na formulação das políticas e no controle das ações em todos os níveis; III - primazia da responsabilidade do Estado na condução da política de assistência social em cada esfera de governo. 
D
I - a proteção social, que visa à garantia da vida, à redução de danos e à prevenção da incidência de riscos; II - a vigilância socioassistencial, que visa a analisar territorialmente a capacidade protetiva das famílias e nela a ocorrência de vulnerabilidades, de ameaças, de vitimizações e danos. 
E
I - a defesa de direitos, que visa a garantir o pleno acesso aos direitos no conjunto das provisões socioassistenciais; II - consolidar a gestão compartilhada, o cofinanciamento e a cooperação técnica entre os entes federativos que, de modo articulado, operam a proteção social não contributiva. "
109;2;2;"A Lei Orgânica da Assistência Social (Lei Federal n° 8.742/93) regulamenta os artigos 203 e 204 da Constituição Federal de 1988 e marca a etapa inaugural de uma política pública de assistência social em nível nacional. A LOAS define a assistência social como direito do cidadão e dever do Estado, estabelecendo objetivos e diretrizes para sua implementação. Constitui-se um dos princípios da LOAS: - Alternativas
A
descentralização político-administrativa para os Estados, o Distrito Federal e os Municípios, e comando único das ações em cada esfera de governo.
B
participação da população, por meio de organizações representativas, na formulação das políticas e no controle das ações em todos os níveis.
C
consolidação da gestão compartilhada, do cofinanciamento e da cooperação técnica entre os entes federativos.
D
primazia da responsabilidade do Estado na condução da política de assistência social em cada esfera de governo.
E
igualdade de direitos no acesso ao atendimento, sem discriminação de qualquer natureza, garantindo-se equivalência às populações urbanas e rurais."
4;3;0;"No que concerne à Política Nacional de Assistência Social (PNAS) e ao Sistema Único de Assistência Social (SUAS), julgue o item a seguir.




As diretrizes da PNAS estabeleceram a centralidade na família para implementação dos benefícios, serviços, programas e projetos da política de assistência social.  
 - Alternativas
Certo
Errado"
57;3;1;"Com base nas disposições da Política Nacional de Assistência Social (PNAS) e a Lei Orgânica de Assistência Social (LOAS), assinale a alternativa CORRETA. - Alternativas
A
A centralidade na família para concepção e implementação dos benefícios, serviços, programas e projetos, constitui uma diretriz apenas da Lei Orgânica de Assistência Social (LOAS).
B
A centralidade na família para concepção e implementação dos benefícios, serviços, programas e projetos, constitui uma diretriz apenas da Política Nacional de Assistência Social (PNAS).
C
A supremacia do atendimento às necessidades sociais sobre as exigências de rentabilidade econômica constitui uma diretriz da Política Nacional de Assistência Social (PNAS) e da Lei Orgânica de Assistência Social (LOAS).
D
Descentralização político-administrativa para os Estados, o Distrito Federal e os Municípios, e comando único das ações em cada esfera de governo constitui um princípio apenas da Lei Orgânica de Assistência Social (LOAS)."
110;3;2;"Considerando o que dispõe a Política Nacional de Assistência Social (PNAS) e a Lei Orgânica de Assistência Social (LOAS), julgue os itens abaixo:
I. A Política Nacional de Assistência Social (PNAS) e a Lei Orgânica de Assistência Social (LOAS) possuem os mesmos princípios. II. A primazia da responsabilidade do Estado na condução da Política de Assistência Social em cada esfera de governo constitui uma diretriz apenas da Lei Orgânica de Assistência Social (LOAS). III. De acordo com a Lei Orgânica de Assistência Social (LOAS), um dos objetivos da Assistência Social é a defesa de direitos, que visa a garantir o pleno acesso aos direitos no conjunto das provisões socioassistenciais.
É correto o que se afirma - Alternativas
A
apenas em I e II
B
apenas em I e III
C
apenas em II e IV
D
apenas em II, III e IV"
5;4;0;"A família tem ocupado lugar central nas políticas sociais públicas na atualidade, sob várias perspectivas: a responsabilização da família pela sua condição de pobreza, concepções estereotipadas e tradicionais de família e dos papeis familiares, através de orientações moralistas e padrões pré-estabelecidos, a família como coparticipante do Estado pelo bom funcionamento da sociedade, a família como provedora de afeto, socialização, apoio mútuo e proteção, dentre outras.




Na Política Nacional de Assistência Social (PNAS), a família é entendida como: - Alternativas
A
Um conjunto de pessoas que necessita de proteção do Estado para superar sua condição de pobreza, mas que é capaz de ser reestruturado e empoderado para prover suas necessidades.
B
Eixo estruturante do SUAS, configurando-se como unidade principal no atendimento e provisão do bem-estar de seus membros, embora contando com a parceria do Estado e de instituições socioassistenciais.
C
Um grupo vulnerável e superexplorado que, em situações de pobreza e miséria, necessita da ajuda do Estado, dos serviços advindos da esfera sociocomunitária e das parcerias público-privado.
D
Um conjunto de pessoas unidas por laços consanguíneos, afetivos e/ou de solidariedade; independentemente dos formatos ou modelos que assume, é mediadora das relações entre os sujeitos e a coletividade, delimitando, continuamente, os deslocamentos entre o público e o privado, bem como geradora de modalidades comunitárias de vida.
E
Um núcleo fundamental ao processo de desenvolvimento, havendo, por isso, a necessidade de capacitá-la no planejamento familiar e no manejo dos riscos, criando condições para o ingresso de seus membros no mercado de trabalho."
58;4;1;"Leia as afirmativas a seguir: I. A assistência social nega a existência, na família, de contradições, tensões, conflitos, desigualdades ou violência. Nessa direção, ao eleger a matricialidade sociofamiliar como eixo do Sistema Único de Assistência Social (SUAS), a família é enfocada em seu contexto sociocultural e econômico, com características harmônicas e favoráveis ao desenvolvimento de crianças e adultos, apenas. II. Para cumprir com efetividade seus objetivos, o Centro de Referência de Assistência Social (CRAS) deve assegurar às famílias usuárias de seus serviços o direito à escuta, à informação, à defesa, à provisão direta ou indireta ou ao encaminhamento de suas demandas de proteção social asseguradas pela Política Nacional de Assistência Social (PNAS). III. O fortalecimento dos vínculos familiares e a defesa e promoção do direito à convivência familiar e comunitária, finalidades da política da assistência social, não costumam ser um grande desafio. Para responder a esse desafio, o Sistema Único de Assistência Social (SUAS) estrutura-se buscando reprimir a família nas suas funções de proteção, socialização, aprendizagem e desenvolvimento das capacidades humanas, negando o pressuposto fundamental que o usuário de seus serviços ou benefícios deve ser desvinculado do seu contexto familiar e social. Marque a alternativa CORRETA:
 - Alternativas
A
Nenhuma afirmativa está correta.
B
Está correta a afirmativa I, apenas.
C
Está correta a afirmativa II, apenas.
D
Está correta a afirmativa III, apenas.
E
Todas as afirmativas estão corretas."
111;4;2;"A matricialidade sociofamiliar se refere à centralidade da família como núcleo social fundamental para a efetividade de todas as ações e serviços da política de assistência social. A família, segundo a PNAS, é o conjunto de pessoas unidas por laços consanguíneos, afetivos e ou de solidariedade, cuja sobrevivência e reprodução social pressupõem obrigações recíprocas e o compartilhamento de renda e ou dependência econômica.
Nesse contexto, analise as afirmativas a seguir e a relação proposta entre elas.
I. O CRAS considera a família como um espaço de ressonância e sinergia dos interesses e necessidades coletivas e de mobilização à participação e ao protagonismo social, ou seja, como um vetor de mudança da realidade social, PORQUE II. o SUAS, ao eleger a matricialidade sociofamiliar como uma de suas bases estruturantes, organiza toda a rede socioassistencial para o apoio às famílias, a fim de assegurar a toda a população o direito à convivência familiar, seguindo o pressuposto de que para a família prevenir, proteger e manter seus membros é necessária a ação efetiva do poder público.
A respeito dessas afirmativas, assinale a alternativa correta.
 - Alternativas
A
As afirmativas I e II são verdadeiras, e a II é uma justificativa da I.
B
As afirmativas I e II são verdadeiras, mas a II não é justificativa da I.
C
A afirmativa I é verdadeira, e a II é falsa.
D
A afirmativa I é falsa, e a II é verdadeira."
6;5;0;"Com relação ao trabalho interdisciplinar na Política de Assistência Social, assinale a alternativa incorreta. - Alternativas
A
O Serviço Social é a profissão mais importante dentro do SUAS, sendo as demais complementares e não necessárias obrigatoriamente, apesar do disposto na Norma Operacional Básica de Recursos Humanos do SUAS (NOB-RH/SUAS).
B
As abordagens das profissões podem somar-se com o intuito de assegurar uma intervenção interdisciplinar capaz de responder a demandas individuais e coletivas, com vistas e defender a construção de uma sociedade livre de todas as formas de violência e de exploração.
C
O trabalho interdisciplinar em equipe deve ser orientado pela perspectiva de totalidade, com vistas a situar o indivíduo nas relações sociais que têm papel determinante nas suas condições de vida, de modo a não responsabilizá-lo pela sua condição socioeconômica.
D
Em virtude dos desafios impostos na atuação interdisciplinar na Política de Assistência Social, considera-se importante a criação de espaços, no ambiente de trabalho, que possibilitem a discussão e reflexão dos referenciais teóricos e metodológicos que subsidiam o trabalho profissional e propiciem avanços efetivos, considerando as especificidades das demandas, das equipes e dos/as usuários/as."
59;5;1;"O documento elaborado pelo Conselho Federal de Serviço Social (CFESS), intitulado Atribuições privativas do/a assistente social (2012), apresenta reflexões sobre os espaços sócio-ocupacionais dos profissionais de Serviço Social retomando as orientações do texto Parâmetros para atuação de assistentes sociais na política de Assistência Social (2009), que apresenta as competências específicas para atuação dos assistentes sociais.

Assinale a alternativa que apresenta incorretamente uma das competências descritas nesse texto. - Alternativas
A
Dimensão que engloba exclusivamente a abordagem individual na perspectiva de atendimento às necessidades básicas e acesso aos direitos, bens e equipamentos públicos.
B
Dimensão de intervenção coletiva junto a movimentos sociais, na perspectiva da socialização da informação, mobilização e organização popular, que tem como fundamento o reconhecimento e fortalecimento da classe trabalhadora como sujeito coletivo na luta pela ampliação dos direitos e responsabilização estatal.
C
Dimensão de intervenção profissional voltada para inserção nos espaços democráticos de controle social e construção de estratégias para fomentar a participação, reivindicação e defesa dos direitos pelos(as) usuários(as) e Conselhos, Conferências e Fóruns da Assistência Social e de outras políticas públicas.
D
Dimensão de gerenciamento, planejamento e execução direta de bens e serviços a indivíduos, famílias, grupos e coletividade, na perspectiva de fortalecimento da gestão democrática e participativa capaz de produzir propostas que viabilizem e potencializem a gestão em favor dos(as) cidadãos(ãs)."
112;5;2;"Os  Parâmetros  para  a  atuação  de  assistentes  sociais  na  Política  de  Assistência  Social,  elaborado  pelo  Conselho  Federal  de  Serviço  Social,  apresenta  as  diretrizes  para  a  prática  profissional  do  assistente  social  nesse  espaço   sócio‐ocupacional.  Sendo  assim,  assinale  a  alternativa  que  apresenta  as  orientações  e  o  direcionamento  do  exercício  profissional na Política de Assistência Social. - Alternativas
A
A intervenção do assistente social deve partir de uma  abordagem  pragmática  e  considerar  que  as  necessidades  sociais  dos  usuários  são  problemas  e  responsabilidades individuais e grupais.  
B
O assistente social que trabalha na implementação do  SUAS deve ter clareza das funções e possibilidades das  políticas  sociais  que  integram  a  seguridade  social  e eleger a  Política de Assistência Social  como a  política  responsável  por  atender  e  dar  respostas  a  todas  as  situações de exclusão, vulnerabilidade e desigualdade  social, uma vez que a assistência social é um direito do  cidadão e um dever do Estado. 
C
As  técnicas  e  estratégias  do  serviço  social  devem  atender objetivos, diretrizes e competências da Política  de  Assistência  Social  e  devem  ser  utilizadas  com  a  perspectiva  de  integração  social,  homogeneização  social  e  realização  de  práticas  que  propiciem  a  perspectiva subjetivista. 
D
O assistente social que atua no âmbito da Política de  Assistência  Social  deve  ter  uma  dimensão  de  intervenção  coletiva  junto  a  movimentos  sociais,  buscando realizar ações de mobilização e socialização  da  informação, com  o  objetivo  de  promover  o  fortalecimento  das  bases  populares  na  luta  pela  ampliação dos direitos.
E
A atuação do assistente social na Política de Assistência  Social deve centrar‐se nos atendimentos emergenciais  a  indivíduos,  grupos  ou  famílias  e  no  repasse  de  benefícios aos usuários. "
7;6;0;"O Sistema Único de Assistência Social (SUAS) organiza as ações da assistência social em dois tipos de proteção social – a básica e a especial.




Assinale a alternativa que descreve de forma correta os tipos de proteção social: - Alternativas
A
Proteção Social Básica prevê um conjunto de serviços, programas e projetos que tem por objetivo contribuir para a reconstrução de vínculos familiares e comunitários, a defesa de direito, o fortalecimento das potencialidades e aquisições e a proteção de famílias e indivíduos para o enfrentamento das situações de violação de direitos.
B
Proteção Social Especial prevê um conjunto de serviços, programas, projetos e benefícios da assistência social que visa a prevenir situações de vulnerabilidade e risco social por meio do desenvolvimento de potencialidades e aquisições e do fortalecimento de vínculos familiares e comunitários.
C
As proteções sociais básica e especial serão ofertadas pela rede socioassistencial, de forma integrada, diretamente pelos entes públicos e/ou pelas entidades e organizações de assistência social vinculadas ao SUAS, respeitadas as especificidades de cada ação.
D
O Centro de Referência Especial de Assistência Social (CREAS) é a unidade pública municipal, localizada em áreas com maiores índices de vulnerabilidade e risco social, destinada à prestação de serviços, programas e projetos socioassistenciais às famílias.
E
O Centro de Referência de Assistência Social (CRAS) é a unidade pública de abrangência e gestão municipal destinada à prestação de serviços a indivíduos e famílias que se encontram em situação de risco pessoal ou social, por violação de direitos, que demandam intervenções especializadas."
60;6;1;"A Assistência Social, em sua organização, apresenta tipos de proteção social classificados em Proteção Social Básica e Proteção Social Especial. Nesse sentido, pode-se considerar que - Alternativas
A
a proteção social especial é o conjunto de serviços, programas, projetos e benefícios da assistência social que visam prevenir situações de vulnerabilidade e risco social por meio do desenvolvimento de potencialidades e aquisições e do fortalecimento dos vínculos familiares e comunitários.
B
a proteção social básica diz respeito ao conjunto de serviços, programas e projetos que têm por objetivo contribuir para a reconstrução de vínculos familiares e comunitários, a defesa de direitos, o fortalecimento das potencialidades e aquisições, a proteção das famílias e dos indivíduos para o enfrentamento das situações de violação de direitos.
C
a proteção social básica compreende o conjunto de serviços, programas, projetos e benefícios da assistência social que visa a prevenir situações de vulnerabilidade e risco social por meio do desenvolvimento de potencialidades e aquisições e do fortalecimento de vínculos familiares e comunitários.
D
a vigilância socioassistencial não se configura instrumento de proteção da assistência social que identifica e previne as situações de risco e vulnerabilidade social."
113;6;2;"A assistência social organiza-se pelos seguintes tipos de proteção: - Alternativas
A
Proteção social básica: conjunto de serviços, programas, projetos e benefícios da assistência social que visa a prevenir situações de vulnerabilidade e risco social por meio do desenvolvimento de potencialidades e aquisições e do fortalecimento de vínculos familiares e comunitários.
B
Proteção social especial: conjunto de serviços, programas e projetos que tem por objetivo contribuir para a reconstrução de vínculos familiares e comunitários, a defesa de direito, o enfraquecimento das potencialidades e aquisições e a proteção de famílias e indivíduos não vulneráveis para o enfrentamento das situações de violação de direitos.
C
Proteção social básica: conjunto de serviços, programas e projetos que tem por objetivo contribuir para a reconstrução de vínculos familiares e comunitários, a defesa de direito, o fortalecimento das potencialidades e aquisições e a proteção de famílias e indivíduos para o enfrentamento das situações de violação de direitos.
D
Proteção social especial: conjunto de serviços, programas, projetos e benefícios da assistência social que visa a prevenir situações de vulnerabilidade e risco social por meio do desenvolvimento de potencialidades e aquisições e do fortalecimento de vínculos familiares e comunitários."
8;7;0;"A assistência social, como concebida na Lei Federal no 8.742/93 – Lei Orgânica da Assistência Social, é direito do cidadão, é dever do Estado. É política de Seguridade Social não contributiva, que provê os mínimos sociais e realiza-se por meio de um conjunto integrado de ações de iniciativa pública e da sociedade, para garantir o atendimento às necessidades básicas.

De acordo com determinações expressas no artigo 5º , II, da citada Lei, dentre as diretrizes previstas para a organização da assistência social destaca-se a - Alternativas
A
participação da população, por meio de organizações representativas, na formulação das políticas e no controle das ações em todos os níveis.
B
universalização dos direitos sociais, a fim de tornar o destinatário da ação assistencial alcançável pelas demais políticas públicas.
C
igualdade de direitos no acesso ao atendimento, sem discriminação de qualquer natureza, garantindo-se equivalência às populações urbanas e rurais.
D
divulgação ampla dos benefícios, serviços, programas e projetos assistenciais, bem como dos recursos oferecidos pelo Poder Público e dos critérios para sua concessão.
E
supremacia do atendimento às necessidades sociais sobre as exigências de rentabilidade econômica."
