;index;variable;value
16;2;1;"O Código de Ética do Assistente Social (1993) funda-se, dentre outros, nos seguintes princípios e valores:




I. Exercício profissional sem ser discriminado, nem discriminar por questões de inserção de classe social, gênero, etnia, religião, racionalidade, orientação sexual, identidade de gênero, idade e condição física / Reconhecimento da liberdade como valor ético central e das demandas políticas.

II. Garantia do pluralismo, através do respeito às correntes profissionais democráticas existentes e suas expressões teóricas / Defesa intransigente dos direitos humanos e recusa do arbítrio e do autoritarismo / Ampliação e consolidação da cidadania considerada tarefa primordial de toda sociedade.

III. Posicionamento em favor da equidade e justiça social, que assegure universalidade de acesso aos bens e serviços relativos aos programas e políticas sociais, bem como sua gestão democrática / Divulgação ampla dos benefícios, serviços, programas e projetos assistenciais, bem como dos recursos oferecidos pelo poder público e dos critérios para sua concessão / Empenho na eliminação de todas as formas de preconceito incentivando o respeito à diversidade, à participação de grupos socialmente discriminados e à discussão das diferenças.

IV. Articulação com os movimentos de outras categorias profissionais que partilhem dos princípios deste código e com a luta geral dos trabalhadores / Rigoroso trato teórico, histórico e metodológico da realidade social e do Serviço Social, que possibilite a compreensão dos problemas e desafios com os quais o profissional se defronta no universo da produção e reprodução da vida social / Compromisso com a qualidade dos serviços prestados à população e com o aprimoramento intelectual, na perspectiva da competência profissional.




Estão corretas apenas as afirmativas - Alternativas
A
I e II.
B
I e III.
C
II e IV.
D
I, II e III."
29;2;2;"O conjunto de princípios estabelecidos no atual Código de Ética do Assistente Social, expressão ídeo-política do Projeto Ético- Político do Serviço Social, se constitui em compromisso que situa os assistentes sociais na luta pela ampliação e consolidação da cidadania, com vistas a garantia de direitos civis, sociais e políticos da classe trabalhadora.

Com base nesse assunto, assinale as proposições seguintes como verdadeiras (V) e falsas (F) e marque a alternativa que apresenta a sequência correta.





( ) Em seu trabalho, o Assistente Social se depara com diferentes formas de desrespeito aos direitos humanos, o que possibilita conflitos ético-morais dos profissionais caso o conteúdo ético do Código profissional não seja entendido corretamente.

( ) A numeração sequencial dos princípios do Código de Ética do Assistente Social representa o estabelecimento de hierarquia de importância e relevância entre eles, fundamentais para assegurar um exercício profissional em sintonia com o projeto ético-político.

( ) O Código de Ética profissional do Assistente Social tem como referencial os valores, estes resultantes da atividade criadora tipificada no processo de trabalho, e a ética, ambos concebidos como produtos da práxis.

( ) O Código de Ética profissional articula duas dimensões da profissão; aquela específica ao exercício profissional institucional à da ação política coletiva, que se vincula aos processos de luta da classe trabalhadora brasileira.

( ) O Código de Ética especifica a democracia como valor central e forma política capaz de viabilizar os valores essenciais inscritos no mesmo.
 - Alternativas
A
V-F-F-V-V.
B
F-V-V-V-V.
C
V-F-V-V-V.
D
V-V-F-V-F.
E
V-V-V-V-F.
"
4;3;0;"“O trabalho do assistente social é, pois, a expressão de um movimento que articula conhecimentos e luta por espaços no mercado de trabalho, competências e atribuições privativas que têm reconhecimento legal nos seus estatutos normativos e reguladores (regulamentação profissional, código de ética, diretrizes curriculares da formação profissional), projeto ético‑político que confere direção social ao trabalho profissional”. (RAICHELIS, 2010). A citação reflete sobre o Serviço Social na contemporaneidade e as novas exigências do mercado de trabalho. Sendo assim, analise as assertivas abaixo e assinale V, se verdadeiras, ou F, se falsas. ( ) A implantação do Suas e sua rápida expansão por todo o território nacional vem ampliando consideravelmente o mercado de trabalho para os assistentes sociais e demais profissionais atuantes nessa área. ( ) As transformações nos espaços ocupacionais do assistente social têm origem nesses processos macrossocietários e põem em relevo as específicas condições e relações de trabalho no contexto mais geral de mudanças e constituição da nova morfologia do trabalho. ( ) As transformações contemporâneas que afetam o mundo do trabalho, seus processos e sujeitos provocam redefinições profundas no Estado e nas políticas sociais, o que faz não desencadear novas requisições e possibilidades ao trabalho do assistente social no âmbito das políticas sociais.
A ordem correta de preenchimento dos parênteses, de cima para baixo, é:
 - Alternativas
A
V – F – F.
B
F – V – F.
C
F – F – V.
D
V – V – F.
E
V – F – V."
17;3;1;"O assistente social ingressa nas instituições empregadoras como parte de um coletivo de trabalhadores que implementa as ações institucionais/empresariais, cujo resultado final é fruto de um trabalho combinado ou cooperativo, que assume perfis diferenciados nos vários espaços ocupacionais. Também a relação que o profissional estabelece com o objeto do seu trabalho — as múltiplas expressões da questão social, tal como se expressam na vida dos sujeitos com os quais trabalha — depende do prévio recorte das políticas definidas pelos organismos empregadores, que estabelecem demandas e prioridades a serem atendidas.

M. Iamamoto. Os espaços sócio-ocupacionais do assistente social. In: Serviço Social: direitos e competências profissionais. Brasília: CFESS/ABEPSS, 2009, p. 352 (com adaptações).

Com base no texto acima apresentado, assinale a opção correta acerca do processo de trabalho do profissional de serviço social.
 - Alternativas
A
Existe uma ingerência direta, de parte dos empregadores, na definição do trabalho profissional, na contramão de sua integral autonomia.
B
A política social constitui uma ferramenta para o assistente social em determinados espaços sócio-ocupacionais.
C
O assistente social deverá priorizar a análise subjetiva em relação ao seu objeto de estudo em determinados espaços sócio-ocupacionais.
D
O trabalho combinado e(ou) cooperativo deve necessariamente ocorrer de forma interdisciplinar.
E
O assistente social deve elencar sua prioridade de atendimento às demandas em detrimento das determinações da instituição para não desprezar seu projeto ético-político."
30;3;2;"O objeto de trabalho do Assistente Social é a questão social e suas diversas expressões. O que lhe cabe, como profissional, inserido na divisão social do trabalho, é formular, executar, acompanhar e avaliar as políticas sociais, públicas, empresariais, bem como promover ações em conjunto com a sociedade civil e movimentos sociais, tendo por base o enfrentamento dos desafios apresentados e que são próprios da realidade social em que atua. Com base nessa afirmativa, é facultado ao Assistente Social - Alternativas
A
compreender que a sua atuação será tanto ou mais qualificada ao considerar uma concepção mais crítica acerca de sua inserção no mundo do trabalho, cuja base é oriunda do referencial marxista que, nos anos 80 e 90, direcionou o pensamento, reflexões e ações dos profissionais de Serviço Social.
B
consultar a comunidade, população e/ou trabalhadores, exclusivamente, na fase inicial da elaboração de propostas para intervenção, com o intuito de aproximar-se da realidade em que atua para conformação de planos, programas e projetos, sendo o suficiente para garantir o sucesso de sua ação, evitando desse modo o uso de recursos adicionais, e desnecessários, com avaliação e possíveis correções de rota.
C
adotar, no cotidiano de sua atuação profissional, a postura e compromisso assumidos pelo Movimento de Reconceituação, ocorrido na década de 60, que defendia a manutenção da perspectiva de leitura de mundo e atuação progressista então existente na atuação dos assistentes sociais, combatendo a injusta e descabida crítica à categoria, de alienação ideológica e falta de identidade profissional do Serviço Social.
D
contribuir com a população usuária dos serviços sociais, ao promover ações que resultem em transformação de sua realidade, em meio a uma práxis de cunho educativo, possibilitando aos sujeitos, dentro de alguns limites que não venham a comprometer o seu posto de trabalho ou gerem desconfiança pelo empregador quanto à garantia de seus interesses, que sejam vistos como seres históricos, livres, capazes de agir, pensar e transformar o meio que os cerca e determina suas vidas.
E
dar credibilidade e tornar efetivo o projeto ético-político profissional, respondendo criticamente e com conhecimento de realidade às distintas demandas sociais que lhe aparecem, salvaguardando, quando possível e julgar como necessário, não aumentando as suas responsabilidades no campo do trabalho, valores que tenham como pilar a liberdade que permite à população escolher quais as melhores alternativas para solucionar as dificuldades que enfrenta, bem como ensejar autonomia, emancipação e redução das desigualdades sociais."
5;4;0;"Julgue a alternativa CORRETA acerca do Estágio Supervisionado em Serviço Social: - Alternativas
A
A supervisão de estágio em Serviço Social é realizada de forma direta e indireta.
B
A supervisão de estágio em serviço social será feita, conjuntamente, por supervisor acadêmico e supervisor de campo com base no plano de estágio elaborado em conjunto pelos supervisores da unidade de ensino e da organização que oferece o estágio e o estagiário.
C
A supervisão de estágio em serviço social, por ser uma competência profissional, pode ser realizada por assistentes sociais.
D
O estágio supervisionado em Serviço Social é o treinamento do aluno para a resolutividade das demandas inerentes ao exercício profissional, portanto vincula-se estritamente à dimensão técnicooperativa da profissão."
18;4;1;"Sobre o tema do Estágio Supervisionado em Serviço Social, assinale a alternativa INCORRETA. - Alternativas
A
Segundo a Lei nº 11.788/2008, que dispõe sobre o estágio de estudantes e dá outras providências, o Estágio não obrigatório é aquele desenvolvido como atividade opcional, sem ser acrescida à carga horária regular e obrigatória.
B
A supervisão de estágio assume historicamente um lugar privilegiado no sentido de ser o espaço que pode dar conta da instrumentalização das demandas da prática.
C
A supervisão de estágio expõe-se ao risco de se tornar um espaço separado do todo da formação, não contribuindo, assim, para a superação da perspectiva conservadora referida.
D
A supervisão de estágio é uma atividade curricular que deve ser feita por um professor supervisor e pelo profissional de campo, através da reflexão e do acompanhamento e da sistematização com base em planos de estágio, elaborados em conjunto entre Unidade de Ensino e Unidade de Campo de Estágio.
E
O processo do estágio supervisionado curricular obrigatório pressupõe supervisão direta e tem como matéria-prima para os supervisores/as o processo de aprendizagem."
31;4;2;"Pode-se afirmar sobre Supervisão Direta de Estágio no Serviço Social, EXCETO: - Alternativas
A
A definição do número de estagiários a serem supervisionados deve levar em conta a carga horária do supervisor de campo, as peculiaridades do campo de estágio e a complexidade das atividades profissionais, sendo que o limite máximo não deverá exceder 1 (um) estagiário para cada 30 (trinta) horas semanais de trabalho.
B
A supervisão direta de estágio de Serviço Social deve ser realizada por assistente social, funcionário do quadro de pessoal da instituição em que se ocorre o estágio.
C
Compete aos Conselhos Regionais de Serviço Social a fiscalização do exercício profissional do assistente social supervisor nos referidos campos de estágio.
D
Caberá ao supervisor de campo apresentar projeto de trabalho à unidade de ensino, incluindo sua proposta de supervisão, no momento de abertura do campo de estágio."
6;5;0;"Segundo os Parâmetros para a atuação do Assistente Social na Saúde (CFESS, 2010), “a saúde do trabalhador vem se apresentando como uma importante área de atuação do assistente social nas últimas décadas. A dimensão social e histórica do trabalho ganha relevância nos determinantes das condições de saúde do trabalhador, com a complexidade da realidade atual, marcada pela precarização das condições de trabalho, aumento do mercado informal, flexibilização das relações de trabalho e restrição de direitos.”
Com base neste enunciado e em relação à área de atuação “saúde do trabalhador”, assinale a afirmativa incorreta. - Alternativas
A
A saúde do trabalhador envolve o coletivo de trabalhadores inserido no processo saúde/doença no trabalho, não abrangendo apenas aqueles que adoecem no processo.
B
É uma subárea de atuação profissional exclusivamente relacionada aos setores empresariais com o objetivo de favorecer o clima organizacional.
C
Requisita o desenvolvimento de ações de atendimento, prevenção e promoção da saúde, de fiscalização do ambiente e das condições de trabalho, defesa das condições ambientais, de acesso aos direitos previdenciários e trabalhistas envolvendo diferentes atores.
D
O assistente social atua no atendimento aos trabalhadores, seja individual ou em grupo, na pesquisa, no assessoramento e na mobilização, compondo muitas vezes, equipe multiprofissional.
E
É um campo privilegiado de atuação para o assistente social em virtude da direção social adotada pela profissão, da atuação conjunta com outros profissionais e movimentos sociais que compartilhem dos princípios e diretrizes defendidos pelo projeto ético político."
19;5;1;"Compreende-se que cabe ao Serviço Social formular estratégias que busquem reforçar ou criar experiências nos serviços de saúde que efetivem o direito social à saúde, atentando que o trabalho do assistente social que queira ter como norte o projeto- ético político profissional tem de, necessariamente, estar articulado ao projeto da reforma sanitária. Pensar e realizar uma atuação competente e crítica do Serviço Social na área da saúde consiste em, exceto: - Alternativas
A
Conhecer as condições de vida e trabalho dos usuários, bem como os determinantes sociais que interferem no processo saúde-doença.
B
Facilitar o acesso de todo e qualquer usuário aos serviços de saúde da instituição e da rede de serviços e direitos sociais, bem como submeter à operacionalização de seu trabalho aos rearranjos propostos pelos governos que descaracterizam a proposta original do SUS de direito.
C
Buscar a necessária atuação em equipe, tendo em vista a interdisciplinaridade da atenção em saúde.
D
Estimular a intersetorialidade, tendo em vista realizar ações que fortaleçam a articulação entre as políticas de seguridade social, superando a fragmentação dos serviços e do atendimento às necessidades sociais.
E
Elaborar e participar de projetos de educação permanente, buscar assessoria técnica e sistematizar o trabalho desenvolvido, bem como realizar investigações sobre temáticas relacionadas à saúde."
32;5;2;"As atribuições e as competências dos assistentes sociais são orientadas e norteadas por direitos e deveres constantes no Código de Ética Profissional e na Lei de Regulamentação da Profissão, que devem ser observados e respeitados. De acordo com os parâmetros para a atuação de assistentes sociais na Política de Saúde, assinale a alternativa incorreta. - Alternativas
A
A saúde do trabalhador vem se apresentando como uma importante área de atuação do assistente social nas últimas décadas.
B
O movimento de reforma sanitária salientou a importância da determinação social sustentada nas categorias de trabalho e na reprodução da vida. Nessa perspectiva, são fundamentais o contexto e as condições sociais que impactam o processo saúde-doença.
C
Os assistentes sociais na saúde atuam em quatro grandes eixos, sendo um deles o de investigação, planejamento e gestão.
D
Nas equipes de saúde mental, o assistente social deve contribuir para que a reforma psiquiátrica alcance seu projeto ético-político.
E
O atendimento direto aos usuários acontece em diversos espaços de atuação profissional na saúde, sendo menos frequente (no atendimento direto) a presença das ações socioeducativas."
7;6;0;"Os projetos profissionais apresentam a autoimagem de uma profissão, elegem os valores que a legitimam socialmente, delimitam e priorizam seus objetivos e funções, formulam os requisitos (teóricos, práticos e institucionais) para o seu exercício, prescrevem normas para o comportamento dos profissionais e estabelecem as bases das suas relações com os usuários de seus serviços, com as outras profissões e com as organizações e instituições sociais privadas e públicas (inclusive o Estado, a quem cabe o reconhecimento jurídico dos estatutos profissionais).
(NETTO, José Paulo. A Construção do Projeto Ético-Político do Serviço Social. p. 144. In.: Serviço Social e saúde / Ana Elizabete Mota... [et al.], (orgs). – 4.ed. – São Paulo: Cortez; Brasília<DF: OPAS, OMS, Ministério da Saúde, 2009.).
Analise o texto e assinale a alternativa INCORRETA:
 - Alternativas
A
O projeto profissional do serviço social começa a ser tratado nacionalmente como projeto ético-político a partir do código de ética de 1986, pois o ético e o político são entendidos como sinônimos.
B
Do ponto de vista estritamente profissional, o projeto ético-político implica o compromisso com a competência, que só pode ter como base o aperfeiçoamento intelectual do assistente social.
C
O projeto ético-político dos assistentes sociais tem seus valores e pilares definidos no código de ética profissional, na lei de regulamentação da profissão e nas diretrizes curriculares, e vem orientando a atuação do serviço social tanto no âmbito da formação quanto do exercício profissional.
D
O projeto profissional do serviço social vincula-se a uma nova projeção de sociedade, aquela em que se propicie aos trabalhadores um pleno desenvolvimento para a invenção e vivência de novos valores, o que, evidentemente, supõe a erradicação de todos os processos de exploração, opressão e alienação."
20;6;1;"A respeito do Projeto Profissional do Serviço Social: I- Os projetos profissionais apresentam a autoimagem de uma profissão, elegem os valores que a legitimam socialmente, delimitam e priorizam os seus objetivos e funções, formulam os requisitos (teóricos, institucionais e práticos) para o seu exercício, prescrevem normas para o comportamento dos profissionais e estabelecem as balizas da sua relação com os usuários de seus serviços, com as outras profissões e com as organizações e instituições sociais, privadas e públicas. II- O serviço social com o projeto ético político vem trabalhando a questão ética e política como dimensões fundamentais na formação profissional. O projeto profissional é designado ético-político porque tem uma indicação ética que não se limita às questões morais e prescrições de direitos e deveres, mas sim de escolhas teóricas, ideológicas e direção política profissional. III- O projeto ético político pretende contribuir para um processo social nos princípios de igualdade, liberdade e da justiça social. Além disso, tem uma perspectiva de aliança com as teorias neoliberais voltadas para o clientelismo, assistencialismo e seletividade com o conservadorismo. Está CORRETO o que se afirma em: - Alternativas
A
I e III, apenas.
B
I e II, apenas.
C
II e III, apenas.
D
Nenhuma das alternativas."
