;info;enunciado;options;ano;banca;orgao;prova;articles_mentioned_enunciado;articles_mentioned_options;all_articles_mentioned;articles_numbers;paragraphs_mentioned;chapters_mentioned;titles_mentioned;incisos_mentioned;job;is_social_work;has_articles
29;Ano: 2012 Banca: ESAF Órgão: MI Prova: ESAF - 2012 - MI - Assistente Social;"O processo de trabalho compreende elementos técnicos, teóricos e políticos, que se constituem em instrumentos de trabalho do Assistente Social, e que possibilitam a orientação de sua ação profissional, isto é, de seu próprio trabalho, que tem como objeto a questão social e que resulta em um produto. Sobre o trabalho do Assistente Social, julgue os itens abaixo, assinalando o correto.

";"Alternativas
A
O Projeto Ético-Político do Assistente Social concentra- se em suas convicções político- partidárias, as que direcionam sua atuação profissional.

B
Os instrumentais do Serviço Social, isto é, os meios necessários para a atuação profissional, permitem que os Assistentes Sociais passem da intencionalidade para a efetivação das ações profissionais.

C
O trabalho do Assistente Social e as atividades e práticas voluntárias, assistemáticas caritativas e/ou ?lantrópicas têm semelhanças profundas.

D
O Serviço Social visa controlar e adaptar os indivíduos pela via de penalidades e formas de sociabilidade que atendam às exigências do padrão de acumulação capitalista.

E
Os problemas sociais ou patologias presentes na sociedade capitalista constituem o objeto de trabalho do Assistente Social, e o produto de seu trabalho é a harmonia entre o homem e a sociedade.
";2012;ESAF;MI ; ESAF - 2012 - MI - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
30;Ano: 2011 Banca: CESPE / CEBRASPE Órgão: SEDUC-AM Prova: CESPE - 2011 - SEDUC-AM - Assistente Social;"O projeto profissional do serviço social brasileiro foi fundado na luta política por liberdade, trabalho e direitos, contra o pragmatismo, o conservadorismo e a suposta neutralidade, defendidos pelo serviço social tradicional.
";"Alternativas
Certo
Errado";2011;CESPE;SEDUC-AM ; CESPE - 2011 - SEDUC-AM - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
31;Ano: 2011 Banca: CESPE / CEBRASPE Órgão: SEDUC-AM Prova: CESPE - 2011 - SEDUC-AM - Assistente Social;"A lógica liberal tem como referência a procura do interesse próprio pelos indivíduos no desejo de melhorar as condições de existência, ou seja, os indivíduos são conduzidos pela mão invisível do mercado.
";"Alternativas
Certo
Errado";2011;CESPE;SEDUC-AM ; CESPE - 2011 - SEDUC-AM - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
32;Ano: 2012 Banca: CESPE / CEBRASPE Órgão: TJ-AC Prova: CESPE - 2012 - TJ-AC - Analista Judiciário - Assistência Social;"Com fundamento no projeto ético-político profissional do serviço social e em seus desdobramentos na atualidade, julgue o item abaixo.

O projeto atual, cuja gênese remonta à década de 1970, consolidou-se nos anos 1990, contraditoriamente ao avanço das ideias neoliberais, que hoje representam um dos principais desafios para o projeto coletivo da profissão.

";"Alternativas
Certo
Errado";2012;CESPE;TJ-AC ; CESPE - 2012 - TJ-AC - Analista Judiciário - Assistência Social;;;;;;;;;Analista Judiciário Assistência Social;1.0;0.0
33;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"Uma indicação ética só adquire efetividade histórico-concreta quando se combina com uma direção político-profissional, por isso, a contemporânea designação de projetos profissionais como ético-políticos.
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social;;;;;;;;;Analista Serviço Social;1.0;0.0
34;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"Os projetos profissionais são construídos a partir da organização do sujeito coletivo das profissões.
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social;;;;;;;;;Analista Serviço Social;1.0;0.0
35;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"O projeto ético-político-profissional contemporâneo do serviço social concretiza-se exclusivamente no Código de Ética (1993).
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social;;;;;;;;;Analista Serviço Social;1.0;0.0
36;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"No cenário atual, o projeto ético-político do serviço social encontra-se tensionado pelo projeto neoliberal, uma vez que as transformações sócio-históricas por este conduzidas geram obstáculos às políticas sociais e aos direitos.
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social;;;;;;;;;Analista Serviço Social;1.0;0.0
37;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"O profissional informado, crítico e atento às demandas contemporâneas compreende o arsenal técnico-operativo como expressão de seu posicionamento teórico, usando-o com a intenção de direcionar o seu trabalho à construção de relações democráticas e emancipadoras.
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social;;;;;;;;;Analista Serviço Social;1.0;0.0
38;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: SERPRO Prova: CESPE - 2010 - SERPRO - Analista - Serviço Social;"A perspectiva de seguridade social pautada no atual projeto ético-político dos assistentes sociais é concebida como transição a um padrão de civilidade, que se inicia pela garantia de direitos no capitalismo, mas não se esgota nele.
";"Alternativas
Certo
Errado";2010;CESPE;SERPRO ; CESPE - 2010 - SERPRO - Analista - Serviço Social;;;;;;;;;Analista Serviço Social;1.0;0.0
39;Ano: 2013 Banca: CESPE / CEBRASPE Órgão: DEPEN Prova: CESPE - 2013 - DEPEN - Serviço Social;"O projeto ético-político do serviço social baseia-se na lei de regulamentação dessa profissão, no respectivo código de ética e nas diretrizes curriculares. Com relação ao exercício profissional do assistente social, julgue os itens a seguir.


A ideologia neoconservadora é fortalecida nas instituições sob formas de controle pautadas na racionalidade tecnocrática e sistêmica, em que o empregado é requisitado para executar um trabalho repetitivo e burocrático, pragmático e heterogêneo.";"Alternativas
Certo
Errado";2013;CESPE;DEPEN ; CESPE - 2013 - DEPEN - Serviço Social;;;;;;;;;Serviço Social;1.0;0.0
43;Ano: 2013 Banca: CESPE / CEBRASPE Órgão: DEPEN Prova: CESPE - 2013 - DEPEN - Serviço Social;"O projeto ético-político do serviço social baseia-se na lei de regulamentação dessa rofissão,no respectivo código de ética e nas diretrizes curriculares.Com relação ao xercício profissional do assistente social, julgue os itens a seguir.



As bases sociais do atual projeto ético-político do serviço social em prisões, delegacias, casas para jovens infratores e instituições jurídicas estão em consonância com a moralização da criminalidade e com as atividades que envolvem critérios de avaliações de classe e condição social";"Alternativas
Certo
Errado";2013;CESPE;DEPEN ; CESPE - 2013 - DEPEN - Serviço Social;;;;;;;;;Serviço Social;1.0;0.0
44;Ano: 2013 Banca: IBFC Órgão: ILSL Prova: IBFC - 2013 - ILSL - Agente Técnico de Assistencia a Saúde - Assistente Social;O III Congresso Brasileiro de Assistentes Sociais, ocorrido em ______, é considerado o marco ______________ da tendência intenção de __________________________ da profissão e ficou conhecido como __________________ face a sua importância na construção do projeto ético – político do Serviço Social brasileiro. Assinale a alternativa que completa, correta e respectivamente, as lacunas do texto:;"Alternativas
A
1978/ histórico - político/ ruptura com a Igreja Evangélica/ Congresso da Renovação.
B
1979/ histórico - político/ ruptura com o conservadorismo/ Congresso da Virada.
C
1980/ político/ ruptura com o conservadorismo/ Congresso da Vitória.
D
1979/ histórico/ ruptura com o militarismo/ Congresso da Virada.";2013;IBFC;ILSL ; IBFC - 2013 - ILSL - Agente Técnico de Assistencia a Saúde - Assistente Social;;;;;;;;[' iii '];Agente Técnico de Assistencia a Saúde Assistente Social;1.0;0.0
45;Ano: 2013 Banca: IBFC Órgão: ILSL Prova: IBFC - 2013 - ILSL - Agente Técnico de Assistencia a Saúde - Assistente Social;"O ____________________ é produto concreto do projeto ético – político que nos últimos 30 anos tem conquistado a hegemonia no Serviço Social brasileiro, no interior de um processo de oposição e luta entre idéias e projetos profissionais e sociais.

Assinale a alternativa que completa corretamente a lacuna do texto:";"Alternativas
A
Código de Ética de 1993.
B
Movimento Social.
C
Direitos Humanos.
D
Ethos Profissional.";2013;IBFC;ILSL ; IBFC - 2013 - ILSL - Agente Técnico de Assistencia a Saúde - Assistente Social;;;;;;;;;Agente Técnico de Assistencia a Saúde Assistente Social;1.0;0.0
