;index;variable;value
20;2;1;"A RESOLUÇÃO CFESS nº 493/2006 dispõe sobre as condições éticas e técnicas do exercício profissional do assistente social. Tomando-a por base, é correto afirmar que: - Alternativas
A
É condição essencial, portanto obrigatória, para a realização e execução de qualquer atendimento ao usuário do Serviço Social a existência de espaço físico, nas seguintes condições: iluminação adequada ao trabalho diurno e noturno, conforme a organização institucional; recursos que garantam a privacidade do usuário naquilo que for revelado durante o processo de intervenção profissional; ventilação adequada a atendimentos breves ou demorados e com portas fechadas e espaço adequado para colocação de arquivos para a adequada guarda de material técnico de caráter reservado.
B
O atendimento efetuado pelo assistente social deve ser feito com portas fechadas, de forma a garantir o sigilo. O material técnico utilizado e produzido no atendimento é de caráter reservado, sendo seu uso e acesso restrito aos profissionais de todas as categorias desde que atuante no mesmo setor. O arquivo do material técnico, utilizado pelo assistente social, poderá estar em outro espaço físico.
C
O assistente social deve comentar informalmente à entidade, instituição ou órgão que trabalha ou presta serviços, sob qualquer modalidade, acerca das inadequações constatadas por este, quanto às condições éticas, físicas e técnicas do exercício profissional, sugerindo alternativas para melhoria dos serviços prestados.
D
Realizada visita de fiscalização pelo CRESS - Conselho Regional de Serviço Social competente, através de agente fiscal ou Conselheiro, e verificado o descumprimento do disposto na presente Resolução a Comissão de Orientação e Fiscalização do Conselho Regional, a vista das informações contidas no Termo de Fiscalização ou no documento encaminhado pelo próprio assistente social, notificará o representante legal ou responsável pela pessoa jurídica e o assistente social, para que em prazo determinado regularize a situação."
37;2;2;"Sobre as condições éticas e técnicas do exercício profissional do Assistente Social regulamentados pela resolução CFESS nº 493 de 21 de Agosto de 2006. Julgue os itens a seguir enquanto VERDADEIRO (V) ou FALSO (F): I. O atendimento efetuado pelo assistente social pode ser feito com portas fechadas, de forma a garantir o sigilo. II. O assistente social pode informar por escrito à entidade, instituição ou órgão que trabalha ou presta serviços, sob qualquer modalidade, acerca das inadequações constatadas por este, quanto às condições físicas do exercício profissional somente, sugerindo alternativas para melhoria dos serviços prestados. III. O material técnico utilizado e produzido no atendimento é de caráter reservado, seu uso e acesso é restrito aos profissionais da equipe multiprofissional que atendem o mesmo usuário.   IV. O local de atendimento destinado ao assistente social deve ser dotado de espaço suficiente, para abordagens individuais ou coletivas, conforme as características dos serviços prestados, e deve possuir recursos que garantam a privacidade do usuário naquilo que for revelado durante o processo de intervenção profissional. V. É condição essencial, portanto obrigatória, para a realização e execução de qualquer atendimento ao usuário do Serviço Social a existência de espaço físico adequado. Assinale a alternativa CORRETA, da primeira à última:
 - Alternativas
A
V, F, F, V, V.
B
F, V, F, V, F.
C
V, V, F, V, V.
D
F, F, F, V, V."
4;3;0;"A partir da regulamentação do estágio supervisionado em serviço social, assinale a alternativa INCORRETA: - Alternativas
A
A responsabilidade ética e técnica da supervisão direta é do supervisor de campo, já que o supervisor acadêmico é responsável pela supervisão indireta.
B
O supervisor acadêmico cumpre o papel de orientar o estagiário e avaliar seu aprendizado, visando a qualificação do aluno durante o processo de formação e aprendizagem das dimensões técnico-operativas, teórico-metodológicas e ético-política da profissão.
C
Ao supervisor de campo cabe a inserção, acompanhamento, orientação e avaliação do estudante no campo de estágio em conformidade com o plano de estágio.
D
Tanto o supervisor de campo quanto o acadêmico devem planejar conjuntamente as atividades inerentes ao estágio, estabelecer o cronograma de supervisão sistemática e presencial, que deverá constar no plano de estágio."
21;3;1;"De acordo com a Resolução nº 533 (CFESS, 2008), que regulamenta a supervisão direta de estágio no Serviço Social, analise as assertivas abaixo:

I. Ao supervisor de campo cabe a inserção, acompanhamento, orientação e avaliação do estudante no campo de estágio, já ao supervisor acadêmico cumpre o papel de orientar o estagiário e avaliar seu aprendizado. II. Compete aos Conselhos Regionais de Serviço Social a fiscalização do exercício profissional do assistente social supervisor nos referidos campos de estágio. III. A supervisão direta de estágio em Serviço Social é competência do(a) assistente social, em pleno gozo dos seus direitos profissionais, devidamente inscrito no CRESS de sua área de ação, sendo denominado supervisor acadêmico o(a) assistente social da instituição e supervisor de campo o(a) assistente social professor da instituição de ensino.

Quais estão corretas? - Alternativas
A
Apenas I.
B
Apenas II.
C
Apenas I e II.
D
Apenas II e III.
E
I, II e III."
38;3;2;"A supervisão direta de estágio em Serviço Social é uma atividade privativa dos Assistentes Sociais. Considerando a necessidade de regulamentar a supervisão direta de estágio no Serviço Social, o Conselho Federal de Serviço Social aprovou a Resolução CFESS nº 533, de 29 de setembro de 2008, definindo que: - Alternativas
A
cabe ao supervisor de campo estabelecer o início do estágio e a inserção do estudante no campo de estágio.
B
o número de estagiários a serem supervisionados tem como limite máximo 3 (três) estagiários por Assistente Social supervisor de campo, independentemente da carga horária de trabalho do supervisor de campo.
C
Cabe ao supervisor acadêmico verificar se o estudante estagiário está devidamente matriculado no semestre correspondente ao estágio curricular obrigatório.
D
É dever do supervisor de campo e do supervisor acadêmico atestar ou reconhecer as horas de estágio realizadas pelo estagiário, bem como emitir avaliação e nota."
5;4;0;"De acordo com o Conselho Federal de Serviço Social (CFESS), as competências e atribuições dos assistentes sociais, na política de Assistência Social, requisitam do profissional algumas competências gerais que são fundamentais à compreensão do contexto sócio-histórico em que se situa sua intervenção. Sobre tais competências gerais, analise as assertivas e assinale a alternativa correta. I. Apreensão crítica dos processos sociais de produção e reprodução das relações sociais numa perspectiva de totalidade. II. Análise do movimento histórico da sociedade brasileira, apreendendo as particularidades do desenvolvimento do Capitalismo no país e as particularidades regionais. III. Compreensão do significado social da profissão e de seu desenvolvimento sócio-histórico, nos cenários internacional e nacional, desvelando as possibilidades de ação contidas na realidade. IV. identificação das demandas presentes na sociedade, visando formular respostas profissionais para o enfrentamento da questão social, considerando as novas articulações entre o público e o privado. - Alternativas
A
Apenas I está correta.
B
Apenas II e IV estão corretas.
C
Todas estão corretas.
D
Todas estão incorretas."
22;4;1;"A Associação Brasileira de Ensino e Pesquisa em Serviço Social (ABEPSS) lançou, em 8 de novembro de 2017, a campanha “Sou Assistente Social e Supervisiono Estágio - A Supervisão Qualifica a Formação e o Trabalho”. Sobre o processo de supervisão de estágio em Serviço Social é correto afirmar que: - Alternativas
A
a supervisão direta de estágio em Serviço Social é atividade desempenhada pelo assistente social, no âmbito de suas competências profissionais, em pleno gozo dos seus direitos profissionais e devidamente inscrito no Conselho Regional de Serviço Social (CRESS) de sua área de ação.
B
configura-se na articulação entre pesquisa e intervenção profissional e se consubstancia como exercício teórico-prático, mediante a inserção do aluno nos diferentes espaços ocupacionais das esferas públicas e privadas.
C
concerne ao supervisor de campo orientar o estagiário e avaliar o seu aprendizado, visando à qualificação do aluno durante o processo de formação e aprendizagem das dimensões técnico-operativas, teórico-metodológicas e ético-políticas.
D
cabe ao supervisor acadêmico averiguar se o campo de estágio está dentro da área do Serviço Social e se garante as condições necessárias para que o posterior exercício profissional seja desempenhado com qualidade, competência técnica e ética.
E
deve ser realizado por assistente social, funcionário do quadro de pessoal provisório da instituição em que ocorre o estágio, em conformidade com o disposto no inciso III do artigo 9º da Lei nº 11.788, de 25 de setembro de 2008."
39;4;2;"A proposta das Diretrizes Gerais para os Cursos de Serviço Social, discutida e sistematizada pela Associação Brasileira de Ensino em Serviço Social (ABEPSS), caracteriza-se como produto de amplo e sistemático debate, realizado pelas unidades de ensino em todo o território nacional. Foi discutida na XXVIII Convenção Nacional da Associação Brasileira de Ensino em Serviço Social (ABESS), que deliberou sobre a necessidade da revisão do currículo mínimo vigente desde 1982. Pode-se afirmar que as Diretrizes Curriculares da ABEPSS, expressam inúmeros avanços, dentre estes: - Alternativas
A
a adoção de uma tradição teórica que permite a leitura da realidade em uma perspectiva sócio histórica e crítica da realidade e que defende o pluralismo como princípio.
B
a compreensão do significado social da profissão mais amadurecida e a defesa de uma formação profissional voltada para as demandas do mercado próprias do sistema capitalista.
C
as Diretrizes Curriculares da ABEPSS, de 1996, apontam para uma nova lógica curricular, que articula três Núcleos de Fundamentos, os quais traduzem um conjunto de conhecimentos constitutivos da formação profissional. 1. Núcleo de fundamentos teórico-metodológico da vida social; 2. Núcleo de fundamentos da formação profissional e estágio; 3. Núcleo de fundamentos do trabalho profissional.
D
as Diretrizes Curriculares da ABEPSS estão de acordo com a perspectiva implementada nas Diretrizes Curriculares do MEC, pois esta última fundamentou-se em todo o acúmulo discursivo realizado em quase uma década pela categoria profissional e juntas devem fundamentar a formulação dos Projetos Pedagógicos dos cursos de graduação em Serviço Social."
6;5;0;"Sobre a emissão de pareceres, laudos e opiniões técnicas conjuntas, entre assistente social e outros profissionais, assinale a alternativa INCORRETA. - Alternativas
A
Ao atuar em equipes multiprofissionais, o assistente social deverá respeitar as normas e limites legais, técnicos e normativos das outras profissões, em conformidade com o que estabelece a Lei de Regulamentação da Profissão.
B
Ao atuar em equipes multiprofissionais, o assistente social deverá garantir a especificidade de sua área de atuação.
C
O entendimento ou opinião técnica do assistente social sobre o objeto da intervenção conjunta com outra categoria profissional e/ ou equipe multiprofissional deve destacar a sua área de conhecimento separadamente, delimitando o âmbito de sua atuação, seu objeto, instrumentos utilizados, análise social e outros componentes que devem estar contemplados na opinião técnica.
D
O assistente social deverá emitir sua opinião técnica somente sobre o que é de sua área de atuação e de sua atribuição legal, para aquilo que está habilitado e autorizado a exercer, assinando e identificando seu número de inscrição no Conselho Regional de Serviço Social.
E
No atendimento multiprofissional, a avaliação e a discussão da situação poderá ser multiprofissional, respeitando a conclusão manifestada por escrito pelo assistente social, que tem seu âmbito de intervenção nas suas atribuições privativas."
23;5;1;"Sobre a emissão de pareceres, laudos, opiniões técnicas conjuntos entre o assistente social e outros profissionais, conforme trata a Resolução nº 557/2009 do Conselho Federal de Serviço Social, assinale a alternativa incorreta.  - Alternativas
A
O assistente social deve, sempre que possível, integrar equipes multiprofissionais, bem como incentivar e estimular o trabalho interdisciplinar.
B
Ao atuar em equipes multiprofissionais, o assistente social deverá respeitar normas e limites legais, técnicos e normativos das outras profissões.
C
O assistente social, ao emitir laudos, pareceres, perícias e qualquer manifestação técnica sobre matéria de Serviço Social, deve atuar com ampla autonomia, respeitadas as normas legais, técnicas e éticas de sua profissão.
D
No atendimento multiprofissional, a discussão da situação poderá ser multiprofissional, mas a avaliação deve ser, obrigatoriamente, manifesta por escrito pelo assistente social, que tem seu âmbito de intervenção nas suas atribuições privativas.
E
O entendimento ou a opinião técnica do assistente social sobre o objeto da intervenção conjunta com outra categoria profissional e/ou equipe multiprofissional, deve destacar sua área de conhecimento separadamente. "
40;5;2;"O Assistente Social trabalha em equipe multiprofissional, em que atua, conjuntamente com outros profissionais. Dessa forma, sobre a emissão de pareceres, laudos, opiniões técnicas conjuntos entre o Assistente Social e outros profissionais, o Conselho Federal de Serviço Social (CFESS), por meio da Resolução nº 557, de 15 de setembro de 2009, estabelece: - Alternativas
A
O Assistente Social, ao emitir laudos, pareceres, perícias e qualquer manifestação técnica sobre matéria de Serviço Social, deve atuar respeitando as normas legais, técnicas e éticas da instituição à qual está vinculado, e eventualmente pode ser obrigado a prestar serviços incompatíveis com suas competências e atribuições previstas pela Lei nº 8.662/1993, desde que sua chefia esteja de pleno acordo com o desenvolvimento das atividades a ele solicitadas.
B
O entendimento ou opinião técnica do Assistente Social sobre o objeto da intervenção conjunta com outra categoria profissional e/ou equipe multiprofissional deve ser realizado de forma coletiva, sem necessidade de destacar a sua área de conhecimento separadamente, delimitando o âmbito de sua atuação, seu objeto, instrumentos utilizados, análise social e outros componentes contemplados na opinião técnica, pois no trabalho interdisciplinar todas as opiniões se misturam.
C
Ao atuar em equipes multiprofissionais, o Assistente Social deverá emitir sua opinião técnica sobre o que é de sua área de atuação e de sua atribuição legal, assim como sobre as outras áreas de atuação de seus colegas de trabalho, pois é isso que configura o trabalho multi e interdisciplinar.
D
No atendimento multiprofissional, a avaliação e discussão da situação poderá ser também multiprofissional, respeitando a conclusão manifestada por escrito pelo Assistente Social, que tem seu âmbito de intervenção nas suas atribuições privativas.
E
Ao atuar em equipes multiprofissionais, o Assistente Social deverá respeitar as normas e limites legais, técnicos e normativos, buscando a prevalência de seus argumentos técnico-políticos junto às outras profissões, em conformidade com o que estabelece o Código de Ética do Assistente Social, regulamentado pela Resolução CFESS nº 273, de 13 de março de 1993."
7;6;0;"Com base na Resolução CFESS Nº 845, de 26 de fevereiro de 2018, que dispõe sobre a atuação profissional do(a) assistente social em relação ao processo transexualizador, assinale a alternativa correta. - Alternativas
A
Os(as) assistentes sociais devem ter sua autonomia limitada para tratar de assuntos sobre a promoção de uma cultura de respeito à diversidade de expressão e identidade de gênero, a partir de reflexões críticas acerca dos padrões de gênero estabelecidos socialmente.
B
É vedado ao(à) assistente social emitir opinião técnica a respeito de procedimentos relacionados às transformações corporais.
C
É dever do(a) assistente social defender a utilização do nome social dos(as) usuários(as), somente após a regularização de seus documentos civis.
D
O(a) assistente social deverá respeitar o direito à autodesignação dos(as) usuários do serviço como pessoas trans, travestis, transexuais, transgêneros.
E
Cabe ao(à) assistente social ajustar e controlar o comportamento de crianças e adolescentes que manifestem expressões de identidades de gênero trans."
24;6;1;"A Resolução do CFESS N° 992, de 22 de março de 2022, que estabelece normas vedando atos e condutas discriminatórias e/ou preconceituosas contra pessoas com deficiência no exercício profissional do/a assistente social, regulamenta os princípios II, VI e XI inscritos no Código de Ética Profissional. Sobre a referida Resolução, analise as afirmativas abaixo:
I. O/A assistente social no exercício de sua atividade profissional deverá abster-se de praticar ou ser conivente com condutas discriminatórias e/ou preconceituosas em relação a pessoas com deficiência, na relação com os/as usuários/as, com outros/as assistentes sociais e com outros/as profissionais e trabalhadores/as.
II. O/A assistente social deverá contribuir, inclusive, no âmbito de seu espaço de trabalho, para a reflexão ética sobre o sentido da necessidade do respeito e promoção de oportunidades equitativas às pessoas com deficiência; prevenção e combate ao preconceito e discriminação.
III. Ocorrendo infração contra pessoas com deficiência por parte do assistente social, os Conselhos Federal e Regionais de Serviço Social não poderão encaminhar às autoridades competentes para apuração e/ou oferecer representação, considerando ser necessário salvaguardar os profissionais e instituições.
IV. É vedada ao/à assistente social a utilização de instrumentos e técnicas para criar, manter ou reforçar preconceitos, estigmas ou estereótipos de discriminação e/ou opressão às pessoas com deficiência física, mental, intelectual, sensorial.
Está CORRETO o que se afirma em
 - Alternativas
A
I, II e III, apenas.
B
III e IV, apenas.
C
II, III e IV, apenas.
D
I, II e IV, apenas. 
E
I, II, III e IV. "
41;6;2;"Com o objetivo de fortalecer o enfrentamento a todas as formas de preconceito, no que diz respeito à identidade de gênero, o Conselho Federal de Serviço Social (CFESS) publicou a Resolução CFESS nº 615, de 8 de setembro de 2011, que dispõe sobre a inclusão e uso do nome social da assistente social travesti e do(a) assistente social transexual nos documentos de identidade profissional. Acerca da referida Resolução, analise as afirmações a seguir e assinale com (V) para verdadeiro e (F) para falso:
( ) Assegurou às pessoas travestis e transexuais, nos termos da referida resolução, o direito à escolha de tratamento nominal a ser inserido na Cédula e na Carteira de Identidade Profissional, bem como nos atos e procedimentos promovidos no âmbito do CFESS e dos CRESS. ( ) Estabeleceu que as pessoas travestis e transexuais, que tenham retificado seus nomes, poderão incluir o nome social na Carteira de Identidade Profissional. ( ) Recomendou ao conjunto CFESS-CRESS a realização de formações para que a categoria profissional inclua o nome social dos usuários nos formulários de uso profissional. ( ) Indicou que todas as Carteiras e Cédulas de Identidade profissional serão expedidas pelos CRESS contendo um campo adequado para inserção do nome social. ( ) Proibiu a utilização do nome social nas assinaturas, decorrentes do trabalho desenvolvido pelo(a) assistente social, juntamente com o número do registro profissional.
A alternativa que contém a sequência CORRETA de preenchimento dos parênteses é:  - Alternativas
A
V, F, F, V, F. 
B
F, V, V, V, V. 
C
V, F, F, F, F. 
D
F, F, F, V, F. 
E
V, V, F, V, F."
8;7;0;"O Conselho Federal de Serviço Social estabeleceu, em 2010, os Parâmetros para a Atuação de Assistentes Sociais na Saúde, para apoiar a intervenção profissional, em toda a rede de serviços. Tais parâmetros contemplam:




1) ações socioeducativas, com orientação e socialização de informações, através de abordagens individuais, grupais ou coletivas ao usuário, família e população de determinada área programática, geradoras de reflexões pelos usuários sobre as condições de vida e saúde.

2) atendimento à família e/ou responsáveis em caso de óbito, esclarecendo as causas da morte.

3) identificação da situação socioeconômica (habitacional, trabalhista e previdenciária) e familiar dos usuários com vistas à construção do perfil socioeconômico, para possibilitar a formulação de estratégias seletivas de atendimento em serviços de saúde.

4) ações de mobilização voltadas para a inserção dos usuários e trabalhadores de saúde nos espaços democráticos de controle social, fomentando a participação nos conselhos, conferências e fóruns de saúde e de outras políticas públicas.

5) atendimento psicoterapêutico a indivíduos e famílias, potencializando a recuperação do usuário.




Estão corretas, apenas:
 - Alternativas
A
1 e 5.
B
2, 3 e 4.
C
3 e 5.
D
2, 4 e 5.
E
1 e 4."
25;7;1;"“As ações a serem desenvolvidas pelos assistentes sociais devem transpor o caráter emergencial e burocrático, bem como ter uma direção socioeducativa por meio da reflexão com relação às condições sociohistóricas a que são submetidos os usuários e mobilização para a participação nas lutas em defesa da garantia do direito à Saúde”.

CFESS (org). Parâmetros para Atuação de Assistentes Sociais na Política de Saúde. Brasília: CFESS, 2010.




Com base nos Parâmetros para Atuação de Assistentes Sociais na Política de Saúde referendado pelo CFESS, aos Assistentes Sociais, que atuam em programas de prevenção e promoção da saúde, cabem desenvolver as seguintes ações, exceto.
 - Alternativas
A
Facilitar o acesso dos usuários e seus familiares à informação e, ou, encaminhamentos quanto aos direitos sociais dos usuários.
B
Construir o perfil socioeconômico dos usuários a fim de possibilitar a formulação de estratégias de intervenção mais adequada.
C
Realizar visitas domiciliares, quando necessário, para conhecer a realidade do usuário, procurando não invadir a privacidade dos mesmos e esclarecendo os seus objetivos profissionais.
D
Fortalecer os vínculos familiares, na perspectiva de incentivar o usuário e sua família a se tornarem sujeitos do processo de promoção, proteção, prevenção, recuperação e reabilitação da saúde.
E
Realizar terapias individuais, familiar e comunitária."
