;index;variable;value
4;3;0;"O contexto contemporâneo para muitas profissões traz para o debate do Serviço Social as exigências para intervenção em seu labor cotidiano. É premente que as ações interventivas se apresentem com eficácia, efetividade e conhecimento teórico, técnico e operativo, como determinado na Lei nº 8.662, de 7 de junho de 1993, que regulamenta a profissão, estabelece respectivamente nos seus artigos 4º e 5º as competências e atribuições privativas do assistente social. Ou seja, o discurso competente é crítico quando, por meio dos conhecimentos explica as estratégias de ação. A considerar o enunciado, sobre a profissão do Assistente Social, assinale as alternativas abaixo com (V) verdadeiro ou (F) falso.




( ) As incidências do trabalho profissional na sociedade, dependem da atuação individual. Os assistentes sociais realizam assim uma ação de cunho individualizado e socioeducativo na prestação de serviços sociais, viabilizando o acesso aos direitos e aos meios de exercê-los, contribuindo para que necessidades e interesses dos sujeitos possam ser reconhecidos.




( ) O Serviço Social enquanto uma profissão atribuída de um conjunto teórico metodológico, técnico-operativo e ético-político, não pode deixar de aprofundar cada vez mais o tema da complexidade, no atual contexto da mundialização da economia.




( ) As questões sociais e suas expressões estão representadas na construção de uma atual ordem societária, as situações de vulnerabilidade social e de risco social enfatizando as expressões sociais da questão social, as novas configurações das expressões sociais da questão social na realidade brasileira, reconstrução da sociedade pela cultura e da condição humana do sujeito, bem como ainda, os novos sentidos para a cidadania, a democracia e a educação em direitos humanos, com vistas a garantia da dignidade humana.




( ) O cenário profissional exige que os profissionais consigam perceber, analisar, constatar e compreender a realidade social, para assim, enfrentar as multifaces da questão social, contribuindo assim para a construção de um projeto de igualdade e justiça social efetivo.




( ) É nesse contexto de possibilidade interventivas e de valorização do indivíduo responsável é que a família passa a ocupar lugar central na política social pois deve ocupar espaço como base da sociedade.




A sequência correta de cima para baixo é:
 - Alternativas
A
F, F, V, F, V. 
B
V, V, F, V, V.
C
V, V, V, V, F.
D
F, V, V, V, V."
67;3;1;"Sobre a formação profissional do assistente social,marque V para as afirmativas verdadeiras e F para as falsas.

(   ) As condições que circunscrevem o trabalho do assistente social expressam a dinâmica das relações sociais vigentes na sociedade. O exercício profissional é necessariamente polarizado pela trama das relações e interesses sociais e participa tanto dos mecanismos de exploração e dominação quanto, ao mesmo tempo e pela mesma atividade, de respostas institucionais e políticas às necessidades de sobrevivência das classes trabalhadoras e da reprodução do antagonismo dos interesses sociais.
(   ) O exercício da profissão exige um sujeito profissional que tenha competência para propor e negociar com a instituição os seus projetos, para defender o seu campo de trabalho, suas qualificações e atribuições profissionais. Requer ir além das rotinas institucionais para buscar apreender, no movimento da realidade e na aproximação as forças vivas de nosso tempo, tendências e possibilidades aí presentes,passíveis de serem apropriadas pelo profissional e transformadas em projetos de trabalho profissional.
(   ) Os assistentes sociais têm nas múltiplas expressões da “questão social”, tais como vividas pelos indivíduos sociais, a “matéria” sobre a qual incide o trabalho profissional. Ela é moldada tanto pelas políticas públicas quanto pelas lutas sociais cotidianas de diferentes segmentos subalternos que vêm à cena pública para expressar interesses e buscar respostas às suas necessidades.
(   ) O Estado, nos diversos níveis da federação, é hoje o maior empregador dos assistentes sociais, e a atuação na órbita das políticas públicas um espaço profissional privilegiado desse profissional onde não existe autonomia entre o trabalho profissional na política pública.

A sequência está correta em
 - Alternativas
A
V, V, F, V.
B
V, V, V, F.
C
V, F, F, V.

D
V, V, V, V."
130;3;2;"Leia atentamente os dois textos a seguir e compare-os para responder à questão. O primeiro texto é de autoria de Raquel Raichelis (2011), e o segundo, de Marilda Villela Iamamoto (2014), ambas reconhecidas pela importância sócio-histórica para o Serviço Social. 
Texto I 
“Afirmar que o Serviço Social é uma profissão inscrita na divisão social e técnica do trabalho como uma especialização do trabalho coletivo e identificar o seu sujeito vivo como trabalhador assalariado implica problematizar como se dá a relação de compra e venda dessa força de trabalho a empregadores diversos, como o Estado, as organizações privadas empresariais, não governamentais ou patronais. Trata-se de uma interpretação da profissão que pretende desvendar suas particularidades como parte do trabalho coletivo, uma vez que o trabalho não é a ação isolada de um indivíduo, mas é sempre atividade coletiva de caráter eminentemente social.” Fonte: RAICHELIS, Raquel. O assistente social como trabalhador assalariado: desafios frente às violações de seus direitos. Serviço Social & Sociedade, n.º 107, São Paulo, jul-set. 2011.  

Texto II
“Na esfera pública, os atuais 5.570 municípios brasileiros são os que mais absorvem assistentes sociais, especialmente por meio da Política Nacional de Assistência Social (PNAS). É necessário salientar as particularidades da atuação nos pequenos municípios com menos de vinte mil habitantes. Aí os profissionais são sujeitos à maior polivalência no nível das demandas, à precariedade de recursos materiais que afetam as condições básicas de trabalho, assim como à maior ingerência das forças políticas locais no trabalho cotidiano. Alia-se a existência de fronteiras pouco nítidas entre o público e o privado que têm lugar na cultura política brasileira, favorecendo os clientelismos, patrimonialismos e coronelismos contemporâneos [...]. O exercício da profissão exige um sujeito profissional que tenha competência para propor os seus projetos e negociá-los com a instituição e defender o seu campo de trabalho, suas qualificações e atribuições profissionais. Requer ir além das rotinas institucionais para buscar apreender, no movimento da realidade e na aproximação, as forças vivas de nosso tempo, tendências e possibilidades aí presentes passíveis de serem apropriadas pelo profissional e transformadas em projetos de trabalho profissional. ” Fonte: IAMAMOTO, Marilda Villela. A formação acadêmico-profissional no Serviço Social brasileiro. Serviço Social & Sociedade, n.º 120, São Paulo, out-dez. 2014. Adaptado. 


Ao considerar os dois textos acima, os fundamentos sócio-históricos do Serviço Social e as particularidades do trabalho dos assistentes sociais, é possível afirmar que:   - Alternativas
A
Os assistentes sociais são historicamente reconhecidos como os profissionais da assistência social. Isso porque a história da profissão é a mesma da constituição da Política de Assistência Social implementada em todo o território brasileiro.
B
O Serviço Social destaca-se, entre as demais profissionais inscritas na divisão sócio-técnica do trabalho, por ter a questão social e as suas expressões como o seu objeto de trabalho particular. Isso o coloca à frente nas análises sobre as dinâmicas societárias.
C
As ações como a da efetivação da lei que regulamenta a carga horária de 6 horas de trabalho para os assistentes sociais resulta do interesse do Estado e do empresariado em melhorar as condições de trabalho desses profissionais.
D
As mudanças e as transformações que afetam o mundo do trabalho inferem no cotidiano e no exercício profissional dos assistentes sociais que também fazem parte de um coletivo: a classe trabalhadora. Frente aos desafios impostos à profissão, é preciso qualificar o processo de formação e trabalho, sem perder de vista a necessidade de somar esforços com outras categorias, movimentos e lutas sociais.
E
Os assistentes sociais são profissionais liberais que detêm ampla autonomia para o desenvolvimento de seu trabalho em instituições públicas e/ou privadas. O Serviço Social tem uma lei que o regulamenta, e os seus profissionais têm um código de ética muito flexível, por entenderem que as questões morais precisam ser individualmente analisadas."
5;4;0;"A supervisão direta de estágio em Serviço Social é uma atividade privativa dos Assistentes Sociais. Considerando a necessidade de regulamentar a supervisão direta de estágio no Serviço Social, o Conselho Federal de Serviço Social aprovou a Resolução CFESS nº 533, de 29 de setembro de 2008, definindo que: - Alternativas
A
cabe ao supervisor de campo estabelecer o início do estágio e a inserção do estudante no campo de estágio.
B
o número de estagiários a serem supervisionados tem como limite máximo 3 (três) estagiários por Assistente Social supervisor de campo, independentemente da carga horária de trabalho do supervisor de campo.
C
Cabe ao supervisor acadêmico verificar se o estudante estagiário está devidamente matriculado no semestre correspondente ao estágio curricular obrigatório.
D
É dever do supervisor de campo e do supervisor acadêmico atestar ou reconhecer as horas de estágio realizadas pelo estagiário, bem como emitir avaliação e nota."
68;4;1;"De acordo com a Resolução nº 533 (CFESS, 2008), que regulamenta a supervisão direta de estágio no Serviço Social, analise as assertivas abaixo:

I. Ao supervisor de campo cabe a inserção, acompanhamento, orientação e avaliação do estudante no campo de estágio, já ao supervisor acadêmico cumpre o papel de orientar o estagiário e avaliar seu aprendizado. II. Compete aos Conselhos Regionais de Serviço Social a fiscalização do exercício profissional do assistente social supervisor nos referidos campos de estágio. III. A supervisão direta de estágio em Serviço Social é competência do(a) assistente social, em pleno gozo dos seus direitos profissionais, devidamente inscrito no CRESS de sua área de ação, sendo denominado supervisor acadêmico o(a) assistente social da instituição e supervisor de campo o(a) assistente social professor da instituição de ensino.

Quais estão corretas? - Alternativas
A
Apenas I.
B
Apenas II.
C
Apenas I e II.
D
Apenas II e III.
E
I, II e III."
131;4;2;"A partir da regulamentação do estágio supervisionado em serviço social, assinale a alternativa INCORRETA: - Alternativas
A
A responsabilidade ética e técnica da supervisão direta é do supervisor de campo, já que o supervisor acadêmico é responsável pela supervisão indireta.
B
O supervisor acadêmico cumpre o papel de orientar o estagiário e avaliar seu aprendizado, visando a qualificação do aluno durante o processo de formação e aprendizagem das dimensões técnico-operativas, teórico-metodológicas e ético-política da profissão.
C
Ao supervisor de campo cabe a inserção, acompanhamento, orientação e avaliação do estudante no campo de estágio em conformidade com o plano de estágio.
D
Tanto o supervisor de campo quanto o acadêmico devem planejar conjuntamente as atividades inerentes ao estágio, estabelecer o cronograma de supervisão sistemática e presencial, que deverá constar no plano de estágio."
6;5;0;"Assinale a alternativa INCORRETA acerca do sigilo profissional do Assistente Social de acordo com o Código de Ética Profissional atual (de 1993).
 - Alternativas
A
É dever do Assistente Social revelar sigilo profissional.

B
Em trabalho multidisciplinar, só poderão ser prestadas informações dentro dos limites do estritamente necessário.

C
A quebra do sigilo só é admissível quando se tratarem de situações cuja gravidade possa trazer prejuízo aos interesses do(a) usuário(a), de terceiros(as) e da coletividade.

D
O sigilo protegerá o(a) usuário(a) em tudo aquilo de que o(a) assistente social tome conhecimento.

E
Constitui direito do(a) Assistente Social manter o sigilo profissional.
"
69;5;1;"Sobre o que dispõe o Código de Ética Profissional do Assistente Social a respeito do Sigilo Profissional, assinale a alternativa incorreta. - Alternativas
A
Constitui direito do assistente social manter o sigilo profissional.
B
O sigilo protegerá o usuário em tudo aquilo de que o assistente social tome conhecimento, como decorrência do exercício da atividade profissional.
C
Em trabalho multidisciplinar só poderão ser prestadas informações dentro dos limites do estritamente necessário.
D
A quebra do sigilo nunca será admissível, ainda que se tratarem de situações cuja gravidade possa, envolvendo ou não fato delituoso, trazer prejuízo aos interesses do usuário, de terceiros/as e da coletividade."
132;5;2;"Sobre o Sigilo Profissional, conforme o Código de Ética Profissional do/a Assistente Social/1993, pode-se afirmar, EXCETO: - Alternativas
A
Constitui direito do/a assistente social manter o sigilo profissional.
B
No trabalho multidisciplinar, só poderão ser prestadas informações dentro dos limites do estritamente necessário.
C
A quebra do sigilo só é admissível quando se tratarem de situações cuja gravidade possa, envolvendo ou não fato delituoso, trazer prejuízo aos interesses do/a usuário/a, de terceiros/as e da coletividade.
D
É direito do/a Assistente Social depor como testemunha à Justiça sobre situação sigilosa do/a usuário/a de que tenha conhecimento no exercício profissional.
E
O sigilo protegerá o/a usuário/a em tudo aquilo de que o/a assistente social tome conhecimento, como decorrência do exercício da atividade profissional."
7;6;0;"De acordo com o Código de Ética Profissional instituído em 1993, constituem deveres do/a assistente social nas suas relações com os/as usuários/as, EXCETO: - Alternativas
A
Ter livre acesso à população usuária.
B
Democratizar as informações e o acesso aos programas disponíveis no espaço institucional, como um dos mecanismos indispensáveis à participação dos/as usuários/as.
C
Contribuir para a criação de mecanismos que venham desburocratizar a relação com os/as usuários/as, no sentido de agilizar e melhorar os serviços prestados.
D
Garantir a plena informação e discussão sobre as possibilidades e consequências das situações apresentadas, respeitando democraticamente as decisões dos/as usuários/as, mesmo que sejam contrárias aos valores e às crenças individuais dos/as profissionais, resguardados os princípios deste Código.
E
Contribuir para a viabilização da participação efetiva da população usuária nas decisões institucionais."
70;6;1;"Sobre o dever do Assistente Social nas suas relações com os usuários, analise as alternativas e marque (V) para verdadeiro e (F) para falso:




( ) Evitar a criação de mecanismos que venham desburocratizar a relação com os/as usuários/as, no sentido de agilizar e melhorar os serviços prestados;

( ) Contribuir para a viabilização da participação efetiva da população usuária nas decisões institucionais;

( ) Garantir a plena informação e discussão sobre as possibilidades e consequências das situações apresentadas, respeitando democraticamente as decisões dos/as usuários/as, mesmo que sejam contrárias aos valores e às crenças individuais dos/as profissionais, resguardados os princípios do Código;

( ) Democratizar as informações e o acesso aos programas disponíveis no espaço institucional, como um dos mecanismos indispensáveis à participação dos/as usuários/as;

( ) Não devolver as informações colhidas nos estudos e pesquisas aos/às usuários/as, no sentido de que estes possam usá-los para o fortalecimento dos seus interesses;

( ) Fornecer à população usuária, quando solicitado, informações concernentes ao trabalho desenvolvido pelo Serviço Social e as suas conclusões, resguardado o sigilo profissional;




Assinale a Alternativa correta: 
 - Alternativas
A
V, F, V, V, V, F; 
B
V, V, V, F, V, F;
C
F, V, V, V, F, V;
D
V, V, V, F, F, V;"
133;6;2;"O Código de Ética Profissional do Assistente Social em seu Título III, que trata das Relações Profissionais Capítulo I das Relações com os(as) Usuários(as) no Artigo 5º, define que são deveres do(a) assistente social nas suas relações com os(as) usuários(as):
I. Contribuir para a viabilização da participação efetiva da população usuária nas decisões institucionais; garantir a plena informação e discussão sobre as possibilidades e consequências das situações apresentadas, respeitando democraticamente as decisões dos(as) usuários(as), mesmo que sejam contrárias aos valores e às crenças individuais dos(as) profissionais, resguardados os princípios deste código; democratizar as informações e o acesso aos programas disponíveis no espaço institucional, como um dos mecanismos indispensáveis à participação dos(as) usuários(as); devolver as informações colhidas nos estudos e pesquisas aos(às) usuários(as), no sentido de que estes possam usá-los para o fortalecimento dos seus interesses.
II. Desempenhar suas atividades profissionais, com eficiência e responsabilidade, observando a legislação em vigor; utilizar seu número de registro no Conselho Regional no exercício da Profissão; abster-se, no exercício da profissão, de práticas que caracterizem a censura, o cerceamento da liberdade, o policiamento dos comportamentos, denunciando sua ocorrência aos órgãos competentes; participar de programas de socorro à população em situação de calamidade pública, no atendimento e defesa de seus interesses e necessidades.
III. Informar à população usuária sobre a utilização de materiais de registro audiovisual e pesquisas a elas referentes e a forma de sistematização dos dados obtidos; fornecer à população usuária, quando solicitado, informações concernentes ao trabalho desenvolvido pelo Serviço Social e as suas conclusões, resguardado o sigilo profissional; contribuir para a criação de mecanismos que venham desburocratizar a relação com os(as) usuários(as), no sentido de agilizar e melhorar os serviços prestados; esclarecer aos(às) usuários(as), ao iniciar o trabalho, sobre os objetivos e a amplitude de sua atuação profissional.
IV. Garantia e defesa de suas atribuições e prerrogativas, estabelecidas na Lei de Regulamentação da Profissão e dos princípios firmados neste código; livre exercício das atividades inerentes à profissão; participação na elaboração e gerenciamento das políticas sociais e na formulação e implementação de programas sociais.
É correto apenas o que se afirma em:
 - Alternativas
A
I e II.
B
I e III.
C
III e IV.
D
I, II, III e IV."
8;7;0;"Considerando-se a Lei nº 8.662/1993, NÃO compete ao Conselho Federal de Serviço Social ( CFESS), na qualidade de órgão normativo de grau superior: - Alternativas
A
Aplicar as sanções previstas no Código de Ética Profissional.
B
Prestar assessoria técnico-consultiva aos organismos públicos ou privados, em matéria de Serviço Social.
C
Estabelecer os sistemas de registro dos profissionais habilitados.
D
Funcionar como Tribunal Superior de Ética Profissional.
E
Orientar, disciplinar, normatizar, fiscalizar e defender o exercício da profissão de Assistente Social, em conjunto com o Conselho Regional de Serviço Social (CRESS)."
71;7;1;"Considerando o Código de Ética e a Lei nº 8.662/1993 (de regulamentação da profissão) e assinale a alternativa INCORRETA.
 - Alternativas
A
O Conselho Federal de Serviço Social (CFESS) e os Conselhos Regionais de Serviço Social (CRESS) constituem, em seu conjunto, uma entidade com personalidade jurídica e forma federativa, com o objetivo básico de disciplinar e defender o exercício da profissão de Assistente Social em todo o território nacional.

B
Os Conselhos Regionais de Serviço Social (CRESS) são dotados de autonomia administrativa e financeira, sem prejuízo de sua vinculação ao Conselho Federal, nos termos da legislação em vigor.

C
Cabe ao Conselho Federal de Serviço Social (CFESS) e aos Conselhos Regionais de Serviço Social (CRESS), representar, em juízo e fora dele, os interesses gerais e individuais dos Assistentes Sociais, no cumprimento desta lei.

D
Compete aos Conselhos Regionais de Serviço Social (CRESS), na qualidade de órgão normativo de grau superior, o exercício das seguintes atribuições orientar, disciplinar, normatizar, fiscalizar e defender o exercício da profissão de Assistente Social, em conjunto com os Conselhos Municipais de cada região administrativa.

E
O Conselho Federal de Serviço Social (CFESS) terá sede e foro no Distrito Federal."
134;7;2;"Marque a alternativa CORRETA: “O Conselho Federal de Serviço Social (CFESS) e os Conselhos Regionais de Serviço Social (CRESS) constituem, em seu conjunto, uma entidade com personalidade jurídica e forma federativa, com o objetivo básico de disciplinar e defender o exercício da profissão de Assistente Social em todo território nacional.” (Lei 8662, de 7 de junho de 1993). Com base na referida lei, compete ao: - Alternativas
A
CFESS, fiscalizar e disciplinar o exercício da profissão de assistente social.
B
CRESS, estabelecer os sistemas de registro dos profissionais habilitados.
C
CFESS, elaborar Regimento Interno dos CRESS e submetê-lo a exame e aprovação do fórum máximo de deliberação do conjunto CFESS/CRESS.
D
CRESS, zelar pela observância do Código de Ética Profissional funcionando como Tribunal Superior de Ética Profissional.
E
CFESS, prestar assessoria técnico-consultiva aos organismos públicos e privados, em matéria de Serviço Social."
9;8;0;"Com base na lei que dispõe sobre a profissão de assistente social, no código de ética profissional do assistente social e nos instrumentos legais de garantia de direitos, julgue o item, em que são apresentadas situações hipotéticas a respeito da atuação da assistente social Marta em equipes multiprofissionais de um hospital geral.
Marta, no desempenho de suas funções, não deve intervir na prestação de serviços realizados por outro assistente social, mesmo quando se tratar de uma urgência, pois tal atitude fere os princípios da ética profissional.
 - Alternativas
Certo
Errado"
