;info;enunciado;options;ano;banca;orgao;prova;articles_mentioned_enunciado;articles_mentioned_options;all_articles_mentioned;articles_numbers;paragraphs_mentioned;chapters_mentioned;titles_mentioned;incisos_mentioned;job;is_social_work;has_articles
10;Ano: 2013 Banca: VUNESP Órgão: FUNDAÇÃO CASA Prova: VUNESP - 2013 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo;Conforme prescreve a Lei n.º 12.594/2012 – SINASE, em relação aos princípios que regem a execução das medidas socioeducativas, assinale a alternativa correta.;"Alternativas
A
Excepcionalidade, podendo o adolescente receber tratamento mais gravoso do que lhe foi conferido.
B
Socialização, independente de idade, capacidade e circunstâncias pessoais do adolescente
C
Prioridade a medidas que sejam privativas de liberdade, em respeito às condições das vítimas
D
Máxima intervenção do poder público para a realização dos objetivos da medida.
E
Fortalecimento dos vínculos familiares e comunitários no processo socioeducativo.";2013;VUNESP;FUNDAÇÃO CASA ; VUNESP - 2013 - FUNDAÇÃO CASA - Agente de Apoio Socioeducativo;;;;;;;;;Agente de Apoio Socioeducativo;0.0;0.0
11;Ano: 2014 Banca: CETRO Órgão: IF-PR Prova: CETRO - 2014 - IF-PR - Assistente de Alunos;Assinale a alternativa que apresenta o instrumento de previsão, registro e gestão das atividades a serem desenvolvidas com o adolescente durante o cumprimento das medidas socioeducativas.;"Alternativas
A
PIA (Plano Individual de Atendimento).
B
PAD (Plano de Atendimento Domiciliar).
C
PID (Plano Individual Dirigido).
D
PMC (Plano de Metas e Compromisso).
E
PAIF (Plano de Atendimento Integral Familiar).";2014;CETRO;IF-PR ; CETRO - 2014 - IF-PR - Assistente de Alunos;;;;;;;;;Assistente de Alunos;0.0;0.0
12;Ano: 2015 Banca: FGV Órgão: TJ-BA Prova: FGV - 2015 - TJ-BA - Analista Judiciário - Serviço Social;De acordo com o Sistema Nacional de Atendimento Socioeducativo (SINASE), as medidas socioeducativas de meio aberto são de responsabilidade dos Municípios, que devem criar e manter programas de atendimento das medidas de:;"Alternativas
A
Liberdade Assistida e Prestação de Serviço à Comunidade;
B
Jovem Aprendiz e Primeiro Emprego;
C
Advertência e Educação de Jovens e Adolescentes;
D
Lar Substituto e Reinserção Familiar;
E
Abrigamento e Reparação de Dano.";2015;FGV;TJ-BA ; FGV - 2015 - TJ-BA - Analista Judiciário - Serviço Social;;;;;;;;;Analista Judiciário Serviço Social;1.0;0.0
13;Ano: 2014 Banca: FUNCAB Órgão: SEDS-TO Prova: FUNCAB - 2014 - SEDS-TO - Técnico Socioeducador - Masculino e Feminino;No campo das políticas públicas, o SINASE representa um significativo avanço e é compreendido como:;"Alternativas
A
conjunto ordenado de serviços, regras e critérios de caráter jurídico, político, pedagógico, financeiro e administrativo, que envolve desde o processo de apuração de ato infracional até a execução demedida socioeducativa.
B
um mecanismo de coerção social, através de normatizações jurídicas para os adolescentes em conflito com a lei que mesmo de natureza punitiva fornece condições dignas de reintegração social.
C
normatizações sociojurídicas que alteram positivamente as anteriores medidas coercitivas para os adolescentes infratores, na medida em que segue como diretriz, os pressupostos do Estatuto da Criança e do Adolescente.
D
um sistema integrado de ações preventivas contra o ato infracional cometido por adolescentes e que utiliza o método freiriano de participação popular para o controle e para a educação emancipatória dos jovens.";2014;FUNCAB;SEDS-TO ; FUNCAB - 2014 - SEDS-TO - Técnico Socioeducador - Masculino e Feminino;;;;;;;;;Técnico Socioeducador Masculino e Feminino;0.0;0.0
14;Ano: 2014 Banca: FUNCAB Órgão: SEDS-TO Prova: FUNCAB - 2014 - SEDS-TO - Técnico Socioeducador - Masculino e Feminino;Segundo o SINASE no que se refere às medidas socioeducativas, a atribuição do socioeducador na equipe se refere ao profissional que:;"Alternativas
A
faça tarefas determinadas pela equipe desde serviços gerais até gestão da coordenação da instituição.
B
realize atividades lúdicas e artísticas, sobretudo com as famílias, no sentido de sensibilizá-las sobre a situação atual.
C
organize todo o aparato socioadministrativo, ordenando as tarefas diárias para todos os membros da equipe.
D
desenvolva tanto tarefas relativas à preservação da integridade física e psicológica dos adolescentes e dos funcionários quanto às atividades pedagógicas.";2014;FUNCAB;SEDS-TO ; FUNCAB - 2014 - SEDS-TO - Técnico Socioeducador - Masculino e Feminino;;;;;;;;;Técnico Socioeducador Masculino e Feminino;0.0;0.0
18;Ano: 2014 Banca: FUNCAB Órgão: SEDS-TO Prova: FUNCAB - 2014 - SEDS-TO - Analista Socioeducador - Psicologia;O Sistema Nacional de Atendimento Socioeducativo (SINASE) é o conjunto ordenado de princípios, regras e critérios, de caráter jurídico, político, pedagógico, financeiro e administrativo, que envolve:;"Alternativas
A
o atendimento ao adolescente em conflito com a lei, desde que seja contribuinte inscrito no Cadastro de Pessoas Físicas.
B
desde o processo de apuração de ato infracional até a execução de medida socioeducativa.
C
o acolhimento de todas as pessoas, sem exceção , no sistema de ensino , independentemente de cor, classe social e condições físicas e psicológicas.
D
políticas sociais básicas, de assistência social, de proteção e de justiça voltados ao atendimento de crianças e adolescentes com necessidades especiais.";2014;FUNCAB;SEDS-TO ; FUNCAB - 2014 - SEDS-TO - Analista Socioeducador - Psicologia;;;;;;;;;Analista Socioeducador Psicologia;0.0;0.0
19;Ano: 2014 Banca: FUNCAB Órgão: SEDS-TO Prova: FUNCAB - 2014 - SEDS-TO - Analista Socioeducador - Serviço Social;Em seu conceito de integração com as políticas públicas o SINASE é:;"Alternativas
A
o conjunto ordenado de princípios, regras e critérios de caráter jurídico, político, pedagógico, financeiro e administrativo que envolve desde o processo de apuração de ato infracional até a execução demedida socioeducativa.
B
constitui-se como uma política pública destinada à inclusão do adolescente que comete ato infracional, trabalhando na ótica de abrigamento e internação emunidade educacional.
C
prática de programas socioeducacionais pela concretização dos direitos básicos atribuindo à família o processo de responsabilização, proteção e educação do adolescente.
D
fonte de integração de dados e informações que favoreçam a criação de programas que articulem consenso e coerção para o atendimento";2014;FUNCAB;SEDS-TO ; FUNCAB - 2014 - SEDS-TO - Analista Socioeducador - Serviço Social;;;;;;;;;Analista Socioeducador Serviço Social;1.0;0.0
20;Ano: 2010 Banca: FUNIVERSA Órgão: SEJUS-DF Prova: FUNIVERSA - 2010 - SEJUS-DF - Atendente de Reintegração Social;Um educador é um criador de condições para que a educação aconteça. Criar condições, nessa perspectiva, é;"Alternativas
A
respeitar o projeto arquitetônico mínimo para unidades de internação, como indica o Sistema Nacional de Atendimento Socioeducativo (SINASE).
B
implementar todas as condições materiais em detrimento das condições socioeconômicas.
C
oferecer oportunidades para o aluno exercitar seu aprendizado, de modo expansivo, desde que não seja tímido.
D
articular espaço, tempo, coisas e pessoas para produzir momentos que possibilitem ao educando ir, cada vez mais, assumindo-se como sujeito, ou seja, como fonte de iniciativa, responsabilidade e compromisso.
E
desenvolver o trabalho necessário apenas em instalações modernas e bem equipadas";2010;FUNIVERSA;SEJUS-DF ; FUNIVERSA - 2010 - SEJUS-DF - Atendente de Reintegração Social;;;;;;;;;Atendente de Reintegração Social;0.0;0.0
21;Ano: 2016 Banca: FCC Órgão: AL-MS Prova: FCC - 2016 - AL-MS - Assistente Social;A Seguridade Social é regida pelos seguintes princípios e diretrizes:;"Alternativas
A
universalidade da cobertura e do atendimento; uniformidade e equivalência dos benefícios e serviços às populações urbanas e rurais; seletividade e distributividade na prestação dos benefícios e serviços; irredutibilidade do valor dos benefícios; equidade na forma de participação no custeio; diversidade da base de financiamento; e caráter democrático e descentralizado da gestão administrativa com a participação da comunidade, em especial de trabalhadores, empresários e aposentados.
B
universalidade de acesso, independentemente de contribuição; descentralização e participação; irredutibilidade do valor de benefícios, excetuando, neste caso, a política de assistência social para a área rural.
C
universalidade da cobertura e do atendimento; uniformidade e equivalência dos benefícios e serviços às populações urbanas e rurais; seletividade e distributividade na prestação dos benefícios e serviços; redutibilidade do valor dos benefícios; diferentes formas de participação no custeio; e caráter democrático e descentralizado da gestão administrativa com a participação da comunidade, em especial de trabalhadores, empresários e aposentados.
D
lógica da gestão gerencial, incluindo os pressupostos da eficiência, eficácia e efetividade social, incorporados em função da criação do SUS e do SINASE, além da descentralização, participação e universalização de acesso.
E
focalização da cobertura e do atendimento; seletividade e distributividade na prestação dos benefícios e serviços; irredutibilidade do valor dos benefícios; caráter democrático e centralizado da gestão administrativa com a participação da comunidade, em especial de trabalhadores, empresários e aposentados, conforme leitura da diversidade territorial brasileira e das diferentes configurações da vulnerabilidade social.";2016;FCC;AL-MS ; FCC - 2016 - AL-MS - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
22;Ano: 2016 Banca: FAURGS Órgão: TJ-RS Prova: FAURGS - 2016 - TJ-RS - Pedagogo Judiciário;"Os dados do Levantamento Anual da Coordenação-Geral do SINASE (SNPDCA/SDH/PR 2012) indicam que a taxa de restrição e privação de liberdade aumentou de 4,5%, em 2010, para 10,6%, em 2011. Também cresceram os atos infracionais relacionados ao tráfico de drogas (de 7,5%, em 2010, para 26,6%, em 2011). Esta tendência confirmou-se nos anos seguintes.

Segundo o Estatuto da Criança e do Adolescente, a restrição e privação de liberdade deverá ser aplicada nos casos em que o adolescente";"Alternativas
A
oferecer perigo à comunidade.
B
não demonstrar arrependimento pelo ato infracional cometido.
C
necessite de proteção contra ameaça de morte.
D
tenha praticado ato infracional mediante grave ameaça ou violência à pessoa, ou por reiteração no cometimento de outras infrações graves.
E
participar no crime organizado com ligação ao tráfico de drogas.";2016;FAURGS;TJ-RS ; FAURGS - 2016 - TJ-RS - Pedagogo Judiciário;;;;;;;;;Pedagogo Judiciário;0.0;0.0
23;Ano: 2017 Banca: UECE-CEV Órgão: SEAS - CE Prova: UECE-CEV - 2017 - SEAS - CE - Socioeducador;Recepção, internação provisória, semiliberdade, internação sanção e internação por sentença, previstas no Estatuto da Criança e do Adolescente – ECA – e nas recomendações preconizadas no Sistema Nacional de Atendimento Socioeducativo – SINASE –, no Estado do Ceará, são de responsabilidade das Unidades de Medidas;"Alternativas
A
Punitivas.
B
de Conciliação de Conflitos.
C
Socioeducativas.
D
de Custódia Prisional.";2017;UECE-CEV;SEAS - CE ; UECE-CEV - 2017 - SEAS - CE - Socioeducador;;;;;;;;;Socioeducador;0.0;0.0
24;Ano: 2017 Banca: PUC-PR Órgão: TJ-MS Prova: PUC-PR - 2017 - TJ-MS - Técnico de Nível Superior - Serviço Social;O Sistema Nacional de Atendimento Socioeducativo (Sinase) visa a regulamentar a execução das medidas socioeducativas destinadas a adolescente que pratique ato infracional. Entende-se por Sinase o conjunto ordenado de princípios, regras e critérios que envolvam a execução de medidas socioeducativas, incluindo-se nele, por adesão, os sistemas estaduais, distrital e municipais, bem como todos os planos, políticas e programas específicos de atendimento a adolescente em conflito com a lei. Sobre o tema, assinale a alternativa CORRETA. ;"Alternativas
A
São medidas socioeducativas somente a advertência, obrigação de reparar o dano, a prestação de serviços à comunidade e a internação em estabelecimento educacional.
B
As medidas socioeducativas têm entre seus objetivos a desaprovação da conduta infracional, bem como a responsabilização do adolescente quanto às consequências lesivas do ato infracional, sempre que possível incentivando a sua reparação.
C
Programa de atendimento é a base física necessária para a organização e o funcionamento de programa de atendimento.
D
A advertência consistirá em admoestação verbal, dispensando, portanto, a redução a termo e poderá ser aplicada sempre que houver prova da materialidade e indícios suficientes da autoria.
E
A prestação de serviços comunitários consiste na realização de tarefas não necessariamente gratuitas, de interesse geral, por período não excedente a um ano, junto a entidades assistenciais, hospitais, escolas e outros estabelecimentos congêneres.";2017;PUC-PR;TJ-MS ; PUC-PR - 2017 - TJ-MS - Técnico de Nível Superior - Serviço Social;;;;;;;;;Técnico de Nível Superior Serviço Social;1.0;0.0
25;Ano: 2018 Banca: CONSULPLAN Órgão: Câmara de Belo Horizonte - MG Prova: CONSULPLAN - 2018 - Câmara de Belo Horizonte - MG - Consultor Legislativo - Ciências Sociais e Políticas;Em 2006, ano em que o Estatuto da Criança e do Adolescente completou 16 anos, o Governo Federal, através da Secretaria Especial de Direitos Humanos da Presidência da República e do Conselho Nacional dos Direitos da Criança e do Adolescente, criou o Sistema Nacional de Atendimento Socioeducativo – SINASE, que tem como objetivo central “frear o crescente número de medidas socioeducativas que privilegiam a internação” e trabalhar para “incentivar, através da esfera federal, os governos estaduais e municipais a apoiarem a descentralização das medidas de meio aberto”. São princípios básicos da implantação do Sistema: fazer cumprir a disposição dos artigos 227 da Constituição Federal e o 4º do Estatuto da Criança e do Adolescente. Neste sentido, o marco legal se baseia, segundo Silva e Silva (2009), em, EXCETO:;"Alternativas
A
Respeito aos direitos.
B
Responsabilidade solidária da família, da sociedade e do Estado.
C
Prerrogativa da responsabilização penal dos adolescentes a partir de 14 anos.
D
Visão de que o adolescente é um ser humano em situação peculiar de desenvolvimento, sujeito de direitos e responsabilidades.";2018;CONSULPLAN;Câmara de Belo Horizonte - MG ; CONSULPLAN - 2018 - Câmara de Belo Horizonte - MG - Consultor Legislativo - Ciências Sociais e Políticas;['artigos 227 da constituição federal e', 'artigos 227'];;['artigos 227 da constituição federal e', 'artigos 227'];[];;;;;Consultor Legislativo Ciências Sociais e Políticas;0.0;1.0
26;Ano: 2014 Banca: FEPESE Órgão: MPE-SC Prova: FEPESE - 2014 - MPE-SC - Analista - Serviço Social - Reaplicação;"A Lei nº  12.594, de 18 de janeiro de 2012, institui o Sistema Nacional de Atendimento Socioeducativo (Sinase) e regulamenta a execução de medidas socioeducativas para adolescentes que pratiquem ato infracional.
Segundo essa normativa, as medidas socioeducativas têm por objetivos:

1. Priorizar a semiliberdade e a internação em estabelecimento educacional.

2. A integração social do adolescente e a garantia de seus direitos individuais e sociais, por meio do cumprimento de seu plano individual de atendimento.

3. A desaprovação da conduta infracional, efetivando as disposições da sentença como parâmetro máximo de privação de liberdade ou restrição de direitos, observados os limites previstos em lei.

4. A responsabilização do adolescente quanto às consequências lesivas do ato infracional, sempre que possível incentivando a sua reparação.

5. A integração ao mercado de trabalho em instituições públicas ou privadas, mesmo que desaprovada pelo adolescente.

Assinale a alternativa que indica todas as afirmativas corretas.

";"Alternativas
A
São corretas apenas as afirmativas 1, 2 e 3.
B
São corretas apenas as afirmativas 1, 2 e 5.
C
São corretas apenas as afirmativas 1, 3 e 4.
D
São corretas apenas as afirmativas 2, 3 e 4.
E
São corretas apenas as afirmativas 3, 4 e 5.";2014;FEPESE;MPE-SC ; FEPESE - 2014 - MPE-SC - Analista - Serviço Social - Reaplicação;;;;;;;;;Analista Serviço Social Reaplicação;1.0;0.0
27;Ano: 2015 Banca: Prefeitura de Betim - MG Órgão: Prefeitura de Betim - MG Prova: Prefeitura de Betim - MG - 2015 - Prefeitura de Betim - MG - Oficial de Administração;De acordo com a Lei 12.594/2012, que institui o Sistema Nacional de Atendimento Socioeducativo (SINASE), não compete ao município;"Alternativas
A
elaborar o Plano Municipal de Atendimento Socioeducativo.
B
criar e manter programas de atendimento para a execução das medidas socioeducativas em meio aberto.
C
formular, instituir, coordenar e manter o Sistema Municipal de Atendimento Socioeducativo.
D
garantir defesa técnica (defensor público ou advogado) para o adolescente a quem se atribua a prática de ato infracional.";2015;Prefeitura;Prefeitura de Betim - MG ; Prefeitura de Betim - MG - 2015 - Prefeitura de Betim - MG - Oficial de Administração;;;;;;;;;Oficial de Administração;0.0;0.0
28;Ano: 2015 Banca: VUNESP Órgão: SAEG Prova: VUNESP - 2015 - SAEG - Analista de Serviços Administrativos - Serviço Social;O que é o Sistema Nacional de Atendimento Socioeducativo (Sinase)? Conforme o artigo 1° , § 1° , da Lei n° 12.594, de janeiro/2012, entende-se por Sinase o conjunto ordenado de princípios, regras e critérios que envolvem a execução de medidas socioeducativas. No Sinase incluem-se, por adesão, os sistemas estaduais, distrital e municipais, bem como todos os planos, políticas e programas específicos de atendimento a adolescente em conflito com a lei. Dentre os objetivos da medida socioeducativa, destaca-se;"Alternativas
A
a responsabilização do adolescente quanto às consequências lesivas do ato infracional, sempre que possível incentivando a sua reparação.
B
a garantia de seus direitos individuais e sociais, relevada a importância do ato, uma vez tratar-se de adolescente.
C
o atendimento ao clamor social por menos violência e maior segurança a seus cidadãos de bem.
D
a prescrição de sentença justa que afaste o autor do ato infracional do convívio social.
E
o acompanhamento da situação do autor de ato infracional até o completo ressarcimento da parte prejudicada.";2015;VUNESP;SAEG ; VUNESP - 2015 - SAEG - Analista de Serviços Administrativos - Serviço Social;['artigo 1', 'artigo 1'];;['artigo 1', 'artigo 1'];['1'];['§ 1'];;;;Analista de Serviços Administrativos Serviço Social;1.0;1.0
29;Ano: 2016 Banca: MPE-SC Órgão: MPE-SC Prova: MPE-SC - 2016 - MPE-SC - Promotor de Justiça - Vespertina;"Segundo a lei n. 12.594/12 (Instituidora do Sinase), as medidas socioeducativas têm por objetivos: a integração social do adolescente e a garantia de seus direitos individuais e sociais, por meio do cumprimento de seu plano individual de atendimento; a responsabilização do adolescente quanto às consequências lesivas do ato infracional; e a desaprovação da conduta infracional, sendo a sentença o parâmetro máximo de privação de liberdade ou restrição de direitos, obedecidos, contudo, os limites legais.";"Alternativas
Certo
Errado";2016;MPE-SC;MPE-SC ; MPE-SC - 2016 - MPE-SC - Promotor de Justiça - Vespertina;;;;;;;;;Promotor de Justiça Vespertina;0.0;0.0
30;Ano: 2012 Banca: FUNCAB Órgão: MPE-RO Prova: FUNCAB - 2012 - MPE-RO - Analista - Assistência Social;"O Sistema Nacional de Atendimento Socioeducativo – SINASE – reafirma a diretriz do Estatuto sobre a natureza pedagógica:
";"Alternativas
A
das penas alternativas.
B
da medida socioeducativa.
C
dos espaços de restrição de liberdade.
D
das prisões.
E
das colônias penais.";2012;FUNCAB;MPE-RO ; FUNCAB - 2012 - MPE-RO - Analista - Assistência Social;;;;;;;;;Analista Assistência Social;1.0;0.0
31;Ano: 2012 Banca: FCC Órgão: MPE-AP Prova: FCC - 2012 - MPE-AP - Analista Ministerial - Psicologia;"Há um conjunto ordenado de princípios, regras e critérios, de caráter jurídico, político, pedagógico, financeiro e administrativo, que envolve desde o processo de apuração de ato infracional até a execução da medida socioeducativa. Esse sistema nacional inclui os sistemas estaduais, municipais e distrital, bem como todos os planos, as políticas e os programas específicos de atenção aos adolescentes autores de ato infracional. Esta definição refere-se a

";"Alternativas
A
CAPS (Centro de Atendimento Psicossocial).
B
PIA (Plano Individual de Atendimento).
C
SINASE (Sistema de Atendimento Socioeducativo).
D
Fundação a Casa.
E
CRAVI (Centro de Referência e Atendimento às Vítimas da Violência).";2012;FCC;MPE-AP ; FCC - 2012 - MPE-AP - Analista Ministerial - Psicologia;;;;;;['caps '];;;Analista Ministerial Psicologia;0.0;0.0
