;index;variable;value
54;2;1;"Sobre o Projeto Ético Político do Serviço Social, assinale (V) para afirmativa verdadeira e (F) para falsa.




( ) No Serviço Social brasileiro, a construção do Projeto Ético Político se iniciou na transição da década de 1970 à de 1980, vinculado à denúncia e recusa do conservadorismo profissional.

( ) A dimensão política do Projeto Ético Político, se posiciona a favor da equidade e da justiça social, na perspectiva da universalização do acesso a bens e a serviços relativos às políticas e programas sociais; a ampliação e a consolidação da cidadania são explicitamente postas como garantias de direitos civis, políticos e sociais da classes trabalhadoras.

( ) O Projeto Profissional se vincula a um projeto societário que propõe a construção de uma nova ordem social, sem exploração/dominação de classe, etnia e gênero.


( ) O Projeto Ético Político, fundamentado teórica e metodologicamente, conquistou hegemonia no Serviço Social, no Brasil, na década de 90 do século XX.




Marque a sequência correta: - Alternativas
A
F, F, V, V
B
F, V, F, F
C
F, V, V, F
D
V, V, V, V
E
V, V, V, F"
105;2;2;"“É no trânsito dos anos oitenta aos noventa do século XX que o projeto ético-político do Serviço Social no Brasil se configurou em sua estrutura básica. (…) Pode-se afirmar que este projeto ético-político, fundamentado teórica e metodologicamente, conquistou hegemonia no Serviço Social, no Brasil, na década de noventa do século XX.”

(Netto, José Paulo. A construção do projeto ético-político do Serviço Social. In: Serviço Social e Saúde: Formação e Trabalho Profissional. São Paulo: Cortez. 1999).

Sobre o projeto ético-político do Serviço Social, analise as afirmativas abaixo:

I – O projeto ético-político do Serviço Social tem em seu núcleo o reconhecimento da liberdade como valor central – a liberdade concebida historicamente, como possibilidade de escolha entre alternativas concretas; daí um compromisso com a autonomia, a emancipação e a plena expansão dos indivíduos sociais.

II - O projeto ético-político do Serviço Social se vincula a um projeto societário que propõe a manutenção da atual ordem social, sem exploração/dominação de classe, etnia e gênero.

III - O projeto ético-político do Serviço Social tem, como dimensão política, o posicionamento a favor da equidade e da justiça social, na perspectiva da universalização do acesso a bens e a serviços relativos às políticas e programas sociais; a ampliação e a consolidação da cidadania são explicitamente postas como garantia dos direitos civis, políticos e sociais das classes trabalhadoras.

IV - O projeto ético-político do Serviço Social prioriza uma nova relação com os usuários dos serviços oferecidos pelos assistentes sociais, por meio do compromisso com a qualidade dos serviços prestados à população.

Está correto o que se afirma em:
 - Alternativas
A
I, II e III
B
II, III e IV
C
I, III e IV
D
I, II, III e IV"
4;3;0;"A ética deve ser considerada como mediação entre a singularidade e a genericidade, entre os valores universais e sua objetivação. A ética é práxis: supõe uma prática concreta e uma reflexão ética crítica.




I- Os valores contidos no Código de Ética da/o Assistente Social são orientadores das opções, escolhas e posicionamentos políticos profissionais. Para que se concretizem, é preciso que ganhem efetividade na transformação da realidade.

II- A materialidade do projeto ético político profissional se dá através de três dimensões independentes: produção de conhecimentos no interior do Serviço Social; a dimensão político organizativa da categoria; e a dimensão jurídico-política da profissão.

III– O Código de 1993 afirma a centralidade do trabalho na constituição do homem enquanto ser social. Esta concepção ética está articulada a valores políticos, como a liberdade, a justiça social, a democracia e ao conjunto de direitos humanos e sociais.

IV- Para a autora, a ética se põe como uma ação prática dotada de uma moralidade que extrapola o dever-ser, instituindo-se no espaço do vir a ser.




É correto o que se afirma em: - Alternativas
A
I, III e IV, apenas
B
I e IV, apenas.
C
II e III, apenas.
D
I, II, III e IV.
E
II, III e IV, apenas."
55;3;1;"A ética profissional é uma dimensão do Serviço Social, cujas determinações são mediadas pelo conjunto de necessidades e possibilidades, de demandas e respostas que legitimam a profissão na divisão social do trabalho na sociedade capitalista. Avalie as alternativas que seguem, sobre a ética profissional, suas determinações históricas e particularidades e assinale a alternativa INCORRETA: - Alternativas
A
A ética profissional se objetiva como ação moral através da prática profissional.
B
A moral profissional diz respeito à relação entre a ação profissional do indivíduo singular, os sujeitos nela envolvidos e o produto concreto da intervenção profissional.
C
A formação profissional, onde se adquire um dado conhecimento, capaz de fundamentar as escolhas éticas é o único referencial profissional.
D
Desde sua origem, o Serviço Social se configura como uma profissão fortemente influenciada pelo conservadorismo moral e político.
E
O Código de Ética Profissional de 1993 afirma a centralidade do trabalho na constituição do homem."
106;3;2;"A dimensão ética informa um dos pilares do Serviço Social brasileiro. Com referência numa abordagem histórico-crítica, entende-se que as determinações dessa dimensão “[...] são mediadas pelo conjunto de necessidades e possibilidades, de demandas e respostas que legitimam a profissão na divisão social do trabalho da sociedade capitalista, marcando a sua origem e a sua trajetória histórica” (BARROCO, 2009, p. 12).

Sobre os fundamentos da ética profissional, analise as assertivas abaixo:

I. A ética profissional se objetiva como ação moral , através da prática profissional, como normatização de deveres e valores , através do Código de Ética Profissional, como teorização ética, através das filosofias e teorias que fundamentam sua intervenção e reflexão e como ação ético - política .

II. A moral profissional diz respeito à relação entre a ação profissional do indivíduo singular (derivada de comportamento prático objetivador de decisões, escolhas, juízos e ações de valor moral), os sujeitos nela envolvidos e o produto concreto da intervenção profissional.

III. O que afere materialidade à consciência ética dos profissional é o pertencimento a um projeto profissional que possa responder aos seus ideais, projeções profissionais e societárias, enquanto profissionais, cidadãos e categoria organizada.

IV. A ética também se objetiva através do Código de Ética, entendido enquanto um conjunto de valores e princípios, normas morais, direitos, deveres e sanções. Normativa instrutora do comportamento individual dos profissionais, dirigido à regulamentação de suas relações éticas com a instituição de trabalho, com outros profissionais, com a população usuária e com o conjunto das entidades da categoria profissional.

Assinale a sequência correta:
 - Alternativas
A
V-V-V-V
B
F-V-V-F
C
V-V-V-F
D
F-F-F-V
E
F-V-F-F"
5;4;0;"De acordo com o Código de Ética do e da Assistente Social, são princípios fundamentais do/a assistente social: - Alternativas
A
Reconhecimento da liberdade como valor ético central e das demandas políticas a ela inerentes − autonomia, emancipação e plena expansão dos indivíduos sociais; Defesa intransigente dos direitos humanos e recusa do arbítrio e do autoritarismo;
B
Empenho na eliminação de todas as formas de preconceito, incentivando o respeito à diversidade, à participação de grupos socialmente discriminados e à discussão das diferenças; participação na elaboração e gerenciamento das políticas sociais, e na formulação e implementação de programas sociais; 
C
Reconhecimento da participação social como valor ético central e das demandas políticas a ela inerentes − autonomia, emancipação e plena expansão dos indivíduos sociais; Defesa do aprofundamento da democracia, enquanto socialização da participação política e da riqueza socialmente produzida;
D
Posicionamento em favor da liberdade, que assegure universalidade de acesso aos bens e serviços relativos aos programas e políticas sociais, bem como sua gestão democrática; Compromisso com a qualidade dos serviços prestados à população e com o aprimoramento intelectual, na perspectiva da competência profissional."
56;4;1;"Assinale a alternativa INCORRETA em relação aos princípios fundamentais do Código de Ética de 1993. - Alternativas
A
Reconhecimento do pluralismo como valor ético central e das demandas políticas a ela inerentes – autonomia, compromisso com a qualidade dos serviços prestados, emancipação e plena expansão dos indivíduos sociais.
B
Defesa intransigente dos direitos humanos e recusa do arbítrio e do autoritarismo. 
C
Ampliação e consolidação da cidadania, considerada tarefa primordial de toda sociedade, com vistas à garantia dos direitos civis sociais e políticos das classes trabalhadoras.
D
Defesa do aprofundamento da democracia, enquanto socialização da participação política e da riqueza socialmente produzida.
E
Posicionamento em favor da equidade e justiça social, que assegure universalidade de acesso aos bens e serviços relativos aos programas e políticas sociais, bem como sua gestão democrática."
107;4;2;"No que se refere aos princípios fundamentais do Código de Ética Profissional do Assistente Social, de 1993, assinale a alternativa INCORRETA. - Alternativas
A
Reconhecimento da liberdade como valor ético central e das demandas políticas a ela inerentes – autonomia, emancipação e plena expansão dos indivíduos sociais.
B
Defesa intransigente dos direitos humanos e estímulo ao arbítrio e ao autoritarismo. 
C
Ampliação e consolidação da cidadania, considerada tarefa primordial de toda sociedade, com vistas à garantia dos direitos civis, sociais e políticos das classes trabalhadoras.
D
Defesa do aprofundamento da democracia, enquanto socialização da participação política e da riqueza socialmente produzida.
E
Posicionamento em favor da equidade e da justiça social, para assegurar universalidade de acesso aos bens e serviços relativos aos programas e políticas sociais, bem como sua gestão democrática."
6;5;0;"A supervisão direta de estágio em Serviço Social é uma atividade privativa dos Assistentes Sociais. Considerando a necessidade de regulamentar a supervisão direta de estágio no Serviço Social, o Conselho Federal de Serviço Social aprovou a Resolução CFESS nº 533, de 29 de setembro de 2008, definindo que: - Alternativas
A
cabe ao supervisor de campo estabelecer o início do estágio e a inserção do estudante no campo de estágio.
B
o número de estagiários a serem supervisionados tem como limite máximo 3 (três) estagiários por Assistente Social supervisor de campo, independentemente da carga horária de trabalho do supervisor de campo.
C
Cabe ao supervisor acadêmico verificar se o estudante estagiário está devidamente matriculado no semestre correspondente ao estágio curricular obrigatório.
D
É dever do supervisor de campo e do supervisor acadêmico atestar ou reconhecer as horas de estágio realizadas pelo estagiário, bem como emitir avaliação e nota."
57;5;1;"A partir da regulamentação do estágio supervisionado em serviço social, assinale a alternativa INCORRETA: - Alternativas
A
A responsabilidade ética e técnica da supervisão direta é do supervisor de campo, já que o supervisor acadêmico é responsável pela supervisão indireta.
B
O supervisor acadêmico cumpre o papel de orientar o estagiário e avaliar seu aprendizado, visando a qualificação do aluno durante o processo de formação e aprendizagem das dimensões técnico-operativas, teórico-metodológicas e ético-política da profissão.
C
Ao supervisor de campo cabe a inserção, acompanhamento, orientação e avaliação do estudante no campo de estágio em conformidade com o plano de estágio.
D
Tanto o supervisor de campo quanto o acadêmico devem planejar conjuntamente as atividades inerentes ao estágio, estabelecer o cronograma de supervisão sistemática e presencial, que deverá constar no plano de estágio."
108;5;2;"De acordo com a Resolução nº 533 (CFESS, 2008), que regulamenta a supervisão direta de estágio no Serviço Social, analise as assertivas abaixo:

I. Ao supervisor de campo cabe a inserção, acompanhamento, orientação e avaliação do estudante no campo de estágio, já ao supervisor acadêmico cumpre o papel de orientar o estagiário e avaliar seu aprendizado. II. Compete aos Conselhos Regionais de Serviço Social a fiscalização do exercício profissional do assistente social supervisor nos referidos campos de estágio. III. A supervisão direta de estágio em Serviço Social é competência do(a) assistente social, em pleno gozo dos seus direitos profissionais, devidamente inscrito no CRESS de sua área de ação, sendo denominado supervisor acadêmico o(a) assistente social da instituição e supervisor de campo o(a) assistente social professor da instituição de ensino.

Quais estão corretas? - Alternativas
A
Apenas I.
B
Apenas II.
C
Apenas I e II.
D
Apenas II e III.
E
I, II e III."
7;6;0;"Assinale a alternativa INCORRETA acerca do sigilo profissional do Assistente Social de acordo com o Código de Ética Profissional atual (de 1993).
 - Alternativas
A
É dever do Assistente Social revelar sigilo profissional.

B
Em trabalho multidisciplinar, só poderão ser prestadas informações dentro dos limites do estritamente necessário.

C
A quebra do sigilo só é admissível quando se tratarem de situações cuja gravidade possa trazer prejuízo aos interesses do(a) usuário(a), de terceiros(as) e da coletividade.

D
O sigilo protegerá o(a) usuário(a) em tudo aquilo de que o(a) assistente social tome conhecimento.

E
Constitui direito do(a) Assistente Social manter o sigilo profissional.
"
58;6;1;"Sobre o que dispõe o Código de Ética Profissional do Assistente Social a respeito do Sigilo Profissional, assinale a alternativa incorreta. - Alternativas
A
Constitui direito do assistente social manter o sigilo profissional.
B
O sigilo protegerá o usuário em tudo aquilo de que o assistente social tome conhecimento, como decorrência do exercício da atividade profissional.
C
Em trabalho multidisciplinar só poderão ser prestadas informações dentro dos limites do estritamente necessário.
D
A quebra do sigilo nunca será admissível, ainda que se tratarem de situações cuja gravidade possa, envolvendo ou não fato delituoso, trazer prejuízo aos interesses do usuário, de terceiros/as e da coletividade."
109;6;2;"Sobre o Sigilo Profissional, conforme o Código de Ética Profissional do/a Assistente Social/1993, pode-se afirmar, EXCETO: - Alternativas
A
Constitui direito do/a assistente social manter o sigilo profissional.
B
No trabalho multidisciplinar, só poderão ser prestadas informações dentro dos limites do estritamente necessário.
C
A quebra do sigilo só é admissível quando se tratarem de situações cuja gravidade possa, envolvendo ou não fato delituoso, trazer prejuízo aos interesses do/a usuário/a, de terceiros/as e da coletividade.
D
É direito do/a Assistente Social depor como testemunha à Justiça sobre situação sigilosa do/a usuário/a de que tenha conhecimento no exercício profissional.
E
O sigilo protegerá o/a usuário/a em tudo aquilo de que o/a assistente social tome conhecimento, como decorrência do exercício da atividade profissional."
8;7;0;"Assinale a alternativa que aponta CORRETAMENTE todas as penalidades relativas às infrações disciplinares, previstas no Código de Ética do(a) Assistente Social.  - Alternativas
A
Multa; advertência reservada; suspensão do exercício profissional; cassação do registro profissional.
B
Multa; advertência reservada; advertência pública; suspensão do exercício profissional; proibição de obter registro profissional por dois anos.
C
Multa; advertência reservada; advertência pública; suspensão do exercício profissional por um ano; cassação do registro profissional.
D
Multa; advertência reservada; advertência pública; suspensão do exercício profissional; cassação do registro profissional.
E
Multa; advertência reservada; advertência pública; proibição de realizar registro profissional por três anos."
59;7;1;"As infrações ao Código de Ética do Assistente Social acarretarão penalidades, desde a multa à cassação do exercício profissional. Assinale a alternativa que descreva as penalidades conforme gradação estabelecida - Alternativas
A
multa; advertência pública; suspensão do exercício profissional; advertência reservada; cassação do registro profissional.
B
multa; advertência reservada; advertência pública; cassação do registro profissional; suspensão do exercício profissional.
C
advertência reservada; advertência pública; multa; suspensão do exercício profissional; cassação do registro profissional.
D
multa; advertência reservada; advertência pública; suspensão do exercício profissional; cassação do registro profissional.
E
advertência pública; multa; advertência reservada; suspensão do exercício profissional; cassação do registro profissional."
110;7;2;"Sobre as infrações disciplinares e as penalidades previstas no Código de Ética do Assistente Social em vigência, assinale a afirmativa INCORRETA. - Alternativas
A
As infrações ao Código de Ética acarretam penalidades, desde a multa à cassação do exercício profissional.
B
A pena de suspensão acarreta ao assistente social a interdição do exercício profissional em todo o território nacional, pelo prazo de trinta a três anos.
C
A participação, no exercício da profissão, de práticas que caracterizem a censura, o cerceamento da liberdade, o policiamento dos comportamentos é considerada uma violação grave.
D
Dentre as penalidades aplicáveis o Código de Ética estabelece a multa, a advertência reservada, a advertência pública, a suspensão do exercício profissional e a cassação do registro profissional."
9;8;0;"“Durante um plantão social em um hospital da redede saúde, o Assistente Social atende um usuário que, tendo percorrido vários estabelecimentos com encaminhamento para realização de exame de alta resolução, buscava, mais uma vez, informações para acessar esse serviço. O Assistente Social afirmou que nada poderia fazer, uma vez que lhe cabia apenas atender os usuários daquele hospital, e sugeriu que o usuário buscasse um posto de saúde para maiores esclarecimentos”.

Considerando a situação acima descrita e com base nos subsídios para a atuação profissional na saúde, assinale a opção que apresenta, para este caso específico, a conduta profissional correta. - Alternativas
A
O Assistente Social realizou coerentemente o seu atendimento, uma vez que a orientação no plantão social é exclusiva para os pacientes internados
B
O Assistente Social infringiu o Código de Ética profissional, pois não poderia orientar o usuário em uma área que não é de sua competência técnica.
C
O Assistente Social incorreu em erro ao não encaminhar o usuário ao setor médico do hospital para receber esse tipo de orientação.
D
O Assistente Social baseou a sua conduta profissional nas diretrizes de atendimento social do Sistema Único de Saúde.
E
O Assistente Social não utilizou o plantão social como espaço para a viabilização dos direitos sociais."
60;8;1;"Com base na lei que dispõe sobre a profissão de assistente social, no código de ética profissional do assistente social e nos instrumentos legais de garantia de direitos, julgue o item, em que são apresentadas situações hipotéticas a respeito da atuação da assistente social Marta em equipes multiprofissionais de um hospital geral.
Considere que Marta participe de um grupo do serviço de pneumologia do hospital, que tem, entre outros objetivos, a função de discutir estratégias para mudanças no estilo de vida e para melhora do estado de saúde dos usuários. Desde o início de sua participação, Marta vem gravando as reuniões como parte de uma pesquisa. Nessa situação, para evitar que os membros do grupo fiquem inibidos, ela não lhes deve comunicar esse procedimento.
 - Alternativas
Certo
Errado"
111;8;2;"Com base na lei que dispõe sobre a profissão de assistente social, no código de ética profissional do assistente social e nos instrumentos legais de garantia de direitos, julgue o item, em que são apresentadas situações hipotéticas a respeito da atuação da assistente social Marta em equipes multiprofissionais de um hospital geral.
Marta, no desempenho de suas funções, não deve intervir na prestação de serviços realizados por outro assistente social, mesmo quando se tratar de uma urgência, pois tal atitude fere os princípios da ética profissional.
 - Alternativas
Certo
Errado"
10;9;0;"A prática profissional em Serviço Social, para ultrapassar a imediaticidade e o cotidiano, exige uma projeção do que precisa ser realizado, a partir do conhecimento sobre o objeto a ser transformado, seu contexto, os instrumentos necessários à consecução desse trabalho. O planejamento e a gestão de ações profissionais em Serviço Social, como ação técnica e política, em consonância com o projeto ético-político da profissão: - Alternativas
A
baseia-se no conhecimento da instituição, dos usuários, das demandas colocadas e como pode potencializar transformações que ampliem direitos.
B
deve garantir a decisão técnica, neutra, vinculada estritamente às necessidades e a interesses institucionais, funcionais à ordem hegemônica.
C
pode se configurar como um exercício de reflexão do profissional, sem exigir sua concretização num documento – o plano ou programa, se o profissional apenas atua na execução de políticas sociais.
D
embasa-se no conhecimento teórico e no conhecimento da realidade de atuação, objetivando uma intervenção pragmática, centrada nas demandas imediatistas características do cotidiano.
E
prescinde de um sistema de estudo e registro das manifestações da questão social que chegam aos diversos espaços do Serviço Social."
61;9;1;"O assistente social integra a divisão sociotécnica do trabalho, porém ele não se limita apenas a executar ações mecanicamente. Esse profissional atua a partir de sua competência para propor, para negociar com a instituição seus projetos, defender seu campo de trabalho, suas qualificações e funções profissionais que extrapolem ações rotineiras e desvelam realidades, revertendo-as em ações concretas de benefícios à população excluída.




Considerando o exposto acima aprecie as assertivas:




I.O Serviço Social aparece atualmente como uma profissão consolidada na sociedade brasileira, ganhando visibilidade no cenário atual e sustentado por um projeto ético-político.


II.A efetivação do projeto ético-político do Serviço Social exige que os profissionais, cada vez mais, recriem seu perfil profissional e sua identidade, ultrapassando limites institucionais e superando a ideologia do assistencialismo, avançando, assim, nas lutas pelos direitos e pela cidadania.

III.A construção coletiva do projeto profissional aglutinou assistentes sociais de todos os segmentos e materializou-se no Código de Ética Profissional do Assistente Social de 1986.

IV.Podemos dizer que a profissão nas últimas décadas deu um salto qualitativo em sua formação acadêmica e em sua presença política na sociedade.

V.O projeto ético-político do Serviço Social caracteriza-se pelos determinantes sócio-históricos, pela dimensão política pautada no compromisso com a classe trabalhadora e pelos interesses, aspirações e demandas do projeto coletivo dos assistentes sociais.




Assinale a alternativa CORRETA: - Alternativas
A
III, IV e V apenas.
B
I, II, IV e V apenas.
C
I e IV apenas.
D
I, II, III IV e V."
