;Topic;Count;Name;Representation;Representative_Docs;topic_title
38;37;16;37_horas_duração_empregador_salarial;['horas', 'duração', 'empregador', 'salarial', 'salário', 'semanais', 'semana', 'trabalho', 'profissão', 'serviço'];"['A Lei Nº 8.662/93, que dispõe sobre a profissão de Assistente Social e dá outras providências, em alteração realizada por força da Lei nº 12.317, de 2010, estabelece que: - Alternativas\nA\nA duração do trabalho do Assistente Social é, excepcionalmente, de 40 (quarenta) horas semanais.\nB\nO piso salarial do (a) Assistente Social não poderá ser inferior a um salário mínimo.\nC\nA duração do trabalho do Assistente Social é de 30 (trinta) horas semanais.\nD\nO piso salarial do (a) Assistente Social deve ser de, no mínimo, dois salários mínimos.\nE\nConstitui atribuições privativas do Assistente Social o treinamento, avaliação e supervisão direta de estagiários de Serviço Social.', 'De acordo com a Lei n. 8.662, de 7 de junho de 1993, Art. 5º-A. A duração do trabalho do Assistente Social é de - Alternativas\nA\n30 (trinta) horas semanais.\nB\n40 (quarenta) horas semanais.\nC\n35 (trinta e cinco) horas semanais.\nD\n44 (quarenta e quatro) horas semanais.\nE\n20 (vinte) horas semanais.', 'Marque a alternativa CORRETA.\n\nQuanto a jornada de trabalho do Assistente Social, podemos dizer que:\n - Alternativas\nA\nA duração do trabalho do Assistente Social é de 40 (quarenta) horas semanais;\nB\nA duração do trabalho do Assistente Social é de 30 (trinta) horas semanais;\nC\nA duração do trabalho do Assistente Social é de 44 (quarenta e quatro) horas semanais\nD\nA duração do trabalho do Assistente Social é de 35 (trinta e cinco) horas semanais\nE\nA duração do trabalho do Assistente Social é de 85 (oitenta e cinco) horas mensais.']";Jornada de Trabalho e Remuneração na Profissão
39;38;16;38_competentes_instituições_atendimento_profissionais;['competentes', 'instituições', 'atendimento', 'profissionais', 'pública', 'profissão', 'assistentes', 'legislação', 'assistente', 'profissional'];['Assinale a opção que apresenta corretamente um direito do assistente social: - Alternativas\nA\nLivre exercício das atividades inerentes à Profissão.\nB\nUtilizar seu número de registro no Conselho Regional no exercício da Profissão.\nC\nAbster-se, no exercício da Profissão, de práticas que caracterizem a censura, o cerceamento da liberdade, o policiamento dos comportamentos, denunciando sua ocorrência aos órgãos competentes.\nD\nParticipar de programas de socorro à população em situação de calamidade pública, no atendimento e defesa de seus interesses e necessidades.', 'O Código de Ética profissional do Assistente Social define os direitos do referido profissional. Constitui um desses direitos: - Alternativas\nA\nLivre exercício das atividades inerentes à Profissão.\nB\nUtilizar seu número de registro no Conselho Regional no exercício da Profissão.\nC\nAbster-se, no exercício da Profissão, de práticas que caracterizem a censura, o cerceamento da liberdade, o policiamento dos comportamentos, denunciando sua ocorrência aos órgãos competentes.\nD\nParticipar de programas de socorro à população em situação de calamidade pública, no atendimento e defesa de seus interesses e necessidades.', 'De acordo com o Código de Ética Profissional, é direito do Assistente Social: - Alternativas\nA\nUtilizar seu número de registro no Conselho Regional no exercício da Profissão.\nB\nDesempenhar suas atividades profissionais, com eficiência e responsabilidade, observando a legislação em vigor.\nC\nParticipação na elaboração e gerenciamento das políticas sociais, e na formulação e implementação de programas sociais.\nD\nAbster-se, no exercício da Profissão, de práticas que caracterizem a censura, o cerceamento da liberdade, o policiamento dos comportamentos, denunciando sua ocorrência aos órgãos competentes.\nE\nParticipar de programas de socorro à população em situação de calamidade pública, no atendimento e defesa de seus interesses e necessidades.'];Instituições Competentes e Atendimento Público
40;39;15;39_sociais_societário_social_sociedade;['sociais', 'societário', 'social', 'sociedade', 'políticas', 'socialismo', 'humanização', 'serviços', 'políticos', 'demandas'];"['Sobre a concepção / definição e atuação profissional do Serviço Social em uma perspectiva histórica e teórica, defendida por Faleiros (2011), assinale a alternativa que corresponde à definição proposta pelo autor em sua obra: - Alternativas\nA\nO Serviço Social constitui conjunto de técnicas que tem por objeto reajustar a personalidade humana, no sentido do seu pleno desenvolvimento físico, intelectual, moral e social, com o fim de tornar o homem mais feliz e proporcionar maior bem-estar à comunidade.\nB\nA atuação profissional deve pautar-se por uma proposta ético-política com compromisso democrático, de cidadania, de participação política e de crítica ao capitalismo e ao neoliberalismo na luta pela construção de um novo projeto societário que tem como princípios fundamentais a liberdade e a justiça social.\nC\nA atuação profissional se coloca inicialmente como contenção das classes perigosas, e no processo de industrialização, como forma de obtenção da pacificação de classes, com todo um equipamento ideológico para esse enfrentamento.\nD\nServiço Social é toda a ação dos poderes públicos, dos indivíduos ou das obras particulares tendo por objetivo prevenir, curar ou minorar por meios científicos as deficiências dos indivíduos e das coletividades.', 'O Serviço Social constitui seu projeto éticopolítico alicerçado, entre outros, nos seguintes princípios: - Alternativas\nA\ndefesa intransigente dos direitos humanos e recusa do autoritarismo e arbítrio; compromisso com a qualidade dos serviços que se ofertam à população; esforço direcionado à eliminação de todas as formas de preconceito, pautado no respeito à diversidade e garantia da participação de grupos socialmente discriminados.\nB\nformação profissional ancorada em uma única direção ou uniformidade teórica; compromisso com o aprimoramento intelectual com vistas ao alcance de competência profissional; esforço direcionado à eliminação de todas as formas de preconceito, pautado no respeito à diversidade e garantia da participação de grupos socialmente discriminados.\nC\nreconhecimento da liberdade como valor ético central, bem assim, da autonomia e da emancipação dos indivíduos sociais; prevalência da conciliação quando de disputa de interesses envolvendo a população atendida nos serviços sociais e os gestores das políticas públicas a eles atinentes; articulação com outras categorias profissionais que mantenham afinidade com o projeto ético-político do Serviço Social.\nD\nprevalência da conciliação quando de disputa de interesses envolvendo a população atendida nos serviços sociais e os gestores das políticas públicas a eles atinentes; garantia dos direitos civis, sociais e políticos, sobretudo, da classe trabalhadora; empenho na construção de uma nova ordem societária em que se vejam eliminadas a exploração de classes, a discriminação étnico-racial e de gênero.', 'Os movimentos sociais constituem expressões de organizações de pessoas e grupos sociais que se articulam e lutam em conjunto por objetivos comuns. A partir dessa afirmação, assinale a alternativa correta. - Alternativas\nA\nO compromisso histórico do Serviço Social com os movimentos sociais visa contribuir com os grupos sociais e pessoas que lutam por condições de vida e trabalho, articulando forças e construindo alianças estratégicas com os que sofrem opressões econômicas, de classes, gênero, de orientação sexual, entre outras, em recusa ao arbítrio e ao autoritarismo, com vistas à ampliação e consolidação de cidadania.\nB\nA compreensão das lutas sociais, sob o paradigma do materialismo histórico dialético, permite entender apenas como foi constituído e construído o sistema capitalista e não as relações antagônicas entre o Capital e o Trabalho, a constituição das desigualdades sociais e a concentração de renda nas mãos de uma minoria.\nC\nA função dos movimentos sociais não é o exercício do poder, mas a luta pela delimitação e orientação da ação do poder estatal, para que esse cumpra as tarefas para as quais existe como instituição, que é responsável para gerir as necessidades subjetivas dos cidadãos, devendo desempenhá-las a partir do interesse individual.\nD\nOs movimentos sociais se organizam dentro da ordem vigente e lutam para manter essa ordem da classe detentora dos meios de produção, continuando assim com suas regalias, fazendo com que o Estado assegure direitos em prol da maioria.\nE\nDe acordo com a Lei de Regulamentação da Profissão do Serviço Social e o Código de Ética Profissional, ambos de 1993, e as Diretrizes Curriculares da Associação Brasileira de Ensino e Pesquisa em Serviço Social (ABEPSS), de 1996, há um descompromisso da categoria profissional dos assistentes sociais com a defesa dos direitos humanos, os interesses da classe trabalhadora, suas organizações e movimentos sociais.']";Políticas Sociais e Demandas Humanas
41;40;14;40_cfess_normas_regulamentar_condutas;['cfess', 'normas', 'regulamentar', 'condutas', 'disciplinares', 'serviço', 'resoluções', 'normatizam', 'federal', 'disciplinar'];['As resoluções do Conselho Federal de Serviço Social (CFESS) são instrumentos que orientam e normatizam o exercício profissional dos assistentes sociais. Sendo assim, no que se refere às Resoluções n.º 489/2006, que estabelece normas, vedando condutas discriminatórias ou preconceituosas por orientação e expressão sexual por pessoas do mesmo sexo no exercício profissional do assistente social, n.º 556/2009 (Procedimentos para efeito da Lacração do Material Técnico e do Material Técnico‐Sigiloso do Serviço Social) e n.º 533/2008, que regulamenta a supervisão direta de estágio no serviço social, julgue o item seguinte.\n\n\n\n\nAo supervisor de campo cabe o papel de orientar o estagiário e avaliar seu aprendizado, visando à sua qualificação durante o processo de formação e aprendizagem das dimensões técnico‐operativas, teórico-metodológicas e ético‐políticas da profissão.\n - Alternativas\nCerto\nErrado', 'As resoluções do Conselho Federal de Serviço Social (CFESS) são instrumentos que orientam e normatizam o exercício profissional dos assistentes sociais. Sendo assim, no que se refere às Resoluções n.º 489/2006, que estabelece normas, vedando condutas discriminatórias ou preconceituosas por orientação e expressão sexual por pessoas do mesmo sexo no exercício profissional do assistente social, n.º 556/2009 (Procedimentos para efeito da Lacração do Material Técnico e do Material Técnico‐Sigiloso do Serviço Social) e n.º 533/2008, que regulamenta a supervisão direta de estágio no serviço social, julgue o item seguinte.\n\n\n\n\nCaso ocorra a extinção do serviço social da instituição, o profissional responsável por aquele serviço poderá incinerar o material técnico‐sigiloso e proceder à imediata comunicação ao CRESS.\n - Alternativas\nCerto\nErrado', 'As resoluções do Conselho Federal de Serviço Social (CFESS) são instrumentos que orientam e normatizam o exercício profissional dos assistentes sociais. Sendo assim, no que se refere às Resoluções n.º 489/ 2006, que estabelece normas, vedando condutas discriminatórias ou preconceituosas por orientação e expressão sexual por pessoas do mesmo sexo no exercício profissional do assistente social, n.º 556/2009 (Procedimentos para efeito da Lacração do Material Técnico e do Material Técnico‐Sigiloso do Serviço Social) e n.º 533/2008, que regulamenta a supervisão direta de estágio no serviço social, julgue o item seguinte.\n\n\n\n\nÉ dever do assistente social denunciar ao Conselho Regional de Serviço Social (CRESS) as pessoas jurídicas, privadas ou públicas, ou pessoas físicas, sejam assistentes sociais ou não, que sejam coniventes, pratiquem atos ou manifestem qualquer conduta relativa a preconceito e à discriminação por orientação sexual entre pessoas do mesmo sexo\n - Alternativas\nCerto\nErrado'];Normas e Disciplina Profissional do CFESS
42;41;13;41_assistentes_intervenção_imperativo_desafios;['assistentes', 'intervenção', 'imperativo', 'desafios', 'necessidades', 'sociais', 'propostas', 'assistente', 'profissão', 'demandas'];['Um dos grandes desafios hoje colocados aos assistentes sociais consiste em formular projetos que materializarão o trabalho a ser desenvolvido. Cada vez mais, é imperativo ao assistente social identificar aquilo que requer a intervenção profissional, bem como reconhecer de que forma essa intervenção irá responder às necessidades sociais que, transformadas em demandas, serão privilegiadas nos processos de trabalho nos quais a profissão é requerida. Berenice Rojas Couto, 2009.\nA partir do texto apresentado, julgue o item que se seguem, quanto à formulação do projeto de intervenção.\nO projeto de intervenção indica a proposta de atuação frente às demandas da população, como o profissional pretende atendê-las e como essa população pode exercer o controle do trabalho a ser executado.\n - Alternativas\nCerto\nErrado', 'Um dos grandes desafios hoje colocados aos assistentes sociais consiste em formular projetos que materializarão o trabalho a ser desenvolvido. Cada vez mais, é imperativo ao assistente social identificar aquilo que requer a intervenção profissional, bem como reconhecer de que forma essa intervenção irá responder às necessidades sociais que, transformadas em demandas, serão privilegiadas nos processos de trabalho nos quais a profissão é requerida. Berenice Rojas Couto, 2009.\nA partir do texto apresentado, julgue o item que se seguem, quanto à formulação do projeto de intervenção.\nOs instrumentos jurídicos formais, como a lei que regulamenta a profissão e o Código de Ética, devem ser consultados em determinadas situações, mas não são elementos fundamentais na formulação de um projeto de intervenção.\n - Alternativas\nCerto\nErrado', 'Um dos grandes desafios hoje colocados aos assistentes sociais consiste em formular projetos que materializarão o trabalho a ser desenvolvido. Cada vez mais, é imperativo ao assistente social identificar aquilo que requer a intervenção profissional, bem como reconhecer de que forma essa intervenção irá responder às necessidades sociais que, transformadas em demandas, serão privilegiadas nos processos de trabalho nos quais a profissão é requerida. Berenice Rojas Couto, 2009.\nA partir do texto apresentado, julgue o item que se seguem, quanto à formulação do projeto de intervenção.\nComo trabalhador especializado, o assistente social deve apresentar propostas profissionais que atendam às requisições da instituição, cujas demandas são solicitadas em consonância com seu projeto ético-político.\n - Alternativas\nCerto\nErrado'];Desafios e Propostas para a Atuação do Assistente Social
43;42;13;42_normativos_regulamentam_profissão_disciplina;['normativos', 'regulamentam', 'profissão', 'disciplina', 'ocupacional', 'regulamentação', 'profissionais', 'regulamenta', 'brasil', 'brasileiro'];['Os dois grandes pilares normativos que regulamentam a profissão do assistente social no Brasil são a Lei n° 8.662/1993 e o Código de Ética Profissional. A Lei de Regulamentação da Profissão, no seu artigo 2° , estabelece que a profissão será exercida por aqueles que possuam o diploma de graduação em Serviço Social, oficialmente reconhecido e devidamente registrado no órgão competente. Os artigos 4° e 5°também merecem destaque, referindo-se, respectivamente, às competências e às atribuições privativas do assistente social. As competências referem-se a qualificações profissionais de âmbito geral. As atribuições privativas, por sua vez, são competências exclusivas do assistente social, decorrentes, especificamente, de sua qualificação profissional. A rigor, todas as 13 atribuições privativas definidas no artigo 5° da citada Lei preservam - Alternativas\nA\na metodologia de ação.\nB\no espaço ocupacional.\nC\no controle social.\nD\na tendência ideológica do profissional.\nE\na opção técnico-operativa.', 'Os dois grandes pilares normativos que regulamentam a profissão do assistente social no Brasil são a Lei nº 8.662/93 e o Código de Ética Profissional. A primeira é considerada como a principal legislação que regulamenta, disciplina e legitima a profissão do assistente social. Além desses dois pilares, outros documentos (leis, resoluções, portarias) compõem o aparato jurídico-político concernente ao espaço sócio-ocupacional do assistente social. Com base nessa afirmativa, assinale a alternativa que apresenta um desses documentos. - Alternativas\nA\nLei de Execução Penal, nº 7.210, de 11 de julho de 1984, que tem por suposto a atuação de no mínimo um assistente social em cada estabelecimento penal.\nB\nResolução nº 269 do CNAS, de 13 de dezembro de 2002, aprovando a Norma Operacional Básica de Recursos Humanos do SUAS (NOB-RH/SUAS), que estabelece que a proteção básica deve contar com no mínimo dois assistentes sociais, com carga horária de 30 horas.\nC\nPortaria nº 267 do Ministério da Saúde, de 17 de janeiro de 2004, que estabelece diretrizes e normas para a assistência hospitalar psiquiátrica e para os centros de atendimento psicossocial (CAPS). Determina a obrigatoriedade de pelo menos um assistente social para os serviços de saúde mental nos municípios de porte I.\nD\nLei nº 1.456/2011, que dispõe sobre a inclusão obrigatória de assistentes sociais na composição das equipes da Estratégia de Saúde da Família.', 'No Brasil, tanto a Lei que Regulamenta a Profissão do Assistente Social quanto o Código de Ética Profissional do/a Assistente Social, oferecem referências para o exercício profissional do Assistente Social no país. Ambos documentos também indicam punições aos profissionais que não atendam o disposto em tais documentos legais. Considerando o conteúdo desses documentos, analise as afirmativas abaixo: I. O Código de Ética Profissional do/a Assistente Social indica que, no caso de reincidência na mesma infração no prazo de dois anos, a multa cabível será elevada ao dobro. II. O Código de Ética Profissional do/a Assistente Social indica, como penalidade aplicável ao Assistente Social, a advertência reservada. III. A Lei 8.662/93 indica que o CRESS pode aplicar aos infratores a medida advertência pública. IV. De acordo com a Lei 8.662/93 o CRESS pode aplicar aos infratores cancelamento definitivo do registro, nos casos de extrema gravidade ou de reincidência contumaz. V. Conforme a Lei 8.662/93 o CRESS pode aplicar aos infratores a medida de multa no valor de uma a cinco vezes a anuidade vigente. Estão corretas: - Alternativas\nA\nAs afirmativas II, IV e V\nB\nAs afirmativas I, II e III\nC\nAs afirmativas II, III e IV\nD\nAs afirmativas III, IV e V\nE\nAs afirmativas I, II e V'];Regulamentação e Disciplina Ocupacional no Brasil
44;43;13;43_interprofissionais_multidisciplinar_profissionais_interdisciplinar;['interprofissionais', 'multidisciplinar', 'profissionais', 'interdisciplinar', 'assistente', 'competências', 'profissional', 'multiprofissionais', 'multiprofissional', 'social'];"['Acerca do trabalho em grupo realizado pelo assistente social, marque a alternativa CORRETA:\xa0 - Alternativas\nA\nDesorganizar os indivíduos através do trabalho com grupos exige do profissional rapidez, e como mediador, o assistente social tem a possibilidade de contribuir para a construção do conhecimento, potencializando espaços de reflexão mediante análise conjunta do contexto das relações sociais na qual o grupo está inserido (formação da identidade e de pertencimento do grupo).\xa0\nB\nAntes de qualquer coisa, é importante ressaltar que de acordo com as orientações do conjunto CFESS/CRESS, a formação profissional do assistente social está habilitada para o desenvolvimento de trabalhos no campo terapêutico.\nC\nAntes de qualquer coisa, é importante ressaltar que de acordo com as orientações do conjunto CFESS/CRESS, a formação profissional do assistente social não está habilitada para o desenvolvimento de trabalhos no campo terapêutico.\nD\nDessa forma, os trabalhos em grupos devem ser utilizados apenas como recurso para o desenvolvimento de trabalhos educativos, como os desenvolvidos nos CRESS, CREAS e demais espaços industriais.\nE\nDessa forma, os trabalhos individuais ou em grupo devem ser utilizados apenas como recurso para o desenvolvimento de trabalhos educativos, como os desenvolvidos nos CRAS, CREAS e demais espaços sócio-ocupacionais.', 'Acerca do que preceitua o Código de Ética Profissional sobre a atuação do assistente social em equipes interprofissionais e interdisciplinares, assinale a assertiva INCORRETA. - Alternativas\nA\nEm trabalho multidisciplinar só poderão ser prestadas informações dentro dos limites do estritamente necessário.\nB\nÉ vedado ao assistente social intervir na prestação de serviços que estejam sendo efetuados por outro/a profissional, salvo a pedido desse/a profissional; em caso de urgência, seguido da imediata comunicação ao/à profissional.\nC\nÉ vedado ao assistente social intervir na prestação de serviços que estejam sendo efetuados por outro/a profissional, salvo quando se tratar de trabalho multiprofissional e a intervenção fizer parte da metodologia adotada.\nD\nAo realizar crítica pública à colega e a outros/as profissionais, o assistente social deve fazê-lo sempre de maneira objetiva, construtiva e comprovável, assumindo sua inteira responsabilidade.\nE\nÉ um direito do assistente social incentivar, sempre que possível, a prática profissional interdisciplinar.', 'Analise as assertivas abaixo, quanto a atuação do assistente social em equipes multiprofissionais, classifique em (V) verdadeiro e (F) falso e marque a sequência correta:\n(__) É vedado ao/à assistente social intervir na prestação de serviços que estejam sendo efetuados por outro/a profissional, salvo a pedido desse/a profissional; em caso de urgência, seguido da imediata comunicação ao/à profissional; ou quando se tratar de trabalho multiprofissional e a intervenção fizer parte da metodologia adotada; (__) É dever do/a assistente social ser solidário/a com outros/as profissionais, sem, todavia, eximir-se de denunciar atos que contrariem os postulados éticos contidos em seu Código de Ética profissional; (__) O entendimento ou opinião técnica do assistente social sobre o objeto da intervenção conjunta com outra categoria profissional e/ ou equipe multiprofissional, deve destacar a sua área de conhecimento conjuntamente. - Alternativas\nA\nV, F, V.\nB\nV, V, F.\nC\nF, V, V.\nD\nV, V, V.']";Competências Multiprofissionais do Assistente Social
45;44;12;44_sociabilidade_éticas_ética_sociedade;['sociabilidade', 'éticas', 'ética', 'sociedade', 'moral', 'profissão', 'social', 'serviço', 'constituem', 'profissional'];['\xa0 \xa0 A profissão Serviço Social apresenta fundamentos e mediações éticas e políticas, determinadas historicamente pelas demandas postas à profissão legitimada na divisão social do trabalho, e pelas respostas da categoria profissional, em determinadas conjunturas.\nMaria Lúcia Barroc. Ética: fundamentos sócio-históricos. Biblioteca Básica de Serviço Social, Vol. 4. São Paulo: Cortez, 2008, p. 219 (com adaptações).\nJulgue o item seguinte, referente à temática abordada no texto acima.\nA ética profissional se objetiva como ação moral, por meio da prática profissional, como normatização de deveres e valores, por meio do código de ética profissional, e como teorização ética, por meio das filosofias e teorias que fundamentam sua intervenção e reflexão, e como ação ético-político.\n - Alternativas\nCerto\nErrado', '\xa0 \xa0 A profissão Serviço Social apresenta fundamentos e mediações éticas e políticas, determinadas historicamente pelas demandas postas à profissão legitimada na divisão social do trabalho, e pelas respostas da categoria profissional, em determinadas conjunturas.\nMaria Lúcia Barroc. Ética: fundamentos sócio-históricos. Biblioteca Básica de Serviço Social, Vol. 4. São Paulo: Cortez, 2008, p. 219 (com adaptações).\nJulgue o item seguinte, referente à temática abordada no texto acima.\nNa perspectiva de análise sócio-histórica, a ética é tratada apenas como teoria e caracteriza-se por uma escolha autônoma e de duração limitada.\n - Alternativas\nCerto\nErrado', '\xa0 \xa0 A profissão Serviço Social apresenta fundamentos e mediações éticas e políticas, determinadas historicamente pelas demandas postas à profissão legitimada na divisão social do trabalho, e pelas respostas da categoria profissional, em determinadas conjunturas.\nMaria Lúcia Barroc. Ética: fundamentos sócio-históricos. Biblioteca Básica de Serviço Social, Vol. 4. São Paulo: Cortez, 2008, p. 219 (com adaptações).\nJulgue o item seguinte, referente à temática abordada no texto acima.\nA moral profissional diz respeito à relação entre a ação profissional do indivíduo singular, os sujeitos nela envolvidos e o produto concreto da intervenção profissional.\xa0\n - Alternativas\nCerto\nErrado'];Ética e Sociabilidade na Profissão
46;45;11;45_social_estudo_socioeconômicos_estudada;['social', 'estudo', 'socioeconômicos', 'estudada', 'estudos', 'pesquisa', 'avaliação', 'análise', 'afirmações', 'profissão'];"['Avalie o que se considera serem afirmações abordadas pelo Conselho Federal de Serviço Social (2010) sobre o estudo social.\nI – Na realização do estudo social, o/a assistente social pauta-se pelo que é expresso verbalmente e pelo que não é falado, mas que se apresenta aos olhos como integrante do contexto em foco.\nII – O estudo social, a perícia social, o laudo social e o parecer social fazem parte de uma metodologia de trabalho de domínio específico e exclusivo do/a assistente social.\nIII – O laudo social é o documento resultante do processo de perícia social e apresenta o registro das informações mais significativas do estudo social, além do parecer social.\nIV – O estudo social e o prontuário do/a assistente social são documentos públicos e qualquer pessoa pode requisitar o acesso a eles.\nEstá correto apenas o que se afirma em - Alternativas\nA\nIII.\nB\nII e IV.\xa0\nC\nI, II e IV.\xa0\nD\nI, II e III.\xa0\xa0', 'Sobre os instrumentais técnico-operativos do trabalho do/da Assistente Social, analise as afirmações a seguir.\n\nI. O estudo de caso é atribuição privativa do/da assistente social, em que o profissional realiza o exame de situações sociais com a finalidade de emitir um parecer.\n\nII. A perícia social é uma avaliação, exame, ou vistoria solicitada ou determinada sempre que a situação exigir um parecer técnico ou científico.\n\nIII. O parecer social é a opinião fundamentada que o assistente social exibe sobre a situação social estudada, a qual deve conter os aspectos mais pertinentes da análise realizada em um processo.\n\nIV. O laudo social é o documento resultante para o processo da perícia social, elemento de “prova” em que o perito, ou equipe de peritos registra os aspectos mais pertinentes do estudo e o parecer emitido.\n\nEstá CORRETO apenas o que se afirma em - Alternativas\nA\nII e III.\nB\nII, III, IV.\nC\nI e IV.\nD\nIII e IV.\nE\nI e II.', 'O documento a Produção de Documentos e Emissão de Opinião Técnica em Serviço Social, elaborado pelo CFESS, em 2022, recupera Fávero, em uma síntese do conceito, afirma que ""o estudo social é um processo metodológico específico do Serviço Social, que tem por finalidade conhecer com profundidade, e de forma crítica, uma determinada situação ou expressão da questão social, objeto da intervenção profissional - especialmente nos seus aspectos socioeconômicos e culturais. [...] de sua fundamentação rigorosa, teórica, ética e técnica, com base no projeto da profissão, depende a sua devida utilização para o acesso, garantia e ampliação de direitos dos sujeitos usuários dos serviços sociais e do sistema de justiça"" (FÁVERO, 2014, p. 53-54). Tendo como referência o documento citado, considere as afirmativas relacionadas à elaboração de Estudo Social em Serviço Social, registre V, para verdadeiras, e F, para falsas:\n(__)Atribuição privativa de assistente social. (__)Processo metodológico de trabalho realizado por assistente social, que envolve: - conhecimento de um objeto: expressão da questão social/matéria de Serviço Social - na sua totalidade (relação universal, particular, singular); - projeção de finalidade: do ponto de vista profissional (relação com finalidade institucional, mas não subalterna a ela); - Uso de meios/instrumentos para alcançá-la. (__)Abrange as dimensões: teórico-metodológica, ético-política e técnico-operativa. (__)Requer Planejamento: o que fazer, por que fazer, para que fazer e como fazer (articulação objeto, meios, atividade e finalidade); envolve entendimento do que é finalidade e expectativa institucional e finalidade profissional. (__)Registro em Documentos (produto): Relatório(s), Laudo(s) - no caso de perícia -, e/ou Parecer - conclusivo /opinião técnica.\nAssinale a alternativa com a sequência correta: - Alternativas\nA\nV - F - V - F - F\nB\nF - F - V - V - F\nC\nV - V - V - V - V\nD\n\xa0V - V - F - V - V\nE\n\xa0V - V - V - V - F']";Estudos Socioeconômicos e Análise da Atuação Profissional
47;46;11;46_assessoria_sociais_regulamenta_direitos;['assessoria', 'sociais', 'regulamenta', 'direitos', 'constitui', 'privativas', 'administração', 'privadas', 'atribuições', 'profissionais'];['A Lei de Regulamentação da Profissão do Assistente Social (Lei no 8.662/1993), em seu capítulo 4o , parágrafo V, estabelece que compete ao assistente social “orientar indivíduos e grupos de diferentes segmentos sociais no sentido de identificar recursos e de fazer uso dos mesmos no atendimento e na defesa de seus direitos”. Para Berenice Couto (2004) direito social deve ser entendido como - Alternativas\nA\nessencialmente jusnaturalista, pois a natureza humana é, por si só, detentora de direitos.\nB\nexpressão de um patamar de sociabilidade, situado num campo essencialmente político porque são resultantes do embate de interesses e ações dos sujeitos sociais e forja-se num campo essencialmente contraditório.\nC\nexcluído do estatuto da cidadania, pois para reconhecê-lo como tal teria também que identificar sua associação com as determinantes de progresso histórico.\nD\ncircunscrito unicamente fora das lutas sociais, pois no Brasil sempre figurou como concessão do Estado, face à demarcação de longos períodos de ditadura.\nE\npróprio do modelo de bem-estar social, pois não há a concepção de direito social em sociedades cujo ideário é liberal e burguês.', 'A Lei n.° 8.662, de 7 de junho de 1993, regulamenta a profissão de Assistente Social e especifica as competências e as atribuições privativas desse profissional. No que diz respeito às atribuições privativas do Assistente Social, assinale a alternativa correta:\n - Alternativas\nA\nEncaminhar providências, e prestar orientação social a ) indivíduos, grupos e à população.\nB\nRealizar estudos socioeconômicos com os usuários para fins de benefícios e serviços sociais junto a órgãos da administração pública direta e indireta, empresas privadas e outras entidades.\nC\nOrientar indivíduos e grupos de diferentes segmentos sociais no sentido de identificar recursos e de fazer uso dos mesmos no atendimento e na defesa de seus direitos.\nD\nRealizar vistorias, perícias técnicas, laudos periciais, informações e pareceres sobre a matéria de Serviço Social.\nE\nPrestar assessoria e apoio aos movimentos sociais em matéria relacionada às políticas sociais, no exercício e na defesa dos direitos civis, políticos e sociais da coletividade.', 'A Lei nº 8.662, de 07 de junho de 1993, dispõe sobre a profissão de Assistente Social e dá outras providências. Em conformidade com esta Lei, é correto afirmar que - Alternativas\nA\ntodo agente público que receba denúncia, a despeito de ter ou não formação em Serviço Social, poderá fiscalizar o exercício profissional do Assistente Social.\nB\né atribuição privativa do Assistente Social coordenar, elaborar, executar, supervisionar e avaliar estudos, pesquisas, planos, programas e projetos na área de Serviço Social.\nC\né competência do Assistente Social elaborar, coordenar, executar e avaliar planos, programas e projetos que sejam do âmbito de atuação do Serviço Social, independente da participação da sociedade civil.\nD\nestudantes de graduação, que não sejam de Serviço Social, mas que desenvolvem atividades próprias da profissão em estágios, só poderão assim permanecer se estiverem sob supervisão direta de um Assistente Social.\nE\npode exercer a profissão de Assistente Social qualquer pessoa que possua diploma em curso de graduação da área das ciências humanas, contanto que apresente registro nos Conselhos Regionais de Serviço Social que tenham jurisdição sobre a área de atuação do interessado, nos termos da Lei nº 8.662/1993.'];Direitos e Administração de Serviços Privados na Regulamentação
