;info;enunciado;options;ano;banca;orgao;prova
10;Ano: 2017 Banca: CESPE / CEBRASPE Órgão: HUB Prova: CESPE / CEBRASPE - 2017 - HUB - Saúde Coletiva;"Com relação à Política Nacional de Saúde Bucal, que busca ampliar o acesso ao tratamento odontológico gratuito por meio do Sistema Único de Saúde (SUS), julgue o item a seguir. Nesse sentido, considere que a sigla CEO, sempre que utilizada, refere-se a Centro de Especialidade Odontológica.




A rede de cuidados à pessoa com deficiência, no âmbito da saúde bucal, tem por objetivo o atendimento odontológico qualificado a todos os portadores de deficiência, e esse atendimento deve ser iniciado na atenção básica, que encaminhará ao nível secundário (CEO) ou terciário (atendimento hospitalar) apenas os casos que apresentarem necessidades especiais para o atendimento.
";"Alternativas
Certo
Errado";2017;CESPE;HUB ; CESPE / CEBRASPE - 2017 - HUB - Saúde Coletiva
11;Ano: 2018 Banca: CESPE / CEBRASPE Órgão: HUB Prova: CESPE / CEBRASPE - 2018 - HUB - Residência Multiprofissional - Serviço Social;"A proteção social à pessoa com deficiência no Brasil tem entre seus marcos político-normativos a Política Nacional de Saúde da Pessoa Portadora de Deficiência (PNSPPD). Considerando a atuação do(a) assistente social no campo da saúde nesse contexto, julgue o próximo item.




Devido ao fato de serem vítimas de deficiência no sistema excretor, com limitações em várias esferas da vida, tanto social quanto pessoal, pessoas portadoras de ostomias contam com a proteção da PNSPPD.
";"Alternativas
Certo
Errado";2018;CESPE;HUB ; CESPE / CEBRASPE - 2018 - HUB - Residência Multiprofissional - Serviço Social
12;Ano: 2018 Banca: CESPE / CEBRASPE Órgão: HUB Prova: CESPE / CEBRASPE - 2018 - HUB - Residência Multiprofissional - Serviço Social;"A proteção social à pessoa com deficiência no Brasil tem entre seus marcos político-normativos a Política Nacional de Saúde da Pessoa Portadora de Deficiência (PNSPPD). Considerando a atuação do(a) assistente social no campo da saúde nesse contexto, julgue o próximo item.




A concessão de órteses e próteses às pessoas com deficiência faz parte dos procedimentos de reabilitação nos níveis ambulatorial e hospitalar do Sistema Único de Saúde.
";"Alternativas
Certo
Errado";2018;CESPE;HUB ; CESPE / CEBRASPE - 2018 - HUB - Residência Multiprofissional - Serviço Social
13;Ano: 2015 Banca: CESPE / CEBRASPE Órgão: DEPEN Prova: CESPE / CEBRASPE - 2015 - DEPEN - Técnico de Enfermagem - Conhecimentos Complementares;"Com base nas disposições da Política Nacional de Atenção Integral à Saúde das Pessoas Privadas de Liberdade no Sistema Prisional, julgue o item que se segue.




A adaptação das unidades prisionais para atender às pessoas presas com deficiência, idosas e com doenças crônicas é de competência dos municípios e do Distrito Federal, que devem fazê-lo por intermédio da respectiva secretaria.
";"Alternativas
Certo
Errado";2015;CESPE;DEPEN ; CESPE / CEBRASPE - 2015 - DEPEN - Técnico de Enfermagem - Conhecimentos Complementares
14;Ano: 2022 Banca: CESPE / CEBRASPE Órgão: FUB Prova: CESPE / CEBRASPE - 2022 - FUB - Assistente Social;"No que concerne aos direitos da pessoa com deficiência, julgue o item seguinte.
A adesão da pessoa com deficiência aos planos de saúde é igualitária, podendo ser cobrados valores diferenciados considerada a gravidade da deficiência.
";"Alternativas
Certo
Errado";2022;CESPE;FUB ; CESPE / CEBRASPE - 2022 - FUB - Assistente Social
15;Ano: 2022 Banca: IESES Órgão: SAP-SC Prova: IESES - 2022 - SAP-SC - Assistente Social;Para cada profissional, haverá um cabedal jurídico relevante para o desempenho de sua função e o conhecimento de algumas leis são imprescindíveis ao exercício profissional do assistente social. Neste sentido, assinale a alternativa que apresenta o conjunto de leis fundamentais para a profissão: ;"Alternativas
A
Estatuto da Criança e do Adolescente, Estatuto da Juventude, Código de Trânsito Brasileiro. 
B
Estatuto da Pessoa com Deficiência, Estatuto Nacional da Microempresa e Empresa de Pequeno Porte, Estatuto da Seguridade Social.  
C
Lei Orgânica da Saúde, Estatuto do Desarmamento e Estatuto do Bem Estar para Todos. 
D
Política Nacional de Saúde Mental, Estatuto do Torcedor, Estatuto da Advocacia e da Ordem dos Advogados do Brasil.  
E
Constituição da República Federativa do Brasil, Lei Orgânica da Assistência Social, Lei Maria da Penha.  ";2022;IESES;SAP-SC ; IESES - 2022 - SAP-SC - Assistente Social
16;Ano: 2014 Banca: MPE-RS Órgão: MPE-RS Prova: MPE-RS - 2014 - MPE-RS - Promotor de Justiça;"O ordenamento jurídico pátrio tem buscado compensar juridicamente a desigualdade de fato enfrentada por aqueles que possuem deficiência, assegurando-lhes acesso à saúde, à educação, à habilitação ou reabilitação profissional, ao trabalho, à cultura, ao desporto, ao turismo e ao lazer. As principais regras sobre a política nacional de integração da pessoa com deficiência foram estabelecidas pela Lei n.º 7.853/89 e seu regulamento. Nesse contexto, o Decreto n.º 3.298/99 arrola elementos que permitem compensar determinadas limitações, visando à assistência integral à saúde e reabilitação da pessoa com deficiência, complementando o atendimento e aumentando as possibilidades de independência e inclusão social.

A esse respeito, considere os itens abaixo.

1 - próteses auditivas, visuais e físicas, órteses que favoreçam a adequação funcional e bolsas coletoras para os portadores de ostomia

2 - equipamentos, maquinarias e utensílios de trabalho especialmente desenhados ou adaptados para uso por pessoa portadora de deficiência

3 - elementos especiais para facilitar a comunicação, a informação e a sinalização para pessoa portadora de deficiência

De acordo com o Decreto n.º 3.298/99, quais desses itens são considerados ajudas técnicas?";"Alternativas
A
Apenas 1.
B
Apenas 2.
C
Apenas 3.
D
Apenas 1 e 2.
E
1, 2 e 3.";2014;MPE-RS;MPE-RS ; MPE-RS - 2014 - MPE-RS - Promotor de Justiça
17;Ano: 2015 Banca: MPT Órgão: MPT Prova: MPT - 2015 - MPT - Procurador do Trabalho;De acordo com a Convenção da Organização das Nações Unidas sobre as Pessoas com Deficiência, é CORRETO afirmar que:;"Alternativas
A
A Convenção foi incorporada ao ordenamento jurídico brasileiro com hierarquia de norma supralegal e infraconstitucional.
B
Com o fim de assegurar às pessoas com deficiência o efetivo acesso à justiça, os Estados-partes promoverão a capacitação apropriada daqueles que trabalham na área de administração da justiça, inclusive a polícia e os funcionários do sistema penitenciário.
C
Os Estados-partes reconhecerão o direito das pessoas com deficiência à liberdade de movimentação, à liberdade de escolher sua residência e à nacionalidade, exceto nos casos de asilo territorial.
D
Os Estados-partes protegerão a privacidade dos dados pessoais e dados relativos à saúde e à reabilitação de pessoas com deficiência, exceto em casos nos quais a informação seja imprescindível à segurança do Estado-parte.
E
Não respondida.";2015;MPT;MPT ; MPT - 2015 - MPT - Procurador do Trabalho
18;Ano: 2015 Banca: CESPE / CEBRASPE Órgão: DEPEN Provas: CESPE / CEBRASPE - 2015 - DEPEN - Agente e Técnico - Todas as áreas - Conhecimentos Básicos ;"Julgue o item subsecutivo, relativos à Política Nacional de Atenção Integral à Saúde das Pessoas Privadas de Liberdade no Sistema Prisional (PNAISP) (Portaria MJ/MS n.º 1/2014).


É da competência do Estado e do Distrito Federal, por intermédio da secretaria estadual de justiça, da administração penitenciária ou congênere, adaptar as unidades prisionais para atender a pessoas com deficiência, idosas e com doenças crônicas.


";"Alternativas
Certo
Errado";2015;CESPE;DEPEN ; CESPE / CEBRASPE - 2015 - DEPEN - Agente e Técnico - Todas as áreas - Conhecimentos Básicos 
19;Ano: 2015 Banca: UFMT Órgão: DETRAN-MT Prova: UFMT - 2015 - DETRAN-MT - Pedagogo;"Segundo a Constituição da República Federativa do Brasil de 1988, a educação, direito de todos e dever do Estado e da família, será promovida e incentivada com a colaboração da sociedade, visando ao pleno desenvolvimento da pessoa, seu preparo para o exercício da cidadania e sua qualificação para o trabalho. Considerando o exposto, marque V para as afirmativas verdadeiras e F para as falsas.




( ) É compromisso do Estado garantir que as políticas e programas de educação para o trânsito sejam criados, estritamente, pela equipe técnica do Conselho Nacional de Trânsito.

( ) O dever do Estado com a educação será efetivado mediante a garantia de atendimento ao educando, em todas as etapas da educação básica, por meio de programas suplementares de material didático escolar, transporte, alimentação e assistência à saúde.

( ) Cabe ao poder público garantir o atendimento educacional especializado às pessoas com deficiência, preferencialmente na rede regular de ensino.

( ) Cabe ao poder público garantir a oferta da educação básica gratuita dos 4 (quatro) aos 17 (dezessete) anos de idade, assegurando inclusive sua oferta gratuita para todos os que a ela não tiveram acesso na idade própria.




Assinale a sequência correta.
";"Alternativas
A
V, F, F, V
B
F, V, V, V
C
V, V, F, F
D
F, V, V, F";2015;UFMT;DETRAN-MT ; UFMT - 2015 - DETRAN-MT - Pedagogo
20;Ano: 2016 Banca: VUNESP Órgão: Prefeitura de Alumínio - SP Prova: VUNESP - 2016 - Prefeitura de Alumínio - SP - Procurador Jurídico;A respeito da Lei Federal n° 12.764/2012, que institui a Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista, cabe asseverar que;"Alternativas
A
a pessoa com transtorno do espectro autista não será submetida a tratamento desumano ou degradante, não será privada de sua liberdade ou do convívio familiar nem sofrerá discriminação por motivo da deficiência.
B
à pessoa com transtorno do espectro autista preexistente poderá ser negada a participação em planos privados de assistência à saúde, garantido, porém, o amplo e irrestrito acesso a qualquer unidade de saúde da rede pública.
C
o gestor escolar, ou autoridade competente, que recusar a matrícula de aluno com transtorno do espectro autista, ou qualquer outro tipo de deficiência, será punido com multa de 2 (dois) a 20 (vinte) salários-mínimos.
D
a pessoa com transtorno do espectro autista, incluída nas classes comuns de ensino regular, terá direito a acompanhante especializado.
E
para cumprimento das diretrizes da Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista, o poder público poderá firmar convênio com pessoas jurídicas de direito privado, desde que de caráter associativo.";2016;VUNESP;Prefeitura de Alumínio - SP ; VUNESP - 2016 - Prefeitura de Alumínio - SP - Procurador Jurídico
21;Ano: 2013 Banca: AOCP Órgão: INES Prova: AOCP - 2013 - INES - Analista de Tecnologia da Informação;"Analise as assertivas e assinale a alternativa que aponta as corretas. De acordo com o Decreto Federal n. 3298/1999, são diretrizes da Política Nacional para a Integração da Pessoa Portadora de Deficiência:
I. adotar estratégias de articulação com órgãos e entidades públicos e privados, bem assim com organismos internacionais e estrangeiros para a implantação desta Política.
II. incluir a pessoa portadora de deficiência, respeitadas as suas peculiaridades, em todas as iniciativas governamentais relacionadas à educação, à saúde, ao trabalho, à edificação pública, à previdência social, à assistência social, ao transporte, à habitação, à cultura, ao esporte e ao lazer.
III. viabilizar a participação da pessoa portadora de deficiência em todas as fases de implementação dessa Política, por intermédio de suas entidades representativas.
IV. garantir o efetivo atendimento das necessidades da pessoa portadora de deficiência, sem o cunho assistencialista.
";"Alternativas
A
Apenas II e III.
B
Apenas I, III e IV.
C
Apenas I e III.
D
Apenas III e IV.
E
I, II, III e IV.";2013;AOCP;INES ; AOCP - 2013 - INES - Analista de Tecnologia da Informação
22;Ano: 2016 Banca: FUNRIO Órgão: IF-BA Prova: FUNRIO - 2016 - IF-BA - Assistente de Alunos;"O Decreto-Lei nº 3.298/99 define as Diretrizes Gerais da Política Nacional para Pessoa Portadora de Deficiência, são elas:

I. estabelecer mecanismos que acelerem e favoreçam a inclusão social da pessoa portadora de deficiência;

II. adotar estratégias de articulação com órgãos e entidades públicos e privados, bem assim com organismos internacionais e estrangeiros, para a implantação desta Política;

III. incluir a pessoa portadora de deficiência, respeitadas as suas peculiaridades, em todas as iniciativas governamentais relacionadas à educação, à saúde, ao trabalho, à edificação pública, à previdência social, à assistência social, ao transporte, à habitação, à cultura, ao esporte e ao lazer;

IV. viabilizar a participação da pessoa portadora de deficiência em todas as fases de implementação dessa Política, por intermédio de suas entidades representativas;

V. ampliar as alternativas de inserção econômica da pessoa portadora de deficiência, proporcionando a ela qualificação profissional e incorporação no mercado de trabalho;

VI. garantir o efetivo atendimento das necessidades da pessoa portadora de deficiência, sem o cunho assistencialista.

Pode-se afirnar que";"Alternativas
A
Apenas os itens I, II e III fazem parte das Diretrizes.
B
Apenas os itens IV, V e VI fazem parte das Diretrizes.
C
Apenas os itens I e II fazem parte das Diretrizes.
D
Os itens referem-se aos Princípios da Lei, não às Diretrizes.
E
Todos os itens fazem parte das Diretrizes";2016;FUNRIO;IF-BA ; FUNRIO - 2016 - IF-BA - Assistente de Alunos
23;Ano: 2015 Banca: FCC Órgão: DPE-SP Prova: FCC - 2015 - DPE-SP - Psicólogo;"As últimas décadas registraram o ressurgimento da importância do campo de conhecimento denominado políticas públicas, assim como das instituições, regras e modelos que regem sua decisão, elaboração, implementação e avaliação [...] A formulação de políticas públicas constitui-se no estágio em que os governos democráticos traduzem seus propósitos e plataformas eleitorais em programas e ações que produzirão resultados ou mudanças no mundo real. (SOUZA, Celina. Políticas Públicas: uma revisão da Literatura. Sociologias, Porto Alegre, n. 16, p.20-45, dez. 2006).
Tendo como estímulo-base o excerto acima, analise as assertivas: I. O processo de implementação de políticas públicas é uma oportunidade para a prática de cidadania e controle social. A participação social no Serviço Único de Saúde − SUS e no Serviço Único de Assistência Social − SUAS foi instituída pela Constituição Federal de 1988 e regulamentada pela Lei nº 8.142/1990. II. Nas políticas do SUS e do SUAS, a integralidade e a equidade norteiam as ações realizadas; a primeira possibilita a atenção integral a usuários, famílias e comunidades e, a segunda, a criação de Programas dirigidos a grupos específicos, tais como: mulheres, homens, crianças, idosos, pessoas com deficiência e pessoas com privação de liberdade. III. O Centro de Referência Especializado em Assistência Social − CREAS e o Centro de Referência em Assistência Social − CRAS são dispositivos criados pelo SUAS para execução do Plano Nacional de Assistência Social; os dois estão organizados de acordo com o tipo de proteção que o usuário precisa e com o grau de complexidade da problemática apresentada. Suas ações são interdisciplinares, intersetoriais e interinstitucionais. IV. A concepção de sujeito de direitos e de cidadania está relacionada aos direitos sociais garantidos pela Constituição Federal de 1988, que assegura saúde, assistência social e educação como direitos do cidadão e deveres do Estado.
Está correto o que se afirma APENAS em";"Alternativas
A
I e II.
B
I e IV.
C
I e III.
D
II, III e IV.
E
I, II e IV.";2015;FCC;DPE-SP ; FCC - 2015 - DPE-SP - Psicólogo
24;Ano: 2017 Banca: CESPE / CEBRASPE Órgão: TRE-PE Provas: CESPE - 2017 - TRE-PE - Conhecimentos Gerais - Cargo 3 ;Considerando o disposto na Lei n.º 13.146/2015 — Estatuto da Pessoa com Deficiência (EPD) —, assinale a opção correta.;"Alternativas
A
Os planos e seguros privados de saúde podem cobrar valores diferenciados das pessoas com deficiência em razão da sua deficiência.
B
Com a edição do EPD a incapacidade absoluta prevista no Código Civil restringe-se aos menores de dezesseis anos de idade.
C
É assegurado à pessoa com deficiência o direito de votar e de ser votada, salvo na hipótese de curatela.
D
O EPD revogou a Lei n.º 7.853/1989, que dispunha sobre o apoio às pessoas com deficiência.
E
A deficiência não afeta a plena capacidade civil da pessoa, salvo a condição de adotante em processo de adoção.";2017;CESPE;TRE-PE ; CESPE - 2017 - TRE-PE - Conhecimentos Gerais - Cargo 3 
25;Ano: 2017 Banca: CESPE / CEBRASPE Órgão: TRE-PE Provas: CESPE - 2017 - TRE-PE - Conhecimentos Gerais - Cargo 6 ;A respeito dos direitos das pessoas com deficiência e dos conceitos estabelecidos pela legislação de regência, assinale a opção correta.;"Alternativas
A
A prioridade na aquisição de imóvel de programa habitacional público é deferida à pessoa com deficiência sempre que signifique melhora de moradia, sem limite de vezes.
B
O serventuário da justiça que, no exercício de suas funções, tomar conhecimento de violação aos direitos de pessoa com deficiência deve remeter peças ao Ministério Público para as providências cabíveis.
C
O conceito de atendente pessoal abarca a prestação, por enfermeiro, de serviço de enfermagem a pessoas com deficiência.
D
As ações e os serviços de saúde pública destinados à pessoa com deficiência devem assegurar atendimento psicológico também a seus familiares.
E
A isenção do imposto de renda é um dos benefícios reservados à pessoa com deficiência, não se estendendo a seu acompanhante.";2017;CESPE;TRE-PE ; CESPE - 2017 - TRE-PE - Conhecimentos Gerais - Cargo 6 
26;Ano: 2017 Banca: INSTITUTO AOCP Órgão: Câmara de Maringá- PR Prova: INSTITUTO AOCP - 2017 - Câmara de Maringá- PR - Assistente Administrativo;Sobre o ingresso no serviço público do município de Maringá, assinale a alternativa correta.;"Alternativas
A
É assegurado, às pessoas portadoras de deficiência, o direito de se inscrever em concurso público para provimento de cargo, cujas atribuições sejam compatíveis com a deficiência de que são portadoras, para as quais serão reservados 10% (dez por cento) dos cargos vagos no quadro geral.
B
A nomeação para cargo isolado, de carreira ou em comissão depende de prévia habilitação em concurso público de provas ou de provas e títulos, obedecidos a ordem de classificação e o prazo de sua validade.
C
São requisitos básicos para o ingresso no serviço público: a nacionalidade brasileira; o gozo dos direitos políticos; a quitação com as obrigações militares e eleitorais; a idade mínima de dezoito anos e gozar de boa saúde, comprovada em inspeção médica.
D
O provimento dos cargos públicos far-se-á mediante ato da autoridade máxima do poder legislativo.
E
De acordo com a legislação em vigor, os cargos de diretor de unidade escolar e de centro municipal de educação infantil serão escolhidos por votação dos membros das respectivas escolas e conselho de membros da comunidade.";2017;INSTITUTO;Câmara de Maringá- PR ; INSTITUTO AOCP - 2017 - Câmara de Maringá- PR - Assistente Administrativo
27;Ano: 2018 Banca: FCC Órgão: Prefeitura de Macapá - AP Prova: FCC - 2018 - Prefeitura de Macapá - AP - Fisioterapeuta;A Política Nacional para a Integração da Pessoa Portadora de Deficiência obedece aos seguintes princípios e diretrizes:;"Alternativas
A
Desenvolvimento de ação do Estado, de modo a assegurar a plena integração da pessoa portadora de deficiência no contexto socioeconômico e cultural.
B
Respeito às pessoas portadoras de deficiência, que devem receber, conforme as suas limitações, oportunidades na sociedade por reconhecimento dos direitos que lhes são assegurados, sem privilégios ou paternalismos.
C
Incluir a pessoa portadora de deficiência, respeitadas as suas peculiaridades, em todas as iniciativas governamentais relacionadas à educação, à saúde, ao trabalho, à edificação pública, à previdência social, à assistência social, ao transporte, à habitação, à cultura, ao esporte e ao lazer.
D
Garantir o efetivo atendimento das necessidades da pessoa portadora de deficiência, com o cunho assistencialista.
E
Adotar estratégias de articulação com órgãos e entidades públicos e privados, somente em âmbito nacional para a implantação desta Política.";2018;FCC;Prefeitura de Macapá - AP ; FCC - 2018 - Prefeitura de Macapá - AP - Fisioterapeuta
28;Ano: 2019 Banca: VUNESP Órgão: Prefeitura de Itapevi - SP Prova: VUNESP - 2019 - Prefeitura de Itapevi - SP - Terapeuta Ocupacional;De acordo com a Política Nacional de Saúde da Pessoa Portadora de Deficiência (2008), tendo como objetivo a inclusão e a participação social das pessoas com deficiência, é fundamental, em todas as esferas de governo, a articulação e a integração institucional, tendo em vista a consolidação de compromissos intersetoriais. No âmbito federal, a parceria entre Ministério da Saúde e Ministério da Educação buscará;"Alternativas
A
a capacitação de toda a comunidade escolar, para que educadores possam ser aptos a realizar diagnósticos médicos mais precisos e, assim, solicitar apoio das equipes de saúde apenas quando realmente necessário.
B
o estímulo à criação de centros de referência em reabilitação em escolas de grande porte, as quais possuam, no mínimo, 10% de alunos com algum tipo de deficiência.
C
a garantia de retaguarda clínica às pessoas com deficiência inscritas na rede de ensino básico, bem como a garantia de encaminhamento para escolas especializadas em educação especial para os casos mais graves.
D
a colaboração com as secretarias de educação dos estados e municípios no treinamento e na capacitação dos docentes para o trabalho com as pessoas portadoras de deficiências, tendo em vista a sua inclusão no ensino regular.
E
a obrigatoriedade da inclusão de conteúdos relacionados à reabilitação nos currículos dos cursos de graduação da área da Educação.";2019;VUNESP;Prefeitura de Itapevi - SP ; VUNESP - 2019 - Prefeitura de Itapevi - SP - Terapeuta Ocupacional
