;info;enunciado;options;ano;banca;orgao;prova
14;Ano: 2010 Banca: TJ-SC Órgão: TJ-SC Prova: TJ-SC - 2010 - TJ-SC - Assistente Social;"Os Direitos Fundamentais da Pessoa Idosa, garantidos pelo Estatuto do Idoso, consta o Direito dos Alimentos. Seu artigo 11 reza: ""Os alimentos serão prestados ao idoso na forma da lei civil"". Assinale a alternativa correta a respeito deste dispositivo.";"Alternativas
A
As transações relativas a alimentos poderão ser celebradas perante o Poder Judiciário, sendo competente o juiz da Vara de Família.
B
Se o idoso não possuir condições econômicas de prover o seu sustento, impõe-se aos seus familiares, desde que impetrada ação pelo Ministério Público.
C
Incumbe ao Conselho Municipal do Idoso ingressar com ação de alimentos junto ao Poder Judiciário.
D
Se o idoso ou seus familiares não possuírem condições econômicas de prover o seu sustento, impõe-se ao Poder Público esse provimento, no âmbito da assistência social.
E
Ao idoso que não possuir condições econômicas de prover o seu sustento, é assegurado o benefício mensal de ½ salário mínimo.";2010;TJ-SC;TJ-SC ; TJ-SC - 2010 - TJ-SC - Assistente Social
15;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MPE-RO Prova: CESPE - 2010 - MPE-RO - Promotor de Justiça;"De acordo com o Estatuto do Idoso, é obrigação do Estado e da sociedade assegurar à pessoa idosa a liberdade, o respeito e a dignidade, como pessoa humana e sujeito de direitos. A respeito desse assunto, assinale a opção correta.
";"Alternativas
A
O direito à liberdade compreende o direito de ir e vir, a liberdade de culto, a livre expressão, o livre convencimento e a possibilidade de buscar apoio para a prática da ortotanásia assistida.
B
Por ser dever de todos zelar pela dignidade do idoso, colocando-o a salvo de qualquer tratamento vexatório ou constrangedor, fica impedida a veiculação da imagem de idosos em campanhas publicitárias sobre preservativos.
C
É proibida a oferta de esportes de aventura para os maiores de sessenta anos.
D
O direito ao respeito consiste na inviolabilidade da integridade física, psíquica e moral, abrangendo a preservação da imagem, da identidade, da autonomia, de valores, ideias e crenças, dos espaços e dos objetos pessoais.
E
Os maiores de sessenta anos têm direitos políticos plenos, sendo-lhes vedada, unicamente, a candidatura a cargo eletivo nas assembleias legislativas.";2010;CESPE;MPE-RO ; CESPE - 2010 - MPE-RO - Promotor de Justiça
16;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MPE-RO Prova: CESPE - 2010 - MPE-RO - Promotor de Justiça;"Quanto à apuração judicial de irregularidades em entidade de atendimento ao idoso, assinale a opção correta.
";"Alternativas
A
Em se tratando de afastamento definitivo de dirigente de entidade não governamental, a autoridade judiciária oficiará à autoridade administrativa imediatamente superior ao afastado, fixando-lhe prazo de trinta dias úteis para proceder à substituição.
B
O procedimento de apuração judicial de irregularidades terá início mediante petição fundamentada de pessoa interessada ou iniciativa do MP, sendo que, havendo motivo grave, poderá a autoridade judiciária, mediante decisão fundamentada, ouvido o MP, decretar liminarmente o afastamento provisório do dirigente da entidade ou outras medidas que julgar adequadas, para evitar lesão aos direitos do idoso.
C
Na apuração judicial de irregularidades, apresentada a defesa, o juiz designará obrigatoriamente audiência de instrução e julgamento no prazo máximo de cinco dias úteis.
D
Somente em casos excepcionais, poderá a autoridade judiciária fixar prazo para a remoção das irregularidades verificadas, após o recolhimento da multa imposta ao dirigente da entidade ou ao responsável pelo programa de atendimento.
E
Quando ocorrerem irregularidades que impliquem o afastamento provisório dos dirigentes da entidade de atendimento, esta será passível de fechamento imediato, seguido do remanejamento compulsório dos atendidos para o SUS.";2010;CESPE;MPE-RO ; CESPE - 2010 - MPE-RO - Promotor de Justiça
17;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;As transações relativas a alimentos em favor do idoso poderão ser celebradas perante o promotor de justiça ou defensor público, que as referendarão, passando elas a ter efeito de título executivo extrajudicial nos termos da lei processual civil.;"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
18;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;"O Estatuto do Idoso garante aos maiores de 65 anos de idade a gratuidade dos transportes coletivos públicos urbanos e semiurbanos; no entanto, tal norma foi declarada inconstitucional pelo STF, na medida em que foi criada despesa para as empresas de transporte, sem previsão da devida compensação financeira, o que traria prejuízos graves às concessionárias, a ponto de representar risco ao equilíbrio econômico-financeiro dos contratos de concessão entre a administração e os concessionários.";"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
19;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;"Considere a seguinte situação hipotética.

João e Maria, maiores de setenta anos de idade, carentes, moram juntos e não possuem meios para prover sua subsistência nem podem tê-la provida por sua família. A Maria foi assegurado o benefício mensal de um salário-mínimo, nos termos da Lei Orgânica da Assistência Social.
Nessa situação, João fica impedido de receber o mesmo benefício, dado o não atendimento, pelo casal, do requisito da renda familiar per capita.
";"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
20;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;Entende-se por modalidade asilar o atendimento, em regime de internato, ao idoso sem vínculo familiar ou sem condições de prover a própria subsistência, de modo a satisfazer as suas necessidades de moradia, alimentação, saúde e convivência social.;"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
21;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;O envelhecimento constitui direito personalíssimo, e a sua proteção, direito social, nos termos da legislação vigente.;"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
22;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;O primeiro critério de desempate em concurso público deve ser o de idade, dando-se preferência ao candidato de idade mais elevada.;"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
23;Ano: 2011 Banca: FGV Órgão: TRE-PA Prova: FGV - 2011 - TRE-PA - Técnico Judiciário - Segurança Judiciária;A respeito da proteção do idoso no ordenamento jurídico brasileiro, é correto afirmar que;"Alternativas
A
o Estatuto do Idoso é destinado a regular os direitos assegurados às pessoas com idade igual ou superior a 65 (sessenta e cinco) anos.
B
é dever de todos zelar pela dignidade do idoso, colocando-o a salvo de qualquer tratamento desumano, violento, aterrorizante, vexatório ou constrangedor.
C
somente a família e o Poder Público têm o dever legal de zelar pelo idoso, prevenindo e/ou afastando violações aos seus direitos.
D
a prioridade do atendimento ao idoso não se aplica à restituição do Imposto de Renda.
E
é proibida a destinação privilegiada de recursos públicos nas áreas relacionadas com a proteção ao idoso.";2011;FGV;TRE-PA ; FGV - 2011 - TRE-PA - Técnico Judiciário - Segurança Judiciária
24;Ano: 2010 Banca: MPE-SP Órgão: MPE-SP Prova: MPE-SP - 2010 - MPE-SP - Promotor de Justiça;"Assinale a afirmativa correta:
";"Alternativas
A
a fiscalização de entidades governamentais e não governamentais de atendimento ao idoso compete exclusivamente ao Ministério Público.
B
a internação psiquiátrica da pessoa portadora de transtorno mental pode ser voluntária ou involuntária, sendo vedada a internação compulsória.
C
segundo o Estatuto do Idoso, as transações relativas a alimentos poderão ser celebradas perante o Promotor de Justiça ou Defensor Público, que as referendará, e passarão a ter efeito de título extrajudicial, nos termos da lei processual civil.
D
a prioridade na tramitação dos processos e procedimentos e na execução dos atos e diligências judiciais, estabelecida no Estatuto do Idoso, é assegurada apenas quando o Idoso figurar como autor.
E
a internação psiquiátrica involuntária da pessoa portadora de transtorno mental somente poderá ser autorizada em procedimento judicial, instruído com laudo médico circunstanciado que caracterize os seus motivos, devendo o Ministério Público intervir no feito como “custos legis”.";2010;MPE-SP;MPE-SP ; MPE-SP - 2010 - MPE-SP - Promotor de Justiça
25;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: DPE-BA Prova: CESPE - 2010 - DPE-BA - Defensor Público;O primeiro critério de desempate em concurso público deve ser o de idade, dando-se preferência ao candidato de idade mais elevada.;"Alternativas
Certo
Errado";2010;CESPE;DPE-BA ; CESPE - 2010 - DPE-BA - Defensor Público
26;Ano: 2011 Banca: FGV Órgão: TRE-PA Prova: FGV - 2011 - TRE-PA - Técnico Judiciário - Segurança Judiciária;A respeito da proteção do idoso no ordenamento jurídico brasileiro, é correto afirmar que;"Alternativas
A
o Estatuto do Idoso é destinado a regular os direitos assegurados às pessoas com idade igual ou superior a 65 (sessenta e cinco) anos.
B
é dever de todos zelar pela dignidade do idoso, colocando-o a salvo de qualquer tratamento desumano, violento, aterrorizante, vexatório ou constrangedor.
C
somente a família e o Poder Público têm o dever legal de zelar pelo idoso, prevenindo e/ou afastando violações aos seus direitos.
D
a prioridade do atendimento ao idoso não se aplica à restituição do Imposto de Renda.
E
é proibida a destinação privilegiada de recursos públicos nas áreas relacionadas com a proteção ao idoso.";2011;FGV;TRE-PA ; FGV - 2011 - TRE-PA - Técnico Judiciário - Segurança Judiciária
27;Ano: 2010 Banca: MPE-SP Órgão: MPE-SP Prova: MPE-SP - 2010 - MPE-SP - Promotor de Justiça;"Assinale a afirmativa correta:
";"Alternativas
A
a fiscalização de entidades governamentais e não governamentais de atendimento ao idoso compete exclusivamente ao Ministério Público.
B
a internação psiquiátrica da pessoa portadora de transtorno mental pode ser voluntária ou involuntária, sendo vedada a internação compulsória.
C
segundo o Estatuto do Idoso, as transações relativas a alimentos poderão ser celebradas perante o Promotor de Justiça ou Defensor Público, que as referendará, e passarão a ter efeito de título extrajudicial, nos termos da lei processual civil.
D
a prioridade na tramitação dos processos e procedimentos e na execução dos atos e diligências judiciais, estabelecida no Estatuto do Idoso, é assegurada apenas quando o Idoso figurar como autor.
E
a internação psiquiátrica involuntária da pessoa portadora de transtorno mental somente poderá ser autorizada em procedimento judicial, instruído com laudo médico circunstanciado que caracterize os seus motivos, devendo o Ministério Público intervir no feito como “custos legis”.";2010;MPE-SP;MPE-SP ; MPE-SP - 2010 - MPE-SP - Promotor de Justiça
28;Ano: 2010 Banca: FUMARC Órgão: CEMIG-TELECOM Provas: FUMARC - 2010 - CEMIG-TELECOM - Advogado Júnior ;"A Lei 10.741, de 01/10/2003, que dispõe sobre o Estatuto do Idoso, afirma, em suas disposições preliminares, que o Estatuto é destinado a regular os direitos assegurados às pessoas com idade igual ou superior a:
";"Alternativas
A
55 (cinqüenta e cinco) anos.
B
60 (sessenta) anos.
C
65 (sessenta e cinco) anos.
D
70 (setenta) anos.";2010;FUMARC;CEMIG-TELECOM ; FUMARC - 2010 - CEMIG-TELECOM - Advogado Júnior 
29;Ano: 2010 Banca: FUMARC Órgão: CEMIG-TELECOM Provas: FUMARC - 2010 - CEMIG-TELECOM - Técnico Administrativo ;"Art.3º do Estatuto do idoso:



Constituem prioridades asseguradas no parágrafo único desse artigo:

I. O atendimento preferencial imediato e individualizado junto aos órgãos públicos e privados prestadores de serviços à população.
II. Destinação privilegiada de recursos públicos nas áreas relacionadas com a proteção ao idoso.
III. Primazia no recebimento da restituição do Imposto de Renda. (Incluído pela Lei nº 11.765, de 2008).
IV. Alocação de verbas da educação para assegurar a formação continuada.

Estão CORRETAS as afirmativas:
";"Alternativas
A
I – II e IV.
B
I – II e III.
C
II – III e IV.
D
I – III e IV.";2010;FUMARC;CEMIG-TELECOM ; FUMARC - 2010 - CEMIG-TELECOM - Técnico Administrativo 
30;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MPS Prova: CESPE - 2010 - MPS - Área de Atuação – Administrativa;O respeito ao Estatuto do Idoso representa um avanço no caminho de uma sociedade cidadã e preocupada com o próximo.;"Alternativas
Certo
Errado";2010;CESPE;MPS ; CESPE - 2010 - MPS - Área de Atuação – Administrativa
31;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MPU Provas: CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte ;"Paulo, ao observar, pela janela de seu apartamento, que seu vizinho Mateus insultava, aos berros, o pai, idoso, e agredia fisicamente a mãe, também idosa, deu, imediatamente, ciência do ocorrido à autoridade policial. Nessa situação, a atitude de Paulo não está amparada pelo Estatuto do Idoso, visto que representa invasão da privacidade alheia.
";"Alternativas
Certo
Errado";2010;CESPE;MPU ; CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte 
32;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MPU Provas: CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte ;"Walter, morador de um edifício, sentindo-se incomodado com os miados vindos do apartamento de sua vizinha, Nair, de 85 anos de idade, que cria quatro gatos, instalou uma câmera na janela de seu próprio quarto, de onde pôde fotografar cenas da intimidade da vizinha. Na semana seguinte, Walter divulgou, entre a vizinhança, as fotos acrescidas de legendas depreciativas. Nessa situação, a conduta de Walter viola os dispositivos do Estatuto do Idoso, visto que o direito ao respeito, assegurado aos idosos, abrange, entre outros aspectos, a preservação da imagem.
";"Alternativas
Certo
Errado";2010;CESPE;MPU ; CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte 
33;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MPU Provas: CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte ;"A diretora de uma instituição de ensino superior, com o objetivo de promover o desenvolvimento integral da cidadania, incluiu, nos currículos dos cursos de graduação da instituição, conteúdos referentes ao processo de envelhecimento, ao respeito e à valorização do idoso. Nessa situação, a atitude da diretora, a despeito de seu propósito, não está amparada pelo Estatuto do Idoso, visto que expõe a imagem da pessoa idosa.
";"Alternativas
Certo
Errado";2010;CESPE;MPU ; CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte 
34;Ano: 2010 Banca: CESPE / CEBRASPE Órgão: MPU Provas: CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte ;"O funcionário do banco em que Ana, de noventa anos de idade e com deficiência auditiva leve, recebe sua aposentadoria, impacientou-se durante um atendimento à cliente e, em voz alta, separando e destacando as sílabas, disse a Ana que ela estava atrasando o serviço dele e que, se ela queria alguma informação, deveria estar acompanhada de alguém que ouvisse bem. Surpresa com o ocorrido, Ana tentou argumentar e o funcionário se retirou, deixando-a sozinha no balcão, sem atendimento. Nessa situação, a atitude do funcionário do banco não representa desrespeito ao que dispõe o Estatuto do Idoso, visto que não foi motivada pela idade da cliente.
";"Alternativas
Certo
Errado";2010;CESPE;MPU ; CESPE - 2010 - MPU - Técnico de Apoio Especializado - Transporte 
35;Ano: 2008 Banca: CESPE / CEBRASPE Órgão: ME Prova: CESPE - 2008 - ME - Assistente Social;O Estatuto do Idoso estabelece que, somente nos casos de confirmação de maus-tratos contra a pessoa idosa, os profissionais de saúde devem comunicar o fato ao Ministério Público, de modo a não sobrecarregar de demandas o referido órgão.;"Alternativas
Certo
Errado";2008;CESPE;ME ; CESPE - 2008 - ME - Assistente Social
36;Ano: 2010 Banca: FCC Órgão: MPE-SE Prova: FCC - 2010 - MPE-SE - Analista - Direito;No que diz respeito ao Estatuto do Idoso, é certo que os alimentos serão prestados aos idosos na forma da lei civil, sendo que as transações aos referidos alimentos poderão ser celebradas perante;"Alternativas
A
o Juiz de Direito, exclusivamente, que as homologará e passarão a ter efeito de título executivo em conformidade com a lei processual pertinente.
B
o Promotor de Justiça ou Defensor Público, que as referendará, e passarão a ter efeito de título executivo extrajudicial nos termos da lei processual civil.
C
o Juiz de Direito ou Promotor de Justiça, que as confirmará, mas sem efeito de título executivo extrajudicial.
D
o Promotor de Justiça ou Defensor Público, que as avalizará, mas sem qualquer efeito de título executivo extrajudicial.
E
as entidades de atendimento, que as referendará com assistência de advogado, passando a ter efeito de título executivo extrajudicial.";2010;FCC;MPE-SE ; FCC - 2010 - MPE-SE - Analista - Direito
37;Ano: 2010 Banca: CONSULPLAN Órgão: Prefeitura de Mossoró - RN Prova: CONSULPLAN - 2010 - Prefeitura de Mossoró - RN - Guarda Municipal;"“As medidas de proteção ao idoso são aplicáveis sempre que seu direito reconhecido for ameaçado ou violado.” As medidas de proteção aos idosos:
";"Alternativas
A
Só podem ser aplicadas isoladamente.
B
Consideram os fins sociais a que se destinam e o fortalecimento dos vínculos familiares e comunitários.
C
São determinadas pelo conselho curador do idoso.
D
São definidas pelos prefeitos municipais.
E
Desconsideram a possibilidade de abrigo em entidade.";2010;CONSULPLAN;Prefeitura de Mossoró - RN ; CONSULPLAN - 2010 - Prefeitura de Mossoró - RN - Guarda Municipal
38;Ano: 2008 Banca: CEFET-BA Órgão: PC-BA Prova: CEFET-BA - 2008 - PC-BA - Delegado de Polícia;"“Art. 8º — O envelhecimento é um direito personalíssimo e a sua proteção, um direito social, nos termos desta lei e da legislação vigente.”
(Lei nº. 10.741/2003)

Quanto aos direitos das pessoas idosas, pode-se afirmar:
";"Alternativas
A
A obrigação de garantir a salvaguarda da dignidade de tais pessoas, com absoluta prioridade, é do Poder Público e, também, da sociedade, da comunidade e da família, vez que as violações aos direitos dos idosos (face, no geral, à sua situação de maior vulnerabilidade), são complexas e partem de diversos âmbitos de convivência.
B
A absoluta prioridade de tratamento respeitoso passa tão-somente pelo atendimento prioritário quanto às instituições privadas no país.
C
O estabelecimento de mecanismos que favoreçam a divulgação de informações de caráter educativo sobre aspectos biopsicossociais de envelhecimento é a meta mais inovadora e, ao mesmo tempo, a única efetivamente descumprida, quanto às garantias de prioridade previstas no Estatuto do Idoso.
D
A proibição de qualquer tipo de negligência, discriminação, violência, crueldade ou opressão (com relação aos idosos) tem sido a meta mais atingida do plano de objetivos fundamentais da Lei nº. 10.741/2003, de modo que raros são os casos de desrespeito efetivamente constatados.
E
A obrigação de garantir a salvaguarda da dignidade de tais pessoas está legalmente adstrita aos trabalhadores e servidores da vasta seara da segurança pública.";2008;CEFET-BA;PC-BA ; CEFET-BA - 2008 - PC-BA - Delegado de Polícia
39;Ano: 2011 Banca: CESPE / CEBRASPE Órgão: DPE-MA Prova: CESPE - 2011 - DPE-MA - Defensor Público;"Com base no Estatuto do Idoso, assinale a opção correta.
";"Alternativas
A
De acordo com o princípio da conveniência estatal, o poder público não está obrigado a adequar currículos, metodologias e material didático aos programas educacionais destinados aos idosos.
B
Na admissão do idoso em qualquer trabalho ou emprego, é vedada a discriminação e a fixação de limite máximo de idade, ressalvados os casos em que a natureza do cargo o exigir.
C
A lei não estabelece idade mínima para que o idoso que não possua meios para prover sua subsistência receba o benefício mensal de um salário mínimo.
D
Será determinado ao idoso, mesmo que este esteja no domínio de suas faculdades mentais, o tratamento de saúde que melhor convier ao Estado.
E
Em caso de suspeita ou confirmação de maus-tratos contra idoso, os profissionais de saúde são obrigados a comunicar o fato à DP.";2011;CESPE;DPE-MA ; CESPE - 2011 - DPE-MA - Defensor Público
